id,crop,state,report_week,growth_stage,pests,diseases,pest_or_disease,weather_condition,advisories,evidence_count,confidence,sowing_status,harvest_status,statistics
46556,Rice,All India,2026-05-25,Harvesting,None Reported,None Reported,None Reported,,,1,0.9,," As on May 22, 2026, the area sown under summer crops is 86.02 lakh ha as compared to 83.50 lakh ha during the corresponding period of last year.  Of this, area of 31.05 lakh ha has been sown under Rice this year. There is also an increase in the area sown under Maize by about 1.50 lakh ha so far from the last 5-years average.
-
As on 22.05.2026, 97.92% of area  has  been  harvested  for  Rabi  crops  all  over  India.  The  harvest  of pulses,  oilseeds,  and  Shri  Anna-cum-coarse  cereals  has  been  completed;  79.71%  area  of  Rice  and 99.50% area of Wheat has been harvested for Rabi crops 2025-26.",
46566,Rice,Andhra Pradesh,2026-05-25,Harvesting,None Reported,None Reported,None Reported,,,1,0.9,,Rice in Andhra Pradesh has 75% harvested.,
46581,Rice,Kerala,2026-05-25,Harvesting,None Reported,None Reported,None Reported,,,1,0.9,,Rice in Kerala has 98% harvested.,
46595,Rice,Tamil Nadu,2026-05-25,Harvesting,None Reported,None Reported,None Reported,,,1,0.9,,Rice in Tamil Nadu has 90% harvested.,
46602,Rice,Telangana,2026-05-25,Harvesting,None Reported,None Reported,None Reported,,,1,0.9,,Rice in Telangana has 75% harvested.,
46754,Wheat,Punjab,2026-05-25,Harvesting,None Reported,None Reported,None Reported,,,2,0.9,," Rice : About 31.05 lakh ha area coverage under Summer Rice has been reported as compared to 32.42 lakh ha during the corresponding period of last year.
-
Pulses : About 27.91 lakh ha area coverage has been reported compared to 27.26 lakh ha during the corresponding period of last year.
-
Oilseeds : About 11.04 lakh ha area coverage has been reported compared to 9.58 lakh ha during the corresponding period of last year.
| Progress of Area coverage under Summer crops as on 22.05.2026 (In lakh hectare)   | Progress of Area coverage under Summer crops as on 22.05.2026 (In lakh hectare)   | Progress of Area coverage under Summer crops as on 22.05.2026 (In lakh hectare)   | Progress of Area coverage under Summer crops as on 22.05.2026 (In lakh hectare)   | Progress of Area coverage under Summer crops as on 22.05.2026 (In lakh hectare)   | Progress of Area coverage under Summer crops as on 22.05.2026 (In lakh hectare)   | Progress of Area coverage under Summer crops as on 22.05.2026 (In lakh hectare)   |
|-----------------------------------------------------------------------------------|-----------------------------------------------------------------------------------|-----------------------------------------------------------------------------------|-----------------------------------------------------------------------------------|-----------------------------------------------------------------------------------|-----------------------------------------------------------------------------------|-----------------------------------------------------------------------------------|
| Sl. No.                                                                           | Crops                                                                             | Normal Summer Area (DES)*                                                         | Final Summer                                                                      | Area Sown                                                                         | Area Sown                                                                         | Increase/ Decrease over corresponding period of Last year                         |
| Sl. No.                                                                           | Crops                                                                             | Normal Summer Area (DES)*                                                         | Area 2025                                                                         | Current Year (2026)                                                               | Corresponding period of Last Year (2025)                                          | Increase/ Decrease over corresponding period of Last year                         |
| 1                                                                                 | Rice                                                                              | 31.49                                                                             | 33.28                                                                             | 31.05                                                                             | 32.42                                                                             |
1.36                                                                             |
| 2                                                                                 | Pulses                                                                            | 23.40                                                                             | 27.07                                                                             | 27.91                                                                             | 27.26                                                                             | 0.65                                                                              |
| a                                                                                 | Greengram                                                                         | 20.44                                                                             | 23.49                                                                             | 23.01                                                                             | 23.49                                                                             |
0.49                                                                             |
| b                                                                                 | Blackgram                                                                         | 2.96                                                                              | 3.26                                                                              | 4.60                                                                              | 3.58                                                                              | 1.02                                                                              |
| c                                                                                 | Other Pulses                                                                      | 0.00                                                                              |
| 0.30                                                                              | 0.19                                                                              | 0.11                                                                              |
| 3                                                                                 | Shree Anna cum Coarse Cereals                                                     | 12.08                                                                             | 14.06                                                                             | 16.01                                                                             | 14.25                                                                             | 1.77                                                                              |
| a                                                                                 | Jowar                                                                             | 0.34                                                                              | 0.36                                                                              | 0.37                                                                              | 0.36                                                                              | 0.01                                                                              |
| b                                                                                 | Bajra                                                                             | 4.43                                                                              | 5.20                                                                              | 5.40                                                                              | 5.20                                                                              | 0.20                                                                              |
| c                                                                                 | Ragi                                                                              | 0.31                                                                              |
| 0.22                                                                              | 0.16                                                                              | 0.06                                                                              |
| d                                                                                 | Small Millets                                                                     | 0.02                                                                              |
| 0.03                                                                              | 0.03                                                                              | 0.00                                                                              |
| e                                                                                 | Maize                                                                             | 6.98                                                                              | 8.50                                                                              | 10.00                                                                             | 8.50                                                                              | 1.50                                                                              |
| 4                                                                                 | Oilseeds                                                                          | 8.40                                                                              | 9.51                                                                              | 11.04                                                                             | 9.58                                                                              | 1.47                                                                              |
| a                                                                                 | Groundnut                                                                         | 3.40                                                                              | 4.20                                                                              | 5.51                                                                              | 4.20                                                                              | 1.31                                                                              |
| b                                                                                 | Sunflower                                                                         | 0.34                                                                              | 0.35                                                                              | 0.39                                                                              | 0.35                                                                              | 0.04                                                                              |
| c                                                                                 | Sesamum                                                                           | 4.66                                                                              | 4.96                                                                              | 5.07                                                                              | 4.96                                                                              | 0.11                                                                              |
| d                                                                                 | Other Oilseeds                                                                    | 0.00                                                                              |
| 0.07                                                                              | 0.06                                                                              | 0.00                                                                              |
| Total                                                                             | Total                                                                             | 75.37                                                                             | 83.92                                                                             | 86.02                                                                             | 83.50                                                                             | 2.52                                                                              |
Source: Crop Division, DoA&amp;FW, MoA&amp;FW
SOWING AND HARVESTING STATUS OF  RABI CROPS AS ON 22.05.2026
(Area in lakh ha.)
|----------|----------------------------|---------------------|---------------------------------|--------------------|-------------------------------------------------------------------------------------------------------|,Wheat is 100% harvested in Punjab.",
46763,Wheat,Uttar Pradesh,2026-05-25,Harvesting,None Reported,None Reported,None Reported,,,1,0.9,,Wheat is 100% harvested in Uttar Pradesh.,
46231,Crop,Maharashtra,2026-05-18,Active Growth,None Reported,None Reported,None Reported,,,1,0.9,,,
46255,Crop,Punjab,2026-05-18,Active Growth,Haryana,None Reported,Haryana,,,1,0.9,,,
46294,Groundnut,Andhra Pradesh,2026-05-18,Harvesting,None Reported,None Reported,None Reported,,,1,0.9,,Groundnut is 100% harvested in Andhra Pradesh.,
46299,Groundnut,Bihar,2026-05-18,Harvesting,None Reported,None Reported,None Reported,,,1,0.9,,Groundnut is 100% harvested in Bihar.,
46307,Groundnut,Karnataka,2026-05-18,Harvesting,None Reported,None Reported,None Reported,,,1,0.9,,Groundnut is 100% harvested in Karnataka.,
46310,Groundnut,Kerala,2026-05-18,Harvesting,None Reported,None Reported,None Reported,,,1,0.9,,Groundnut is 100% harvested in Kerala.,
46318,Groundnut,Odisha,2026-05-18,Harvesting,None Reported,None Reported,None Reported,,,1,0.9,,Groundnut is 100% harvested in Odisha.,
46326,Groundnut,Tamil Nadu,2026-05-18,Harvesting,None Reported,None Reported,None Reported,,,1,0.9,,Groundnut in Tamil Nadu has 90% harvested.,
46334,Groundnut,Telangana,2026-05-18,Harvesting,None Reported,None Reported,None Reported,,,1,0.9,,Groundnut is 100% harvested in Telangana.,
46338,Groundnut,Uttar Pradesh,2026-05-18,Harvesting,None Reported,None Reported,None Reported,,,1,0.9,,"| 5                                                             | Oilseeds                                                      | 86.78                                                         | 97.19                                                         | 99.87                                                         |                                                                                                                                                     |
| a                                                             | Rapeseed & Mustard                                            | 79.17                                                         | 89.36                                                         | 100.00                                                        | 100% harvested in all states.                                                                                                                       |",
46341,Groundnut,West Bengal,2026-05-18,Harvesting,None Reported,None Reported,None Reported,,,1,0.9,,Groundnut is 100% harvested in West Bengal.,
46396,Maize,Andhra Pradesh,2026-05-18,Harvesting,None Reported,None Reported,None Reported,,,1,0.9,,Maize in Andhra Pradesh has 85% harvested.,
46404,Maize,Bihar,2026-05-18,Harvesting,None Reported,None Reported,None Reported,,,2,0.9,,"Maize in Bihar has 95% harvested.,Maize is 100% harvested in Bihar.",
46410,Maize,Chhattisgarh,2026-05-18,Harvesting,None Reported,None Reported,None Reported,,,2,0.9,,"Maize in Chhattisgarh has 95% harvested.,Maize is 100% harvested in Chhattisgarh.",
46420,Maize,Gujarat,2026-05-18,Harvesting,None Reported,None Reported,None Reported,,,1,0.9,,Maize is 100% harvested in Gujarat.,
46423,Maize,Haryana,2026-05-18,Harvesting,None Reported,None Reported,None Reported,,,1,0.9,,Maize is 100% harvested in Haryana.,
46431,Maize,Karnataka,2026-05-18,Harvesting,None Reported,None Reported,None Reported,,,1,0.9,,Maize is 100% harvested in Karnataka.,
46439,Maize,Madhya Pradesh,2026-05-18,Harvesting,None Reported,None Reported,None Reported,,,1,0.9,,Maize is 100% harvested in Madhya Pradesh.,
46452,Maize,Maharashtra,2026-05-18,Harvesting,None Reported,None Reported,None Reported,,,1,0.9,,Maize is 100% harvested in Maharashtra.,
46456,Maize,Punjab,2026-05-18,Harvesting,None Reported,None Reported,None Reported,,,1,0.9,,Maize in Punjab has 97% harvested.,
46464,Maize,Rajasthan,2026-05-18,Harvesting,None Reported,None Reported,None Reported,,,1,0.9,,Maize is 100% harvested in Rajasthan.,
46483,Maize,Uttar Pradesh,2026-05-18,Harvesting,None Reported,None Reported,None Reported,,,1,0.9,,Maize in Uttar Pradesh has 95% harvested.,
46542,Oilseeds,Tamil Nadu,2026-05-18,Harvesting,None Reported,None Reported,None Reported,,,1,0.9,,"| f                                                             | Linseed                                                       | 1.93                                                          | 1.99                                                          | 100.00                                                        | 100% harvested in all states.                                                                                                                       |
| g                                                             | Other Oilseeds                                                | 0.00                                                          | 0.40                                                          | 100.00                                                        | Harvesting is going on in afull swing.                                                                                                              |
|                                                               | Total Crops                                                   | 637.81                                                        | 680.18                                                        | 96.86                                                         |                                                                                                                                                     |
Source: Crops Division, DoA&amp;FW.",
46555,Rice,All India,2026-05-18,Sowing,As On 15.05.2026,None Reported,As On 15.05.2026,,,2,0.9," As on May 15, 2026, the area sown under summer crops is 83.08 lakh ha as compared to 80.01 lakh ha during the corresponding period of last year.  Of this, area of 31.05 lakh ha has been sown under Rice this year. There is also an increase in the area sown under Maize by about 1.50 lakh ha so far from the last 5-years average.
-","As on 15.05.2026, 96.86% of area has been harvested for Rabi crops all over India. Pulses harvest has been completed; 99.87% area of Oilseeds- majorly in Rapeseed &amp; Mustard (100%); 98.62% area of Shri Anna cum Coarse Cereals- majorly in Jowar (99.66%), 72.70% area of Rice and 98.80% area of Wheat has been harvested for Rabi crops 2025-26.",
46565,Rice,Andhra Pradesh,2026-05-18,Harvesting,None Reported,None Reported,None Reported,,,1,0.9,,Rice in Andhra Pradesh has 75% harvested.,
46580,Rice,Kerala,2026-05-18,Harvesting,None Reported,None Reported,None Reported,,,1,0.9,,Rice in Kerala has 98% harvested.,
46594,Rice,Tamil Nadu,2026-05-18,Harvesting,None Reported,None Reported,None Reported,,,1,0.9,,Rice in Tamil Nadu has 90% harvested.,
46601,Rice,Telangana,2026-05-18,Harvesting,None Reported,None Reported,None Reported,,,1,0.9,,Rice in Telangana has 52% harvested.,
46648,Sesame (Sesamum),Tamil Nadu,2026-05-18,Harvesting,None Reported,None Reported,None Reported,,,1,0.9,,Sesame (Sesamum) is 100% harvested in Tamil Nadu.,
46652,Sesame (Sesamum),Telangana,2026-05-18,Harvesting,None Reported,None Reported,None Reported,,,1,0.9,,| d                                                             | Sunflower *                                                   | 0.79                                                          | 0.70                                                          | 100.00                                                        | 100% harvested in all states.                                                                                                                       |,
46663,Sorghum (Jowar),Andhra Pradesh,2026-05-18,Harvesting,None Reported,None Reported,None Reported,,,1,0.9,,Sorghum (Jowar) in Andhra Pradesh has 96% harvested.,
46668,Sorghum (Jowar),Gujarat,2026-05-18,Harvesting,None Reported,None Reported,None Reported,,,1,0.9,,Sorghum (Jowar) is 100% harvested in Gujarat.,
46676,Sorghum (Jowar),Karnataka,2026-05-18,Harvesting,None Reported,None Reported,None Reported,,,1,0.9,,Sorghum (Jowar) is 100% harvested in Karnataka.,
46684,Sorghum (Jowar),Maharashtra,2026-05-18,Harvesting,None Reported,None Reported,None Reported,,,1,0.9,,Sorghum (Jowar) is 100% harvested in Maharashtra.,
46692,Sorghum (Jowar),Tamil Nadu,2026-05-18,Harvesting,None Reported,None Reported,None Reported,,,1,0.9,,Sorghum (Jowar) is 100% harvested in Tamil Nadu.,
46700,Sorghum (Jowar),Telangana,2026-05-18,Harvesting,None Reported,None Reported,None Reported,,,2,0.9,,"| 3                                                             | Pulses                                                        | 140.42                                                        | 139.55                                                        | 100.00                                                        |                                                                                                                                                     |
| a                                                             | Gram                                                          | 100.99                                                        | 96.20                                                         | 100.00                                                        | 100% Harvesting has been completed in all states.                                                                                                   |
| b                                                             | Lentil                                                        | 15.13                                                         | 18.12                                                         | 100.00                                                        | 100% Harvesting has been completed in all states.                                                                                                   |
| e                                                             | Urdbean *                                                     | 6.16                                                          | 6.06                                                          | 100.00                                                        | 100% Harvesting has been completed in all states.                                                                                                   |
| f                                                             | Moongbean *                                                   | 1.41                                                          | 0.99                                                          | 100.00                                                        | 100% Harvesting has been completed in all states.                                                                                                   |
| h                                                             | Other Pulses $                                                | 16.73                                                         | 20.57                                                         | 100.00                                                        | 100% Harvesting has been completed in all states.                                                                                                   |
| 4                                                             | Shri Anna & Coarse cereals                                    | 55.33                                                         | 60.93                                                         | 98.62                                                         |                                                                                                                                                     |,Sorghum (Jowar) in Telangana has 98% harvested.",
46753,Wheat,Punjab,2026-05-18,Harvesting,None Reported,None Reported,None Reported,,,2,0.9,," Rice : About 31.05 lakh ha area coverage under Summer Rice has been reported as compared to 32.42 lakh ha during the corresponding period of last year.
-
Pulses : About 24.97 lakh ha area coverage has been reported compared to 23.76 lakh ha during the corresponding period of last year.
-
Oilseeds : About 11.04 lakh ha area coverage has been reported compared to 9.58 lakh ha during the corresponding period of last year.
| Progress of Area coverage under Summer crops as on 15.05.2026 (In lakh hectare)   | Progress of Area coverage under Summer crops as on 15.05.2026 (In lakh hectare)   | Progress of Area coverage under Summer crops as on 15.05.2026 (In lakh hectare)   | Progress of Area coverage under Summer crops as on 15.05.2026 (In lakh hectare)   | Progress of Area coverage under Summer crops as on 15.05.2026 (In lakh hectare)   | Progress of Area coverage under Summer crops as on 15.05.2026 (In lakh hectare)   | Progress of Area coverage under Summer crops as on 15.05.2026 (In lakh hectare)   |
|-----------------------------------------------------------------------------------|-----------------------------------------------------------------------------------|-----------------------------------------------------------------------------------|-----------------------------------------------------------------------------------|-----------------------------------------------------------------------------------|-----------------------------------------------------------------------------------|-----------------------------------------------------------------------------------|
| Sl. No.                                                                           | Crops                                                                             | Normal Summer Area (DES)*                                                         | Final Summer Area 2025                                                            | Area Sown                                                                         | Area Sown                                                                         | Increase/ Decrease over corresponding period of Last year                         |
| Sl. No.                                                                           | Crops                                                                             | Normal Summer Area (DES)*                                                         | Final Summer Area 2025                                                            | Current Year (2026)                                                               | Corresponding period of Last Year (2025)                                          | Increase/ Decrease over corresponding period of Last year                         |
| 1                                                                                 | Rice                                                                              | 31.49                                                                             | 33.28                                                                             | 31.05                                                                             | 32.42                                                                             |
1.36                                                                             |
| 2                                                                                 | Pulses                                                                            | 23.40                                                                             | 27.07                                                                             | 24.97                                                                             | 23.76                                                                             | 1.21                                                                              |
| a                                                                                 | Greengram                                                                         | 20.44                                                                             | 23.49                                                                             | 20.07                                                                             | 20.00                                                                             | 0.07                                                                              |
| b                                                                                 | Blackgram                                                                         | 2.96                                                                              | 3.26                                                                              | 4.60                                                                              | 3.58                                                                              | 1.02                                                                              |
| c                                                                                 | Other Pulses                                                                      | 0.00                                                                              |
| 0.30                                                                              | 0.19                                                                              | 0.11                                                                              |
| 3                                                                                 | Shree Anna cum Coarse Cereals                                                     | 12.08                                                                             | 14.06                                                                             | 16.01                                                                             | 14.25                                                                             | 1.77                                                                              |
| a                                                                                 | Jowar                                                                             | 0.34                                                                              | 0.36                                                                              | 0.37                                                                              | 0.36                                                                              | 0.01                                                                              |
| b                                                                                 | Bajra                                                                             | 4.43                                                                              | 5.20                                                                              | 5.40                                                                              | 5.20                                                                              | 0.20                                                                              |
| c                                                                                 | Ragi                                                                              | 0.31                                                                              |
| 0.22                                                                              | 0.16                                                                              | 0.06                                                                              |
| d                                                                                 | Small Millets                                                                     | 0.02                                                                              |
| 0.03                                                                              | 0.03                                                                              | 0.00                                                                              |
| e                                                                                 | Maize                                                                             | 6.98                                                                              | 8.50                                                                              | 10.00                                                                             | 8.50                                                                              | 1.50                                                                              |
| 4                                                                                 | Oilseeds                                                                          | 8.40                                                                              | 9.51                                                                              | 11.04                                                                             | 9.58                                                                              | 1.47                                                                              |
| a                                                                                 | Groundnut                                                                         | 3.40                                                                              | 4.20                                                                              | 5.51                                                                              | 4.20                                                                              | 1.31                                                                              |
| b                                                                                 | Sunflower                                                                         | 0.34                                                                              | 0.35                                                                              | 0.39                                                                              | 0.35                                                                              | 0.04                                                                              |
| c                                                                                 | Sesamum                                                                           | 4.66                                                                              | 4.96                                                                              | 5.07                                                                              | 4.96                                                                              | 0.11                                                                              |
| d                                                                                 | Other Oilseeds                                                                    | 0.00                                                                              |
| 0.07                                                                              | 0.06                                                                              | 0.00                                                                              |
| Total                                  | 75.37                                  | 83.92   | 83.08   | 80.01   | 3.07   |
|----------------------------------------|----------------------------------------|---------|---------|---------|--------|
| * Normal area from 2022-23 to 2024-25. | * Normal area from 2022-23 to 2024-25. |         |         |         |        |
| Source: Crop Division, DoA&FW, MoA&FW  | Source: Crop Division, DoA&FW, MoA&FW  |         |         |         |        |
| SOWING AND HARVESTING STATUS OF RABI CROPS AS ON 15.05.2026   | SOWING AND HARVESTING STATUS OF RABI CROPS AS ON 15.05.2026   | SOWING AND HARVESTING STATUS OF RABI CROPS AS ON 15.05.2026   | SOWING AND HARVESTING STATUS OF RABI CROPS AS ON 15.05.2026   | SOWING AND HARVESTING STATUS OF RABI CROPS AS ON 15.05.2026   | SOWING AND HARVESTING STATUS OF RABI CROPS AS ON 15.05.2026                                                                                         |
|---------------------------------------------------------------|---------------------------------------------------------------|---------------------------------------------------------------|---------------------------------------------------------------|---------------------------------------------------------------|-----------------------------------------------------------------------------------------------------------------------------------------------------|,Wheat is 100% harvested in Punjab.",
46762,Wheat,Uttar Pradesh,2026-05-18,Harvesting,None Reported,None Reported,None Reported,,,1,0.9,,Wheat is 100% harvested in Uttar Pradesh.,
46218,Crop,Gujarat,2026-05-11,Active Growth,Gujarat; Vidarbha,None Reported,Gujarat; Vidarbha,,,2,0.9,,,
46293,Groundnut,Andhra Pradesh,2026-05-11,Harvesting,None Reported,None Reported,None Reported,,,1,0.9,,Groundnut is 100% harvested in Andhra Pradesh.,
46298,Groundnut,Bihar,2026-05-11,Harvesting,None Reported,None Reported,None Reported,,,1,0.9,,Groundnut is 100% harvested in Bihar.,
46306,Groundnut,Karnataka,2026-05-11,Harvesting,None Reported,None Reported,None Reported,,,1,0.9,,Groundnut is 100% harvested in Karnataka.,
46309,Groundnut,Kerala,2026-05-11,Harvesting,None Reported,None Reported,None Reported,,,1,0.9,,Groundnut is 100% harvested in Kerala.,
46317,Groundnut,Odisha,2026-05-11,Harvesting,None Reported,None Reported,None Reported,,,1,0.9,,Groundnut is 100% harvested in Odisha.,
46325,Groundnut,Tamil Nadu,2026-05-11,Harvesting,None Reported,None Reported,None Reported,,,2,0.9,,"Groundnut in Tamil Nadu has 90% harvested.,|    |                |        |        |        | harvested.                                            |
|----|----------------|--------|--------|--------|-------------------------------------------------------|",
46333,Groundnut,Telangana,2026-05-11,Harvesting,None Reported,None Reported,None Reported,,,1,0.9,,Groundnut is 100% harvested in Telangana.,
46337,Groundnut,Uttar Pradesh,2026-05-11,Harvesting,None Reported,None Reported,None Reported,,,1,0.9,,"| 5        | Oilseeds                   |               86.78 |                           97.19 |              99.87 |                                                                                                                                                         |
| a        | Rapeseed & Mustard         |               79.17 |                           89.36 |             100.00 | 100% harvested in all states.                                                                                                                           |",
46340,Groundnut,West Bengal,2026-05-11,Harvesting,None Reported,None Reported,None Reported,,,1,0.9,,Groundnut is 100% harvested in West Bengal.,
46395,Maize,Andhra Pradesh,2026-05-11,Harvesting,None Reported,None Reported,None Reported,,,1,0.9,,Maize in Andhra Pradesh has 85% harvested.,
46403,Maize,Bihar,2026-05-11,Harvesting,None Reported,None Reported,None Reported,,,2,0.9,,"Maize in Bihar has 95% harvested.,Maize is 100% harvested in Bihar.",
46409,Maize,Chhattisgarh,2026-05-11,Harvesting,None Reported,None Reported,None Reported,,,2,0.9,,"Maize in Chhattisgarh has 95% harvested.,Maize is 100% harvested in Chhattisgarh.",
46419,Maize,Gujarat,2026-05-11,Harvesting,None Reported,None Reported,None Reported,,,1,0.9,,Maize is 100% harvested in Gujarat.,
46422,Maize,Haryana,2026-05-11,Harvesting,None Reported,None Reported,None Reported,,,1,0.9,,Maize is 100% harvested in Haryana.,
46430,Maize,Karnataka,2026-05-11,Harvesting,None Reported,None Reported,None Reported,,,1,0.9,,Maize is 100% harvested in Karnataka.,
46438,Maize,Madhya Pradesh,2026-05-11,Harvesting,None Reported,None Reported,None Reported,,,1,0.9,,Maize is 100% harvested in Madhya Pradesh.,
46451,Maize,Maharashtra,2026-05-11,Harvesting,None Reported,None Reported,None Reported,,,1,0.9,,Maize is 100% harvested in Maharashtra.,
46455,Maize,Punjab,2026-05-11,Harvesting,None Reported,None Reported,None Reported,,,1,0.9,,Maize in Punjab has 97% harvested.,
46463,Maize,Rajasthan,2026-05-11,Harvesting,None Reported,None Reported,None Reported,,,1,0.9,,Maize is 100% harvested in Rajasthan.,
46469,Maize,Tamil Nadu,2026-05-11,Harvesting,None Reported,None Reported,None Reported,,,1,0.9,,Maize is 100% harvested in Tamil Nadu.,
46482,Maize,Uttar Pradesh,2026-05-11,Harvesting,None Reported,None Reported,None Reported,,,2,0.9,,"Maize is 100% harvested in Uttar Pradesh.,Maize in Uttar Pradesh has 95% harvested.",
46523,Oilseeds,Gujarat,2026-05-11,Sowing,None Reported,None Reported,None Reported,,,1,0.9," Rice : About 31.05 lakh ha area coverage under Summer Rice has been reported as compared to 32.42 lakh ha during the corresponding period of last year.
-
Pulses : About 24.97 lakh ha area coverage has been reported compared to 23.76 lakh ha during the corresponding period of last year.
-
Oilseeds : About 11.04 lakh ha area coverage has been reported compared to 9.58 lakh ha during the corresponding period of last year.
| Progress of Area coverage under Summer crops as on 08.05.2026   | Progress of Area coverage under Summer crops as on 08.05.2026   | Progress of Area coverage under Summer crops as on 08.05.2026   | Progress of Area coverage under Summer crops as on 08.05.2026   | Progress of Area coverage under Summer crops as on 08.05.2026   | Progress of Area coverage under Summer crops as on 08.05.2026   | Progress of Area coverage under Summer crops as on 08.05.2026               |
|-----------------------------------------------------------------|-----------------------------------------------------------------|-----------------------------------------------------------------|-----------------------------------------------------------------|-----------------------------------------------------------------|-----------------------------------------------------------------|-----------------------------------------------------------------------------|
| Sl. No.                                                         | Crops                                                           | Normal Summer Area (DES)*                                       | Final Summer Area 2025                                          | Area Sown                                                       | Area Sown                                                       | (In lakh hectare) Increase/ Decrease over corresponding period of Last year |
| Sl. No.                                                         | Crops                                                           | Normal Summer Area (DES)*                                       | Final Summer Area 2025                                          | Current Year (2026)                                             | Corresponding period of Last Year (2025)                        | (In lakh hectare) Increase/ Decrease over corresponding period of Last year |
| 1                                                               | Rice                                                            | 31.49                                                           | 33.28                                                           | 31.05                                                           | 32.42                                                           |
1.36                                                                       |
| 2                                                               | Pulses                                                          | 23.40                                                           | 27.07                                                           | 24.97                                                           | 23.76                                                           | 1.21                                                                        |
| a                                                               | Greengram                                                       | 20.44                                                           | 23.49                                                           | 20.07                                                           | 20.00                                                           | 0.07                                                                        |
| b                                                               | Blackgram                                                       | 2.96                                                            | 3.26                                                            | 4.60                                                            | 3.58                                                            | 1.02                                                                        |
| c                                                               | Other Pulses                                                    | 0.00                                                            |
| 0.30                                                            | 0.19                                                            | 0.11                                                                        |
| 3                                                               | Shree Anna cum Coarse Cereals                                   | 12.08                                                           | 14.06                                                           | 16.01                                                           | 14.25                                                           | 1.77                                                                        |
| a                                                               | Jowar                                                           | 0.34                                                            | 0.36                                                            | 0.37                                                            | 0.36                                                            | 0.01                                                                        |
| b                                                               | Bajra                                                           | 4.43                                                            | 5.20                                                            | 5.40                                                            | 5.20                                                            | 0.20                                                                        |
| c                                                               | Ragi                                                            | 0.31                                                            |
| 0.22                                                            | 0.16                                                            | 0.06                                                                        |
| d                                                               | Small Millets                                                   | 0.02                                                            |
| 0.03                                                            | 0.03                                                            | 0.00                                                                        |
| e                                                               | Maize                                                           | 6.98                                                            | 8.50                                                            | 10.00                                                           | 8.50                                                            | 1.50                                                                        |
| 4                                                               | Oilseeds                                                        | 8.40                                                            | 9.51                                                            | 11.04                                                           | 9.58                                                            | 1.47                                                                        |
| a                                                               | Groundnut                                                       | 3.40                                                            | 4.20                                                            | 5.51                                                            | 4.20                                                            | 1.31                                                                        |
| b                                                               | Sunflower                                                       | 0.34                                                            | 0.35                                                            | 0.39                                                            | 0.35                                                            | 0.04                                                                        |
| c     | Sesamum        |   4.66 | 4.96   |   5.07 |   4.96 |   0.11 |
|-------|----------------|--------|--------|--------|--------|--------|
| d     | Other Oilseeds |   0.00 |
|   0.07 |   0.06 |   0.00 |
| Total | Total          |  75.37 | 83.92  |  83.08 |  80.01 |   3.07 |
Source: Crop Division, DoA&amp;FW, MoA&amp;FW",,
