id,crop,state,district,report_date,report_week,growth_stage,pest,disease,weather_condition,advisory,page_number,source_pdf,confidence,original_text,source_method,pipeline_version,dictionary_version,chunk_id,verification_status
1377,Cotton,Punjab,State-wide,2026-06-29,6,Active Growth,None,None,,,1,Minutes of the meeting of CWWG as on 29.06.2026.pdf,0.7," Sugarcane : About 57.31 lakh ha area coverage (106% of Normal area) has been reported compared to 56.64 lakh ha during the corresponding period of last year.
-
Cotton : About 29.66 lakh ha area coverage has been reported compared to 45.36 lakh ha during the corresponding period of last year.
-
Jute : About 6.25 lakh ha area coverage has been reported compared to 6.13 lakh ha during the corresponding period of last year. Progress of area coverage under Kharif crops as on 25.06.2026 Area: In lakh hactare Progress of area coverage under Kharif crops as on 25.06.2026 Area: In lakh hactare Progress of area coverage under Kharif crops as on 25.06.2026 Area: In lakh hactare Progress of area coverage under Kharif crops as on 25.06.2026 Area: In lakh hactare Progress of area coverage under Kharif crops as on 25.06.2026 Area: In lakh hactare Progress of area coverage under Kharif crops as on 25.06.2026 Area: In lakh hactare Progress of area coverage under Kharif crops as on 25.06.2026 Area: In lakh hactare --------------------------------------------------------------------------------------- --------------------------------------------------------------------------------------- --------------------------------------------------------------------------------------- --------------------------------------------------------------------------------------- --------------------------------------------------------------------------------------- --------------------------------------------------------------------------------------- --------------------------------------------------------------------------------------- S. Normal Area (2020-21 to 2024- 25) Final Area Coverage 2025 Area covered as on date Area covered as on date Increase(+)/ Decrease(-) over 2025 No. Crop 2026 2025 1 Rice 412.00 446.70 25.75 34.41 8.65 2 Pulses 123.64 118.97 14.92 21.46 6.53 a Arhar 44.32 44.60 3.56 8.45 4.89 b Urdbean 29.60 21.26 1.07 2.51 1.44 c Moongbean 35.48 37.45 8.37 8.63 0.26 d Kulthi 1.48 0.13 0.10 0.03 e Mothbean 9.69 0.82 0.56 0.26 f Other pulses* 3.07 15.66 0.98 1.21 0.23 3 Shri Anna cum Coarse cereals 182.63 192.12 31.84 36.07 4.23 a Jowar 14.44 12.10 3.38 2.70 0.68 b Bajra** 70.94 63.80 11.34 13.06 1.72 c Ragi 12.01 13.46 0.66 0.73 0.07 d Small millets 4.47 4.15 0.75 0.97 0.22 e Maize 80.77 98.61 15.71 18.61 2.90 4 Oilseeds 200.08 196.38 16.99 36.41 19.42 a Groundnut 46.79 50.29 8.87 15.29 6.42 b Soybean 128.71 123.86 6.92 19.97 13.05 c Sunflower 1.20 0.88 0.73 0.44 0.29 d Sesamum** 12.88 9.63 0.36 0.63 0.27 e Niger 1.01 0.83 0.02 0.00 0.02 f Castor 9.49 10.89 0.04 0.03 0.01 g Other Oilseeds 0.00 0.04 0.04 0.00 5 Sugarcane 54.20 58.84 57.31 56.64 0.67 6 Jute & Mesta 6.40 6.06 6.25 6.13 0.12 7 Cotton 125.51 115.20 29.66 45.36 15.70 Total Total 1104.46 1134.27 182.72 236.46 53.74",rule_based,2.1,1.0,Minutes of the meeting of CWWG as on 29.06.2026_p1_c3,VERIFIED
1256,Sugarcane,All India,State-wide,2026-06-22,6,Sowing,None,None,,,1,Minutes of the meeting of CWWG as on 22.06.2026.pdf,0.9," Kharif sowing data collection has started from 05 th June, 2026 and the sowing is in preliminary stage. As on 19 June 2026, the area sown under Kharif crops is 119.90 lakh ha (including 57.31 lakh ha in Sugarcane) as compared to 117.95 lakh ha during the corresponding period of last year.",rule_based,2.1,1.0,Minutes of the meeting of CWWG as on 22.06.2026_p1_c1,VERIFIED
1257,Crop,Chhattisgarh,State-wide,2026-06-22,6,Active Growth,"Heat Wave Conditions Very Likely In Isolated Pockets Over Chhattisgarh On 22Nd &Amp; 23Rd June; East Madhya  Pradesh,  Vidarbha  During  22Nd-25Th  June,  East  Uttar  Pradesh  During  22Nd-24Th  June; Telangana On 22Nd June; With Severe Heat Wave Conditions In Isolated Pockets During 22Nd-24Th June",None,,,1,Minutes of the meeting of CWWG as on 22.06.2026.pdf,0.9," Heat wave conditions very likely in isolated pockets over Chhattisgarh on 22nd &amp; 23rd June; East Madhya Pradesh, Vidarbha during 22nd-25th June, East Uttar Pradesh during 22nd-24th June; Telangana on 22nd June; with severe heat wave conditions in isolated pockets during 22nd-24th June.",rule_based,2.1,1.0,Minutes of the meeting of CWWG as on 22.06.2026_p1_c2,VERIFIED
1258,Crop,Punjab,State-wide,2026-06-22,6,Active Growth,"Low  Probability  Of  Heatwave  Conditions  Likely  Over  Parts  Of  Northwest  India  (Rajasthan,  Punjab, Haryana &Amp; Uttar Pradesh), And Central India (Vidarbha And Adjoining Regions Of North Telangana) On Some Days Of Week",None,,,1,Minutes of the meeting of CWWG as on 22.06.2026.pdf,0.9," Low probability of Heatwave conditions likely over parts of northwest India (Rajasthan, Punjab, Haryana &amp; Uttar Pradesh), and central India (Vidarbha and adjoining regions of North Telangana) on some days of week.",rule_based,2.1,1.0,Minutes of the meeting of CWWG as on 22.06.2026_p1_c3,VERIFIED
1259,Pulses,Punjab,State-wide,2026-06-22,6,Sowing,None,None,,,1,Minutes of the meeting of CWWG as on 22.06.2026.pdf,0.9," Sugarcane : About 57.31 lakh ha area coverage (106% of Normal area) has been reported compared to 56.64 lakh ha during the corresponding period of last year.
-
Cotton : About 17.13 lakh ha area coverage has been reported compared to 22.82 lakh ha during the corresponding period of last year.
-
Jute : About 6.22 lakh ha area coverage has been reported compared to 6.09 lakh ha during the corresponding period of last year. Progress of area coverage under Kharif crops as on 19.06.2026 Area: In lakh hactare Progress of area coverage under Kharif crops as on 19.06.2026 Area: In lakh hactare Progress of area coverage under Kharif crops as on 19.06.2026 Area: In lakh hactare Progress of area coverage under Kharif crops as on 19.06.2026 Area: In lakh hactare Progress of area coverage under Kharif crops as on 19.06.2026 Area: In lakh hactare Progress of area coverage under Kharif crops as on 19.06.2026 Area: In lakh hactare Progress of area coverage under Kharif crops as on 19.06.2026 Area: In lakh hactare --------------------------------------------------------------------------------------- --------------------------------------------------------------------------------------- --------------------------------------------------------------------------------------- --------------------------------------------------------------------------------------- --------------------------------------------------------------------------------------- --------------------------------------------------------------------------------------- --------------------------------------------------------------------------------------- S. No. Crop Normal Area (2020-21 to 2024-25) Final Area Coverage 2025 Area Sown Area Sown Increase(+)/ Decrease(-) over 2025 S. No. Crop Normal Area (2020-21 to 2024-25) Final Area Coverage 2025 2026 2025 Increase(+)/ Decrease(-) over 2025 1 Rice 412.00 446.70 12.36 8.09 4.26 2 Pulses 123.64 118.97 7.21 6.39 0.83 a Arhar 44.32 44.60 1.61 1.59 0.02 b Urdbean 29.60 21.26 0.62 0.98 0.36 c Moongbean 35.48 37.45 4.08 2.86 1.21 d Kulthi 1.48 0.09 0.08 0.01 e Mothbean 9.69 0.10 0.00 0.10 f Other pulses* 3.07 15.66 0.71 0.87 0.16 a Jowar 14.44 12.10 1.74 1.40 0.34 b Bajra** 70.94 63.80 4.05 2.14 1.91 c Ragi 12.01 13.46 0.31 0.27 0.05 d Small millets 4.47 4.15 0.64 0.68 0.04 e Maize 80.77 98.61 5.69 5.34 0.35 4 Oilseeds 200.08 196.38 7.24 8.11 0.87 a Groundnut 46.79 50.29 5.25 5.09 0.16 b Soybean 128.71 123.86 1.30 2.50 1.20 c Sunflower 1.20 0.88 0.49 0.27 0.21 d Sesamum** 12.88 9.63 0.15 0.19 0.04 e Niger 1.01 0.83 0.00 0.00 0.00 f Castor 9.49 10.89 0.02 0.01 0.00 g Other Oilseeds 0.00 0.04 0.03 0.00 5 Sugarcane 54.20 58.84 57.31 56.64 0.67 6 Jute & Mesta 6.40 6.06 6.22 6.09 0.14 7 Cotton 125.51 115.20 17.13 22.82 5.69 * Other pulses (Other pulses- Kulthi * Other pulses (Other pulses- Kulthi & Mothbean), ** Average of 2022-23 & 2023-24) & Mothbean), ** Average of 2022-23 & 2023-24) & Mothbean), ** Average of 2022-23 & 2023-24) & Mothbean), ** Average of 2022-23 & 2023-24) & Mothbean), ** Average of 2022-23 & 2023-24)",rule_based,2.1,1.0,Minutes of the meeting of CWWG as on 22.06.2026_p1_c4,VERIFIED
1260,Pulses,Punjab,State-wide,2026-06-22,6,Active Growth,The  Overall  Intensity  Of  Pests  And  Diseases  Remained  Below  The  Economic  Threshold  Level Except,None,,,1,Minutes of the meeting of CWWG as on 22.06.2026.pdf,0.9, The overall intensity of pests and diseases remained below the Economic Threshold Level except:,rule_based,2.1,1.0,Minutes of the meeting of CWWG as on 22.06.2026_p1_c5,VERIFIED
1101,Sugarcane,All India,State-wide,2026-06-15,6,Sowing,None,None,,,1,Minutes of the meeting of CWWG as on 15.06.2026.pdf,0.9," Kharif sowing data collection has started from 05 th June, 2026 and the sowing is in preliminary stage. As on 12 June 2026, the area sown under Kharif crops is 84.60 lakh ha (including 54.08 lakh ha in Sugarcane) as compared to 88.04 lakh ha during the corresponding period of last year.",rule_based,2.1,1.0,Minutes of the meeting of CWWG as on 15.06.2026_p1_c1,VERIFIED
1102,Crop,Andhra Pradesh,State-wide,2026-06-15,6,Active Growth,Low Probability Of Heatwave Conditions Very Likely In Isolated Pockets Over Coastal Andhra Pradesh &Amp; Yanam During 11Th-12Th June; Telangana During 11Th-13Th June; Vidarbha During 11Th-12Th June,None,,,1,Minutes of the meeting of CWWG as on 15.06.2026.pdf,0.9,Low probability of Heatwave conditions very likely in isolated pockets over Coastal Andhra Pradesh &amp; Yanam during 11th-12th June; Telangana during 11th-13th June; Vidarbha during 11th-12th June.,rule_based,2.1,1.0,Minutes of the meeting of CWWG as on 15.06.2026_p1_c2,VERIFIED
1103,Crop,Maharashtra,State-wide,2026-06-15,6,Active Growth,Hot  And  Humid  Weather  Conditions  Likely  To  Prevail  Over  Konkan  &Amp;  Goa  During  11Th-13Th  June; Madhya Maharashtra During 11Th-12Th June,None,,,1,Minutes of the meeting of CWWG as on 15.06.2026.pdf,0.9, Hot and humid weather conditions likely to prevail over Konkan &amp; Goa during 11th-13th June; Madhya Maharashtra during 11th-12th June.,rule_based,2.1,1.0,Minutes of the meeting of CWWG as on 15.06.2026_p1_c3,VERIFIED
1104,Crop,Punjab,State-wide,2026-06-15,6,Active Growth,"Low  Probability  Of  Heatwave  Conditions  Likely  Over  Parts  Of  Northwest  India  (Rajasthan,  Punjab, Haryana &Amp; Uttar Pradesh) On Some Days Of The Week",None,,,1,Minutes of the meeting of CWWG as on 15.06.2026.pdf,0.9,"Low probability of Heatwave conditions likely over parts of northwest India (Rajasthan, Punjab, Haryana &amp; Uttar Pradesh) on some days of the week.",rule_based,2.1,1.0,Minutes of the meeting of CWWG as on 15.06.2026_p1_c4,VERIFIED
1105,Crop,Punjab,State-wide,2026-06-15,6,Active Growth,The Overall Intensity Of Pests And Diseases Remained Below The Economic Threshold Level,None,,,1,Minutes of the meeting of CWWG as on 15.06.2026.pdf,0.9, The overall intensity of pests and diseases remained below the Economic Threshold Level.,rule_based,2.1,1.0,Minutes of the meeting of CWWG as on 15.06.2026_p1_c5,VERIFIED
941,Sugarcane,All India,State-wide,2026-06-08,6,Sowing,None,None,,,1,Minutes of the meeting of CWWG as on 08.06.2026.pdf,0.9," Kharif sowing data collection has started from 05 th June, 2026 and the sowing is in preliminary stage. As on June 05 2026, the area sown under Kharif crops is 72.57 lakh ha (including 54.08 lakh ha in Sugarcane) as compared to 74.61 lakh ha during the corresponding period of last year.",rule_based,2.1,1.0,Minutes of the meeting of CWWG as on 08.06.2026_p1_c1,VERIFIED
942,Crop,Odisha,State-wide,2026-06-08,6,Active Growth,"Low Probability Of Heatwave Conditions Likely Over Parts Of Northwest India (Uttar Pradesh) And Parts Of East India (Bihar, Jharkhand, Odisha, Gangetic West Bengal &Amp; Chhattisgarh) And Adjoining Central India (Madhya Pradesh) On Some Days Of The Week",None,,,1,Minutes of the meeting of CWWG as on 08.06.2026.pdf,0.9,"Low probability of Heatwave conditions likely over parts of northwest India (Uttar Pradesh) and parts of East India (Bihar, Jharkhand, Odisha, Gangetic West Bengal &amp; Chhattisgarh) and adjoining central India (Madhya Pradesh) on some days of the week.",rule_based,2.1,1.0,Minutes of the meeting of CWWG as on 08.06.2026_p1_c2,VERIFIED
