Date,Week,Crop,State,Observation Type,Growth Stage,Crop Operation,Sowing Status,Harvest Status,Pest,Disease,Weather,Irrigation,Nutrient Management,Statistics,Evidence,PDF Name,Page,Chunk ID,Confidence,Verification Status,Source Method
2026-03-30,,Lentil (Masur),Chhattisgarh,Pest Incidence,Harvesting,,,Lentil (Masur) is 100% harvested in Chhattisgarh.,Lentil (Masur) Is 100% Harvested In Chhattisgarh,,,,,,Lentil (Masur) is 100% harvested in Chhattisgarh.,Minutes of the meeting of CWWG as on 30.03.2026.pdf,1,Minutes of the meeting of CWWG as on 30.03.2026_p1_c35,0.9,VERIFIED,rule_based
2026-03-30,,Lentil (Masur),Tamil Nadu,Pest Incidence,Harvesting,,,Lentil (Masur) in Tamil Nadu has 95% harvested.,Lentil (Masur) In Tamil Nadu Has 95% Harvested,,,,,,Lentil (Masur) in Tamil Nadu has 95% harvested.,Minutes of the meeting of CWWG as on 30.03.2026.pdf,1,Minutes of the meeting of CWWG as on 30.03.2026_p1_c36,0.9,VERIFIED,rule_based
2026-03-30,,Lentil (Masur),West Bengal,Pest Incidence,Harvesting,,,Lentil (Masur) in West Bengal has 90% harvested.,Lentil (Masur) In West Bengal Has 90% Harvested,,,,,,Lentil (Masur) in West Bengal has 90% harvested.,Minutes of the meeting of CWWG as on 30.03.2026.pdf,1,Minutes of the meeting of CWWG as on 30.03.2026_p1_c37,0.9,VERIFIED,rule_based
2026-03-30,,Lentil (Masur),Tamil Nadu,Pest Incidence,Harvesting,,,Lentil (Masur) is 100% harvested in Tamil Nadu.,Lentil (Masur) Is 100% Harvested In Tamil Nadu,,,,,,Lentil (Masur) is 100% harvested in Tamil Nadu.,Minutes of the meeting of CWWG as on 30.03.2026.pdf,1,Minutes of the meeting of CWWG as on 30.03.2026_p1_c38,0.9,VERIFIED,rule_based
2026-03-30,,Lentil (Masur),Andhra Pradesh,Pest Incidence,Harvesting,,,Lentil (Masur) in Andhra Pradesh has 75% harvested.,Lentil (Masur) In Andhra Pradesh Has 75% Harvested,,,,,,Lentil (Masur) in Andhra Pradesh has 75% harvested.,Minutes of the meeting of CWWG as on 30.03.2026.pdf,1,Minutes of the meeting of CWWG as on 30.03.2026_p1_c39,0.9,VERIFIED,rule_based
2026-03-30,,Lentil (Masur),Chhattisgarh,Pest Incidence,Harvesting,,,Lentil (Masur) in Chhattisgarh has 25% harvested.,Lentil (Masur) In Chhattisgarh Has 25% Harvested,,,,,,Lentil (Masur) in Chhattisgarh has 25% harvested.,Minutes of the meeting of CWWG as on 30.03.2026.pdf,1,Minutes of the meeting of CWWG as on 30.03.2026_p1_c40,0.9,VERIFIED,rule_based
2026-04-06,,Lentil (Masur),Uttar Pradesh,Pest Incidence,Harvesting,,,Lentil (Masur) in Uttar Pradesh has 60% harvested.,Lentil (Masur) In Uttar Pradesh Has 60% Harvested,,,,,,Lentil (Masur) in Uttar Pradesh has 60% harvested.,Minutes of the meeting of CWWG as on 06.04.2026.pdf,1,Minutes of the meeting of CWWG as on 06.04.2026_p1_c25,0.9,VERIFIED,rule_based
2026-04-06,,Lentil (Masur),West Bengal,Pest Incidence,Harvesting,,,Lentil (Masur) in West Bengal has 85% harvested.,Lentil (Masur) In West Bengal Has 85% Harvested,,,,,,Lentil (Masur) in West Bengal has 85% harvested.,Minutes of the meeting of CWWG as on 06.04.2026.pdf,1,Minutes of the meeting of CWWG as on 06.04.2026_p1_c26,0.9,VERIFIED,rule_based
2026-04-06,,Lentil (Masur),Madhya Pradesh,Pest Incidence,Harvesting,,,Lentil (Masur) in Madhya Pradesh has 75% harvested.,Lentil (Masur) In Madhya Pradesh Has 75% Harvested,,,,,,Lentil (Masur) in Madhya Pradesh has 75% harvested.,Minutes of the meeting of CWWG as on 06.04.2026.pdf,1,Minutes of the meeting of CWWG as on 06.04.2026_p1_c27,0.9,VERIFIED,rule_based
2026-04-06,,Lentil (Masur),Bihar,Pest Incidence,Harvesting,,,Lentil (Masur) in Bihar has 50% harvested.,Lentil (Masur) In Bihar Has 50% Harvested,,,,,,Lentil (Masur) in Bihar has 50% harvested.,Minutes of the meeting of CWWG as on 06.04.2026.pdf,1,Minutes of the meeting of CWWG as on 06.04.2026_p1_c28,0.9,VERIFIED,rule_based
2026-04-06,,Lentil (Masur),West Bengal,Pest Incidence,Harvesting,,,Lentil (Masur) is 100% harvested in West Bengal.,Lentil (Masur) Is 100% Harvested In West Bengal,,,,,,Lentil (Masur) is 100% harvested in West Bengal.,Minutes of the meeting of CWWG as on 06.04.2026.pdf,1,Minutes of the meeting of CWWG as on 06.04.2026_p1_c29,0.9,VERIFIED,rule_based
2026-04-06,,Lentil (Masur),Madhya Pradesh,Pest Incidence,Harvesting,,,Lentil (Masur) is 100% harvested in Madhya Pradesh.,Lentil (Masur) Is 100% Harvested In Madhya Pradesh,,,,,,Lentil (Masur) is 100% harvested in Madhya Pradesh.,Minutes of the meeting of CWWG as on 06.04.2026.pdf,1,Minutes of the meeting of CWWG as on 06.04.2026_p1_c30,0.9,VERIFIED,rule_based
2026-04-06,,Lentil (Masur),Assam,Pest Incidence,Harvesting,,,Lentil (Masur) is 100% harvested in Assam.,Lentil (Masur) Is 100% Harvested In Assam,,,,,,Lentil (Masur) is 100% harvested in Assam.,Minutes of the meeting of CWWG as on 06.04.2026.pdf,1,Minutes of the meeting of CWWG as on 06.04.2026_p1_c31,0.9,VERIFIED,rule_based
2026-04-06,,Lentil (Masur),Uttar Pradesh,Pest Incidence,Harvesting,,,Lentil (Masur) in Uttar Pradesh has 95% harvested.,Lentil (Masur) In Uttar Pradesh Has 95% Harvested,,,,,,Lentil (Masur) in Uttar Pradesh has 95% harvested.,Minutes of the meeting of CWWG as on 06.04.2026.pdf,1,Minutes of the meeting of CWWG as on 06.04.2026_p1_c32,0.9,VERIFIED,rule_based
2026-04-06,,Lentil (Masur),Jharkhand,Pest Incidence,Harvesting,,,Lentil (Masur) in Jharkhand has 60% harvested.,Lentil (Masur) In Jharkhand Has 60% Harvested,,,,,,Lentil (Masur) in Jharkhand has 60% harvested.,Minutes of the meeting of CWWG as on 06.04.2026.pdf,1,Minutes of the meeting of CWWG as on 06.04.2026_p1_c33,0.9,VERIFIED,rule_based
2026-04-06,,Lentil (Masur),Bihar,Pest Incidence,Harvesting,,,Lentil (Masur) in Bihar has 70% harvested.,Lentil (Masur) In Bihar Has 70% Harvested,,,,,,Lentil (Masur) in Bihar has 70% harvested.,Minutes of the meeting of CWWG as on 06.04.2026.pdf,1,Minutes of the meeting of CWWG as on 06.04.2026_p1_c34,0.9,VERIFIED,rule_based
2026-04-06,,Lentil (Masur),Karnataka,Pest Incidence,Harvesting,,,Lentil (Masur) is 100% harvested in Karnataka.,Lentil (Masur) Is 100% Harvested In Karnataka,,,,,,Lentil (Masur) is 100% harvested in Karnataka.,Minutes of the meeting of CWWG as on 06.04.2026.pdf,1,Minutes of the meeting of CWWG as on 06.04.2026_p1_c35,0.9,VERIFIED,rule_based
2026-04-06,,Lentil (Masur),Tamil Nadu,Pest Incidence,Harvesting,,,Lentil (Masur) in Tamil Nadu has 95% harvested.,Lentil (Masur) In Tamil Nadu Has 95% Harvested,,,,,,Lentil (Masur) in Tamil Nadu has 95% harvested.,Minutes of the meeting of CWWG as on 06.04.2026.pdf,1,Minutes of the meeting of CWWG as on 06.04.2026_p1_c36,0.9,VERIFIED,rule_based
2026-04-06,,Lentil (Masur),West Bengal,Pest Incidence,Harvesting,,,Lentil (Masur) in West Bengal has 95% harvested.,Lentil (Masur) In West Bengal Has 95% Harvested,,,,,,Lentil (Masur) in West Bengal has 95% harvested.,Minutes of the meeting of CWWG as on 06.04.2026.pdf,1,Minutes of the meeting of CWWG as on 06.04.2026_p1_c37,0.9,VERIFIED,rule_based
2026-04-06,,Lentil (Masur),Tamil Nadu,Pest Incidence,Harvesting,,,Lentil (Masur) is 100% harvested in Tamil Nadu.,Lentil (Masur) Is 100% Harvested In Tamil Nadu,,,,,,Lentil (Masur) is 100% harvested in Tamil Nadu.,Minutes of the meeting of CWWG as on 06.04.2026.pdf,1,Minutes of the meeting of CWWG as on 06.04.2026_p1_c38,0.9,VERIFIED,rule_based
2026-04-06,,Lentil (Masur),Andhra Pradesh,Pest Incidence,Harvesting,,,Lentil (Masur) in Andhra Pradesh has 90% harvested.,Lentil (Masur) In Andhra Pradesh Has 90% Harvested,,,,,,Lentil (Masur) in Andhra Pradesh has 90% harvested.,Minutes of the meeting of CWWG as on 06.04.2026.pdf,1,Minutes of the meeting of CWWG as on 06.04.2026_p1_c39,0.9,VERIFIED,rule_based
2026-04-06,,Lentil (Masur),Chhattisgarh,Pest Incidence,Harvesting,,,Lentil (Masur) in Chhattisgarh has 25% harvested.,Lentil (Masur) In Chhattisgarh Has 25% Harvested,,,,,,Lentil (Masur) in Chhattisgarh has 25% harvested.,Minutes of the meeting of CWWG as on 06.04.2026.pdf,1,Minutes of the meeting of CWWG as on 06.04.2026_p1_c40,0.9,VERIFIED,rule_based
2026-04-13,,Lentil (Masur),West Bengal,Pest Incidence,Harvesting,,,Lentil (Masur) is 100% harvested in West Bengal.,Lentil (Masur) Is 100% Harvested In West Bengal,,,,,,Lentil (Masur) is 100% harvested in West Bengal.,Minutes of the meeting of CWWG as on 13.04.2026.pdf,1,Minutes of the meeting of CWWG as on 13.04.2026_p1_c27,0.9,VERIFIED,rule_based
2026-04-13,,Lentil (Masur),Chhattisgarh,Pest Incidence,Harvesting,,,Lentil (Masur) is 100% harvested in Chhattisgarh.,Lentil (Masur) Is 100% Harvested In Chhattisgarh,,,,,,Lentil (Masur) is 100% harvested in Chhattisgarh.,Minutes of the meeting of CWWG as on 13.04.2026.pdf,1,Minutes of the meeting of CWWG as on 13.04.2026_p1_c28,0.9,VERIFIED,rule_based
2026-04-13,,Lentil (Masur),Assam,Pest Incidence,Harvesting,,,Lentil (Masur) is 100% harvested in Assam.,Lentil (Masur) Is 100% Harvested In Assam,,,,,,Lentil (Masur) is 100% harvested in Assam.,Minutes of the meeting of CWWG as on 13.04.2026.pdf,1,Minutes of the meeting of CWWG as on 13.04.2026_p1_c29,0.9,VERIFIED,rule_based
2026-04-13,,Lentil (Masur),Uttar Pradesh,Pest Incidence,Harvesting,,,Lentil (Masur) in Uttar Pradesh has 60% harvested.,Lentil (Masur) In Uttar Pradesh Has 60% Harvested,,,,,,Lentil (Masur) in Uttar Pradesh has 60% harvested.,Minutes of the meeting of CWWG as on 13.04.2026.pdf,1,Minutes of the meeting of CWWG as on 13.04.2026_p1_c30,0.9,VERIFIED,rule_based
2026-04-13,,Lentil (Masur),Madhya Pradesh,Pest Incidence,Harvesting,,,Lentil (Masur) in Madhya Pradesh has 75% harvested.,Lentil (Masur) In Madhya Pradesh Has 75% Harvested,,,,,,Lentil (Masur) in Madhya Pradesh has 75% harvested.,Minutes of the meeting of CWWG as on 13.04.2026.pdf,1,Minutes of the meeting of CWWG as on 13.04.2026_p1_c31,0.9,VERIFIED,rule_based
2026-04-13,,Lentil (Masur),Bihar,Pest Incidence,Harvesting,,,Lentil (Masur) in Bihar has 50% harvested.,Lentil (Masur) In Bihar Has 50% Harvested,,,,,,Lentil (Masur) in Bihar has 50% harvested.,Minutes of the meeting of CWWG as on 13.04.2026.pdf,1,Minutes of the meeting of CWWG as on 13.04.2026_p1_c32,0.9,VERIFIED,rule_based
2026-04-13,,Lentil (Masur),Tamil Nadu,Pest Incidence,Harvesting,,,Lentil (Masur) is 100% harvested in Tamil Nadu.,Lentil (Masur) Is 100% Harvested In Tamil Nadu,,,,,,Lentil (Masur) is 100% harvested in Tamil Nadu.,Minutes of the meeting of CWWG as on 13.04.2026.pdf,1,Minutes of the meeting of CWWG as on 13.04.2026_p1_c33,0.9,VERIFIED,rule_based
2026-04-13,,Lentil (Masur),Andhra Pradesh,Pest Incidence,Harvesting,,,Lentil (Masur) in Andhra Pradesh has 90% harvested.,Lentil (Masur) In Andhra Pradesh Has 90% Harvested,,,,,,Lentil (Masur) in Andhra Pradesh has 90% harvested.,Minutes of the meeting of CWWG as on 13.04.2026.pdf,1,Minutes of the meeting of CWWG as on 13.04.2026_p1_c34,0.9,VERIFIED,rule_based
2026-04-13,,Lentil (Masur),Chhattisgarh,Pest Incidence,Harvesting,,,Lentil (Masur) in Chhattisgarh has 40% harvested.,Lentil (Masur) In Chhattisgarh Has 40% Harvested,,,,,,Lentil (Masur) in Chhattisgarh has 40% harvested.,Minutes of the meeting of CWWG as on 13.04.2026.pdf,1,Minutes of the meeting of CWWG as on 13.04.2026_p1_c35,0.9,VERIFIED,rule_based
2026-04-20,,Lentil (Masur),West Bengal,Pest Incidence,Harvesting,,,Lentil (Masur) is 100% harvested in West Bengal.,Lentil (Masur) Is 100% Harvested In West Bengal,,,,,,Lentil (Masur) is 100% harvested in West Bengal.,Minutes of the meeting of CWWG as on 20.04.2026.pdf,1,Minutes of the meeting of CWWG as on 20.04.2026_p1_c26,0.9,VERIFIED,rule_based
2026-04-20,,Lentil (Masur),Uttar Pradesh,Pest Incidence,Harvesting,,,Lentil (Masur) is 100% harvested in Uttar Pradesh.,Lentil (Masur) Is 100% Harvested In Uttar Pradesh,,,,,,Lentil (Masur) is 100% harvested in Uttar Pradesh.,Minutes of the meeting of CWWG as on 20.04.2026.pdf,1,Minutes of the meeting of CWWG as on 20.04.2026_p1_c27,0.9,VERIFIED,rule_based
2026-04-20,,Lentil (Masur),Chhattisgarh,Pest Incidence,Harvesting,,,Lentil (Masur) is 100% harvested in Chhattisgarh.,Lentil (Masur) Is 100% Harvested In Chhattisgarh,,,,,,Lentil (Masur) is 100% harvested in Chhattisgarh.,Minutes of the meeting of CWWG as on 20.04.2026.pdf,1,Minutes of the meeting of CWWG as on 20.04.2026_p1_c28,0.9,VERIFIED,rule_based
2026-04-20,,Lentil (Masur),Assam,Pest Incidence,Harvesting,,,Lentil (Masur) is 100% harvested in Assam.,Lentil (Masur) Is 100% Harvested In Assam,,,,,,Lentil (Masur) is 100% harvested in Assam.,Minutes of the meeting of CWWG as on 20.04.2026.pdf,1,Minutes of the meeting of CWWG as on 20.04.2026_p1_c29,0.9,VERIFIED,rule_based
2026-04-20,,Lentil (Masur),Madhya Pradesh,Pest Incidence,Harvesting,,,Lentil (Masur) in Madhya Pradesh has 95% harvested.,Lentil (Masur) In Madhya Pradesh Has 95% Harvested,,,,,,Lentil (Masur) in Madhya Pradesh has 95% harvested.,Minutes of the meeting of CWWG as on 20.04.2026.pdf,1,Minutes of the meeting of CWWG as on 20.04.2026_p1_c30,0.9,VERIFIED,rule_based
2026-04-20,,Lentil (Masur),Bihar,Pest Incidence,Harvesting,,,Lentil (Masur) in Bihar has 75% harvested.,Lentil (Masur) In Bihar Has 75% Harvested,,,,,,Lentil (Masur) in Bihar has 75% harvested.,Minutes of the meeting of CWWG as on 20.04.2026.pdf,1,Minutes of the meeting of CWWG as on 20.04.2026_p1_c31,0.9,VERIFIED,rule_based
2026-04-20,,Lentil (Masur),Andhra Pradesh,Pest Incidence,Harvesting,,,Lentil (Masur) is 100% harvested in Andhra Pradesh.,Lentil (Masur) Is 100% Harvested In Andhra Pradesh,,,,,,Lentil (Masur) is 100% harvested in Andhra Pradesh.,Minutes of the meeting of CWWG as on 20.04.2026.pdf,1,Minutes of the meeting of CWWG as on 20.04.2026_p1_c32,0.9,VERIFIED,rule_based
2026-04-20,,Lentil (Masur),Tamil Nadu,Pest Incidence,Harvesting,,,Lentil (Masur) is 100% harvested in Tamil Nadu.,Lentil (Masur) Is 100% Harvested In Tamil Nadu,,,,,,Lentil (Masur) is 100% harvested in Tamil Nadu.,Minutes of the meeting of CWWG as on 20.04.2026.pdf,1,Minutes of the meeting of CWWG as on 20.04.2026_p1_c33,0.9,VERIFIED,rule_based
2026-04-20,,Lentil (Masur),Chhattisgarh,Pest Incidence,Harvesting,,,Lentil (Masur) in Chhattisgarh has 40% harvested.,Lentil (Masur) In Chhattisgarh Has 40% Harvested,,,,,,Lentil (Masur) in Chhattisgarh has 40% harvested.,Minutes of the meeting of CWWG as on 20.04.2026.pdf,1,Minutes of the meeting of CWWG as on 20.04.2026_p1_c34,0.9,VERIFIED,rule_based
2026-04-27,,Lentil (Masur),West Bengal,Pest Incidence,Harvesting,,,Lentil (Masur) is 100% harvested in West Bengal.,Lentil (Masur) Is 100% Harvested In West Bengal,,,,,,Lentil (Masur) is 100% harvested in West Bengal.,Minutes of the meeting of CWWG as on 27.04.2026.pdf,1,Minutes of the meeting of CWWG as on 27.04.2026_p1_c27,0.9,VERIFIED,rule_based
2026-04-27,,Lentil (Masur),Uttar Pradesh,Pest Incidence,Harvesting,,,Lentil (Masur) is 100% harvested in Uttar Pradesh.,Lentil (Masur) Is 100% Harvested In Uttar Pradesh,,,,,,Lentil (Masur) is 100% harvested in Uttar Pradesh.,Minutes of the meeting of CWWG as on 27.04.2026.pdf,1,Minutes of the meeting of CWWG as on 27.04.2026_p1_c28,0.9,VERIFIED,rule_based
2026-04-27,,Lentil (Masur),Chhattisgarh,Pest Incidence,Harvesting,,,Lentil (Masur) is 100% harvested in Chhattisgarh.,Lentil (Masur) Is 100% Harvested In Chhattisgarh,,,,,,Lentil (Masur) is 100% harvested in Chhattisgarh.,Minutes of the meeting of CWWG as on 27.04.2026.pdf,1,Minutes of the meeting of CWWG as on 27.04.2026_p1_c29,0.9,VERIFIED,rule_based
2026-04-27,,Lentil (Masur),Assam,Pest Incidence,Harvesting,,,Lentil (Masur) is 100% harvested in Assam.,Lentil (Masur) Is 100% Harvested In Assam,,,,,,Lentil (Masur) is 100% harvested in Assam.,Minutes of the meeting of CWWG as on 27.04.2026.pdf,1,Minutes of the meeting of CWWG as on 27.04.2026_p1_c30,0.9,VERIFIED,rule_based
2026-04-27,,Lentil (Masur),Madhya Pradesh,Pest Incidence,Harvesting,,,Lentil (Masur) in Madhya Pradesh has 95% harvested.,Lentil (Masur) In Madhya Pradesh Has 95% Harvested,,,,,,Lentil (Masur) in Madhya Pradesh has 95% harvested.,Minutes of the meeting of CWWG as on 27.04.2026.pdf,1,Minutes of the meeting of CWWG as on 27.04.2026_p1_c31,0.9,VERIFIED,rule_based
2026-04-27,,Lentil (Masur),Bihar,Pest Incidence,Harvesting,,,Lentil (Masur) in Bihar has 75% harvested.,Lentil (Masur) In Bihar Has 75% Harvested,,,,,,Lentil (Masur) in Bihar has 75% harvested.,Minutes of the meeting of CWWG as on 27.04.2026.pdf,1,Minutes of the meeting of CWWG as on 27.04.2026_p1_c32,0.9,VERIFIED,rule_based
2026-04-27,,Lentil (Masur),Andhra Pradesh,Pest Incidence,Harvesting,,,Lentil (Masur) is 100% harvested in Andhra Pradesh.,Lentil (Masur) Is 100% Harvested In Andhra Pradesh,,,,,,Lentil (Masur) is 100% harvested in Andhra Pradesh.,Minutes of the meeting of CWWG as on 27.04.2026.pdf,1,Minutes of the meeting of CWWG as on 27.04.2026_p1_c33,0.9,VERIFIED,rule_based
2026-04-27,,Lentil (Masur),Tamil Nadu,Pest Incidence,Harvesting,,,Lentil (Masur) is 100% harvested in Tamil Nadu.,Lentil (Masur) Is 100% Harvested In Tamil Nadu,,,,,,Lentil (Masur) is 100% harvested in Tamil Nadu.,Minutes of the meeting of CWWG as on 27.04.2026.pdf,1,Minutes of the meeting of CWWG as on 27.04.2026_p1_c34,0.9,VERIFIED,rule_based
2026-04-27,,Lentil (Masur),Chhattisgarh,Pest Incidence,Harvesting,,,Lentil (Masur) in Chhattisgarh has 40% harvested.,Lentil (Masur) In Chhattisgarh Has 40% Harvested,,,,,,Lentil (Masur) in Chhattisgarh has 40% harvested.,Minutes of the meeting of CWWG as on 27.04.2026.pdf,1,Minutes of the meeting of CWWG as on 27.04.2026_p1_c35,0.9,VERIFIED,rule_based
