Date,Observation,Evidence
2025-08-25,Area Coverage,Minutes of the meeting of CWWG as on 25.08.2025_p1_c1
2025-08-25,"Sowing Stage | Sowing: All India: Progressive Crop Area Sown Report
Kharif Weekly area coverage as on 22.08.2025
Source: CWWG (via API)
Area in Lakh Ha
|                      |   Normal (DA&FW) | Area Sown   | Area Sown   | Difference In Area Coverage Over   |
|----------------------|------------------|-------------|-------------|------------------------------------|
| Crop                 |                  | 2025-26     | 2024-25     | 2024-25                            |
| Rice                 |           403.09 | 420.41      | 390.80      | 29.60                              |
| Total Pulses         |           129.61 | 112.77      | 111.42      | 1.34                               |
| Tur                  |            44.71 | 43.98       | 44.77       |
0.78                              |
| Kulthi               |             1.72 | 0.26        | 0.23        | 0.04                               |
| Urad                 |            32.64 | 21.71       | 20.31       | 1.39                               |
| Moong                |            35.69 | 33.95       | 33.50       | 0.45                               |
| Other Pulses         |             5.15 | 3.70        | 3.50        | 0.19                               |
| Moth Bean            |             9.70 | 9.17        | 9.11        | 0.05                               |
| Total Coarse Cereals |           180.71 | 187.12      | 175.93      | 11.18                              |
| Jowar                |            15.07 | 13.90       | 13.98       |
0.08                              |
| Bajra                |            70.69 | 67.20       | 66.90       | 0.30                               |
| Ragi                 |            11.52 | 7.99        | 7.27        | 0.72                               |
| Maize                |            78.95 | 93.34       | 83.58       | 9.76                               |
| Other Small Millets  |             4.48 | 4.68        | 4.20        | 0.49                               |
| Total Oilseeds       |           194.63 | 182.38      | 187.64      |
5.26                              |
| Groundnut            |            45.10 | 45.30       | 46.56       |
1.25                              |
| Sesamum              |            10.32 | 9.83        | 10.46       |
0.63                              |
| Sunflower            |             1.29 | 0.63        | 0.69        |
0.06                              |
| Soybean              |           127.19 | 120.11      | 124.88      |
4.77                              |
| Nigerseed      |    1.08 |    0.36 |    0.31 |   0.06 |
|----------------|---------|---------|---------|--------|
| Castorseed     |    9.65 |    6.09 |    4.68 |   1.41 |
| Other Oilseeds |         |    0.06 |    0.07 |
0.01 |
| Sugarcane      |   52.51 |   57.31 |   55.68 |   1.64 |
| Jute and Mesta |    6.60 |    5.54 |    5.72 |
0.19 |
| Cotton         |  129.50 |  108.47 |  111.39 |
2.92 |
| Grand Total    | 1096.65 | 1073.98 | 1038.58 |  35.40 |",Minutes of the meeting of CWWG as on 25.08.2025_p1_c2
2025-09-01,"Sowing Stage | Sowing: Rice : About 431.96 lakh ha (107.2% of Normal) area coverage under Kharif Rice as compared to 405.34 lakh ha during the corresponding period of last year.
- Moong :  About 34.11 lakh ha (95.6% of Normal) area coverage under Moong as compared to 33.96 lakh ha during the corresponding period of last year.
- Soybean :  About  120.28  lakh  ha  (94.6%  of  Normal)  area  coverage  under  Soyabean  has  been reported as compared to 125.50 lakh ha during the corresponding period of last year.
- Sugarcane : About 57.31 lakh ha area coverage under Sugarcane has been reported as compared to 55.68 lakh ha during the corresponding period of last year.
- Cotton :  About 108.77 lakh ha (84% of Normal) area coverage has been reported compared to 111.39 lakh ha during the corresponding period of last year.
All India: Progressive Crop Area Sown Report
Kharif Weekly area coverage as on 29.08.2025
Source: CWWG (via API)
Area in Lakh Ha
|                      |   Normal (DA&FW) | Area Sown   | Area Sown   | Difference In Area Coverage Over   |
|----------------------|------------------|-------------|-------------|------------------------------------|
| Crop                 |                  | 2025-26     | 2024-25     | 2024-25                            |
| Rice                 |           403.09 | 431.96      | 405.34      | 26.61                              |
| Total Pulses         |           129.61 | 114.46      | 113.47      | 0.99                               |
| Tur                  |            44.71 | 44.61       | 45.37       |
0.76                              |
| Kulthi               |             1.72 | 0.31        | 0.28        | 0.03                               |
| Urad                 |            32.64 | 22.35       | 21.03       | 1.33                               |
| Moong                |            35.69 | 34.11       | 33.96       | 0.14                               |
| Other Pulses         |             5.15 | 3.88        | 3.71        | 0.18                               |
| Moth Bean            |             9.70 | 9.19        | 9.12        | 0.07                               |
| Total Coarse Cereals |           180.71 | 189.67      | 178.48      | 11.19                              |
| Jowar                |            15.07 | 14.01       | 14.00       | 0.01                               |
| Bajra                |            70.69 | 67.64       | 67.72       |
0.08                              |
| Ragi                 |            11.52 | 9.24        | 8.39        | 0.85                               |
| Maize                |            78.95 | 94.00       | 84.07       | 9.93                               |
| Other Small Millets  |             4.48 | 4.78        | 4.30        | 0.48                               |
| Total Oilseeds       |           194.63 | 185.17      | 190.27      |
5.10                              |
| Groundnut      |   45.10 |   46.76 |   46.98 |
0.22 |
|----------------|---------|---------|---------|---------|
| Sesamum        |   10.32 |    9.97 |   10.55 |
0.58 |
| Sunflower      |    1.29 |    0.64 |    0.70 |
0.07 |
| Soybean        |  127.19 |  120.28 |  125.50 |
5.22 |
| Nigerseed      |    1.08 |    0.43 |    0.40 |    0.03 |
| Castorseed     |    9.65 |    7.04 |    6.07 |    0.97 |
| Other Oilseeds |         |    0.06 |    0.07 |
0.01 |
| Sugarcane      |   52.51 |   57.31 |   55.68 |    1.64 |
| Jute and Mesta |    6.60 |    5.54 |    5.73 |
0.19 |
| Cotton         |  129.50 |  108.77 |  111.39 |
2.62 |
| Grand Total    | 1096.65 | 1092.87 | 1060.36 |   32.51 |",Minutes of the meeting of CWWG as on 01.09.2025_p1_c1
2025-09-08,Area Coverage,Minutes of the meeting of CWWG as on 08.09.2025_p1_c2
2025-09-08,"Sowing Stage | Sowing: Source: CWWG (via API)
Area in Lakh Ha
|                      |   Normal (DA&FW) | Area Sown   | Area Sown   | Difference In Area Coverage Over   |
|----------------------|------------------|-------------|-------------|------------------------------------|
| Crop                 |                  | 2025-26     | 2024-25     | 2024-25                            |
| Rice                 |           403.09 | 438.28      | 418.66      | 19.63                              |
| Total Pulses         |           129.61 | 116.40      | 114.46      | 1.94                               |
| Tur                  |            44.71 | 45.19       | 45.71       |
0.52                              |
| Urad                 |            32.64 | 23.35       | 21.33       | 2.01                               |
| Moong                |            35.69 | 34.22       | 34.09       | 0.13                               |
| Kulthi               |             1.72 | 0.38        | 0.31        | 0.06                               |
| Moth Bean            |             9.70 | 9.19        | 9.12        | 0.07                               |
| Other Pulses         |             5.15 | 4.08        | 3.89        | 0.19                               |
| Total Coarse Cereals |           180.71 | 191.71      | 179.62      | 12.09                              |
| Jowar                |            15.07 | 14.05       | 14.01       | 0.04                               |
| Bajra                |            70.69 | 67.89       | 67.96       |
0.07                              |
| Ragi                 |            11.52 | 9.84        | 8.93        | 0.91                               |
| Small Millets   |    4.48 |    5.31 |    4.42 |   0.89 |
|-----------------|---------|---------|---------|--------|
| Maize           |   78.95 |   94.62 |   84.30 |  10.32 |
| Total Oilseeds  |  194.63 |  186.98 |  192.21 |
5.23 |
| Groundnut       |   45.10 |   47.53 |   47.49 |   0.04 |
| Soybean         |  127.19 |  120.32 |  126.04 |
5.72 |
| Sunflower       |    1.29 |    0.64 |    0.71 |
0.06 |
| Sesamum         |   10.32 |   10.14 |   10.62 |
0.48 |
| Nigerseed       |    1.08 |    0.66 |    0.60 |   0.06 |
| Castorseed      |    9.65 |    7.64 |    6.69 |   0.95 |
| Other Oilseeds  |         |    0.06 |    0.07 |
0.01 |
| Sugarcane       |   52.51 |   57.31 |   55.68 |   1.64 |
| Jute and Mesta  |    6.60 |    5.56 |    5.74 |
0.18 |
| Cotton          |  129.50 |  109.17 |  112.13 |
2.96 |
| Grand Total     | 1096.65 | 1105.42 | 1078.49 |  26.93 |",Minutes of the meeting of CWWG as on 08.09.2025_p1_c3
2025-09-15,"Sowing Stage | Sowing: All India: Progressive Crop Area Sown Report
Kharif Weekly area coverage as on 12.09.2025
Source: CWWG (via API)
Area in Lakh Ha
|                      |   Normal (DA&FW) | Area Sown   | Area Sown   | Difference In Area Coverage Over   |
|----------------------|------------------|-------------|-------------|------------------------------------|
| Crop                 |                  | 2025-26     | 2024-25     | 2024-25                            |
| Rice                 |           403.09 | 438.51      | 430.06      | 8.45                               |
| Total Pulses         |           129.61 | 118.06      | 117.25      | 0.81                               |
| Tur                  |            44.71 | 45.81       | 46.26       |
0.45                              |
| Urad                 |            32.64 | 23.66       | 22.14       | 1.51                               |
| Moong                |            35.69 | 34.54       | 34.86       |
0.32                              |
| Kulthi               |             1.72 | 0.52        | 0.38        | 0.15                               |
| Moth Bean            |             9.70 | 9.23        | 9.63        |
0.40                              |
| Other Pulses         |             5.15 | 4.30        | 3.98        | 0.32                               |
| Total Coarse Cereals |           180.71 | 192.91      | 180.75      | 12.17                              |
| Jowar                |            15.07 | 14.07       | 14.14       |
0.07                              |
| Bajra                |            70.69 | 68.44       | 68.07       | 0.37                               |
| Ragi                 |            11.52 | 10.24       | 9.82        | 0.42                               |
| Maize                |            78.95 | 94.84       | 84.30       | 10.54                              |
| Small Millets        |             4.48 | 5.31        | 4.42        | 0.90                               |
| Total Oilseeds       |           194.63 | 188.81      | 193.93      |
5.12                              |
| Groundnut            |            45.10 | 47.99       | 47.65       | 0.34                               |
| Soybean              |           127.19 | 120.43      | 126.24      |
5.81                              |
| Sunflower      |    1.29 |    0.68 |    0.71 |
0.03 |
|----------------|---------|---------|---------|---------|
| Sesamum        |   10.32 |   10.27 |   10.86 |
0.59 |
| Nigerseed      |    1.08 |    0.87 |    0.76 |    0.11 |
| Castorseed     |    9.65 |    8.52 |    7.64 |    0.87 |
| Other Oilseeds |         |    0.06 |    0.07 |
0.01 |
| Sugarcane      |   52.51 |   57.31 |   55.68 |    1.64 |
| Jute and Mesta |    6.60 |    5.56 |    5.74 |
0.18 |
| Cotton         |  129.50 |  109.64 |  112.48 |
2.85 |
| Grand Total    | 1096.65 | 1110.80 | 1095.88 |   14.92 |",Minutes of the meeting of CWWG as on 15.09.2025_p1_c5
2025-09-22,"Sowing Stage | Sowing: All India: Progressive Crop Area Sown Report
Kharif Weekly area coverage as on 19.09.2025
Source: CWWG (via API)
Area in Lakh Ha
|                      |   Normal (DA&FW) | Area Sown   | Area Sown   | Difference In Area Coverage Over   |
|----------------------|------------------|-------------|-------------|------------------------------------|
| Crop                 |                  | 2025-26     | 2024-25     | 2024-25                            |
| Rice                 |           403.09 | 438.51      | 430.06      | 8.45                               |
| Total Pulses         |           129.61 | 119.29      | 118.40      | 0.89                               |
| Tur                  |            44.71 | 46.10       | 46.34       |
0.23                              |
| Urad                 |            32.64 | 24.07       | 22.59       | 1.48                               |
| Moong                |            35.69 | 34.79       | 34.96       |
0.17                              |
| Kulthi               |             1.72 | 0.63        | 0.50        | 0.12                               |
| Moth Bean            |             9.70 | 9.24        | 9.63        |
0.40                              |
| Other Pulses         |             5.15 | 4.46        | 4.37        | 0.09                               |
| Total Coarse Cereals |           180.71 | 194.01      | 181.59      | 12.43                              |
| Jowar                |            15.07 | 14.07       | 14.14       |
0.07                              |
| Bajra                |            70.69 | 68.44       | 68.07       | 0.37                               |
| Ragi                 |            11.52 | 11.21       | 10.52       | 0.69                               |
| Maize                |            78.95 | 94.95       | 84.30       | 10.65                              |
| Small Millets        |             4.48 | 5.34        | 4.56        | 0.79                               |
| Total Oilseeds       |           194.63 | 189.51      | 194.67      |
5.16                              |
| Groundnut            |            45.10 | 48.14       | 47.79       | 0.35                               |
| Soybean        |   127.19 |   120.44 |   126.26 |
5.83 |
|----------------|----------|----------|----------|---------|
| Sunflower      |     1.29 |     0.70 |     0.72 |
0.02 |
| Sesamum        |    10.32 |    10.43 |    10.98 |
0.56 |
| Nigerseed      |     1.08 |     0.97 |     0.90 |    0.08 |
| Castorseed     |     9.65 |     8.75 |     7.94 |    0.81 |
| Other Oilseeds |          |     0.08 |     0.07 |    0.00 |
| Sugarcane      |    52.51 |    59.07 |    57.22 |    1.86 |
| Jute and Mesta |     6.60 |     5.56 |     5.74 |
0.18 |
| Cotton         |   129.50 |   109.90 |   112.76 |
2.85 |
| Grand Total    |  1096.65 |  1115.86 |  1100.42 |   15.43 |",Minutes of the meeting of CWWG as on 22.09.2025_p1_c6
2025-09-29,"Sowing Stage | Sowing: All India: Progressive Crop Area Sown Report
Kharif Weekly area coverage as on 26.09.2025
Source: CWWG (via API)
Area in Lakh Ha
|                      |   Normal (DA&FW) | Area Sown   | Area Sown   | Difference In Area Coverage Over   |
|----------------------|------------------|-------------|-------------|------------------------------------|
| Crop                 |                  | 2025-26     | 2024-25     | 2024-25                            |
| Rice                 |           403.09 | 441.58      | 435.68      | 5.91                               |
| Total Pulses         |           129.61 | 119.85      | 118.95      | 0.90                               |
| Tur                  |            44.71 | 46.31       | 46.39       |
0.08                              |
| Urad                 |            32.64 | 24.29       | 22.87       | 1.42                               |
| Moong                |            35.69 | 34.84       | 34.96       |
0.12                              |
| Kulthi               |             1.72 | 0.67        | 0.56        | 0.12                               |
| Moth Bean            |             9.70 | 9.24        | 9.63        |
0.40                              |
| Other Pulses         |             5.15 | 4.51        | 4.55        |
0.04                              |
| Total Coarse Cereals |           180.71 | 194.67      | 182.66      | 12.01                              |
| Jowar                |            15.07 | 14.07       | 14.15       |
0.08                              |
| Bajra                |            70.69 | 68.44       | 68.65       | 0.21                               |
| Ragi                 |            11.52 | 11.81       | 11.00       | 0.81                               |
| Maize                |            78.95 | 94.95       | 84.30       | 10.65                              |
| Small Millets        |             4.48 | 5.39        | 4.56        | 0.84                               |
| Total Oilseeds       |           194.63 | 190.01      | 200.52      |
10.52                             |
| Groundnut            |            45.10 | 48.31       | 49.96       |
1.65                              |
| Soybean              |           127.19 | 120.45      | 129.55      |
9.10                              |
| Sunflower            |             1.29 | 0.70        | 0.73        |
0.02                              |
| Sesamum              |            10.32 | 10.50       | 11.07       |
0.56                              |
| Nigerseed            |             1.08 | 1.02        | 0.98        | 0.05                               |
| Castorseed           |             9.65 | 8.94        | 8.17        | 0.77                               |
| Other Oilseeds       |                  | 0.08        | 0.07        | 0.01                               |
| Sugarcane            |            52.51 | 59.07       | 57.22       | 1.86                               |
| Jute and Mesta       |             6.60 | 5.56        | 5.75        |
0.18                              |
| Cotton               |           129.50 | 109.98      | 112.95      |
2.97                              |
| Grand Total          |          1096.65 | 1120.73     | 1113.72     | 7.01                               |",Minutes of the meeting of CWWG as on 29.09.2025_p1_c7
2025-09-29,Over All  Intensity  Of  Pests  And  Disease  Remained  Below  Economic  Threshold  Level  (Etl) Except observed,Minutes of the meeting of CWWG as on 29.09.2025_p1_c8
2025-10-06,"Sowing Stage | Sowing: All India: Progressive Crop Area Sown Report
Kharif Weekly area coverage as on 03.10.2025
Source: CWWG (via API)
Area in Lakh Ha
|                      |   Normal (DA&FW) | Area Sown   | Area Sown   | Difference In Area Coverage Over   |
|----------------------|------------------|-------------|-------------|------------------------------------|
| Crop                 |                  | 2025-26     | 2024-25     | 2024-25                            |
| Rice                 |           403.09 | 441.58      | 435.68      | 5.91                               |
| Total Pulses         |           129.61 | 120.41      | 119.04      | 1.37                               |
| Tur                  |            44.71 | 46.60       | 46.45       | 0.15                               |
| Urad                 |            32.64 | 24.37       | 22.87       | 1.50                               |
| Moong                |            35.69 | 34.87       | 34.96       |
0.09                              |
| Kulthi               |             1.72 | 0.72        | 0.56        | 0.16                               |
| Moth Bean            |             9.70 | 9.24        | 9.63        |
0.39                              |
| Other Pulses         |             5.15 | 4.62        | 4.58        | 0.05                               |
| Total Coarse Cereals |           180.71 | 194.67      | 183.54      | 11.13                              |
| Jowar                |            15.07 | 14.07       | 14.21       |
0.14                              |
| Bajra                |            70.69 | 68.44       | 68.65       |
0.21                              |
| Ragi                 |            11.52 | 11.81       | 11.96       |
0.15                              |
| Maize                |            78.95 | 94.95       | 84.30       | 10.65                              |
| Small Millets        |             4.48 | 5.39        | 4.42        | 0.97                               |
| Total Oilseeds       |           194.63 | 190.13      | 200.75      |
10.62                             |
| Groundnut            |            45.10 | 48.36       | 49.96       |
1.60                              |
| Soybean              |           127.19 | 120.45      | 129.55      |
9.10                              |
| Sunflower            |             1.29 | 0.71        | 0.73        |
0.02                              |
| Sesamum              |            10.32 | 10.51       | 11.07       |
0.56                              |
| Nigerseed            |             1.08 | 1.04        | 0.98        | 0.06                               |
| Castorseed           |             9.65 | 8.98        | 8.39        | 0.60                               |
| Other Oilseeds       |                  | 0.08        | 0.08        | 0.00                               |
| Sugarcane            |            52.51 | 59.07       | 57.22       | 1.86                               |
| Jute and Mesta       |             6.60 | 5.56        | 5.75        |
0.18                              |
| Cotton               |           129.50 | 110.03      | 112.97      |
2.94                              |
| Grand Total          |          1096.65 | 1121.46     | 1114.95     | 6.51                               |",Minutes of the meeting of CWWG as on 06.10.2025 ._p1_c7
2025-10-13,"Sowing Stage | Sowing: All India: Progressive Crop Area Sown Report
Kharif Weekly area coverage as on 03.10.2025
Source: CWWG (via API)
Area in Lakh Ha
|                      |   Normal (DA&FW) | Area Sown   | Area Sown   | Difference In Area Coverage Over   |
|----------------------|------------------|-------------|-------------|------------------------------------|
| Crop                 |                  | 2025-26     | 2024-25     | 2024-25                            |
| Rice                 |           403.09 | 441.58      | 435.68      | 5.91                               |
| Total Pulses         |           129.61 | 120.41      | 119.04      | 1.37                               |
| Tur                  |            44.71 | 46.60       | 46.45       | 0.15                               |
| Urad                 |            32.64 | 24.37       | 22.87       | 1.50                               |
| Moong                |            35.69 | 34.87       | 34.96       |
0.09                              |
| Kulthi               |             1.72 | 0.72        | 0.56        | 0.16                               |
| Moth Bean            |             9.70 | 9.24        | 9.63        |
0.39                              |
| Other Pulses         |             5.15 | 4.62        | 4.58        | 0.05                               |
| Total Coarse Cereals |           180.71 | 194.67      | 183.54      | 11.13                              |
| Jowar                |            15.07 | 14.07       | 14.21       |
0.14                              |
| Bajra                |            70.69 | 68.44       | 68.65       |
0.21                              |
| Ragi                 |            11.52 | 11.81       | 11.96       |
0.15                              |
| Maize                |            78.95 | 94.95       | 84.30       | 10.65                              |
| Small Millets        |             4.48 | 5.39        | 4.42        | 0.97                               |
| Total Oilseeds       |           194.63 | 190.13      | 200.75      |
10.62                             |
| Groundnut            |            45.10 | 48.36       | 49.96       |
1.60                              |
| Soybean              |           127.19 | 120.45      | 129.55      |
9.10                              |
| Sunflower            |             1.29 | 0.71        | 0.73        |
0.02                              |
| Sesamum              |            10.32 | 10.51       | 11.07       |
0.56                              |
| Nigerseed            |             1.08 | 1.04        | 0.98        | 0.06                               |
| Castorseed           |             9.65 | 8.98        | 8.39        | 0.60                               |
| Other Oilseeds       |                  | 0.08        | 0.08        | 0.00                               |
| Sugarcane            |            52.51 | 59.07       | 57.22       | 1.86                               |
| Jute and Mesta       |             6.60 | 5.56        | 5.75        |
0.18                              |
| Cotton               |           129.50 | 110.03      | 112.97      |
2.94                              |
| Grand Total          |          1096.65 | 1121.46     | 1114.95     | 6.51                               |",Minutes of the meeting of CWWG as on 13.10.2025_p1_c6
2026-06-01,Pest Incidence,Minutes of the meeting of CWWG as on 01.06.2026_p1_c2
2026-06-08,"Sowing Stage | Sowing:  Sugarcane: About 54.08 lakh ha area coverage under Sugarcane has been reported, which is the same as the area reported during the corresponding period of last year (54.08 lakh ha).
-
Cotton: About  7.51  lakh  ha  area  coverage  has  been  reported  compared  to  9.72  lakh  ha  during  the corresponding period of last year.
-
Jute :  About  6.18  lakh  ha  area  coverage  has  been  reported  compared  to  6.08  lakh  ha  during  the corresponding period of last year.
| Progress of area coverage under Kharif crops as on 05.06.2026 Area: In lakh hactare   | Progress of area coverage under Kharif crops as on 05.06.2026 Area: In lakh hactare   | Progress of area coverage under Kharif crops as on 05.06.2026 Area: In lakh hactare   | Progress of area coverage under Kharif crops as on 05.06.2026 Area: In lakh hactare   | Progress of area coverage under Kharif crops as on 05.06.2026 Area: In lakh hactare   | Progress of area coverage under Kharif crops as on 05.06.2026 Area: In lakh hactare   | Progress of area coverage under Kharif crops as on 05.06.2026 Area: In lakh hactare   |
|---------------------------------------------------------------------------------------|---------------------------------------------------------------------------------------|---------------------------------------------------------------------------------------|---------------------------------------------------------------------------------------|---------------------------------------------------------------------------------------|---------------------------------------------------------------------------------------|---------------------------------------------------------------------------------------|
| S.                                                                                    |                                                                                       | Normal Area (2020-21 to                                                               | Final Area Coverage 2025                                                              | Area Sown                                                                             | Area Sown                                                                             | Increase(+)/ Decrease(-) over 2025                                                    |
| No.                                                                                   | Crop                                                                                  | 2024-25)                                                                              |                                                                                       | 2026                                                                                  | 2025                                                                                  |                                                                                       |
| 1                                                                                     | Rice                                                                                  | 412.00                                                                                | 446.70                                                                                | 2.85                                                                                  | 2.65                                                                                  | 0.20                                                                                  |
| 2                                                                                     | Pulses                                                                                | 123.64                                                                                | 118.97                                                                                | 0.52                                                                                  | 0.35                                                                                  | 0.17                                                                                  |
| a                                                                                     | Arhar                                                                                 | 44.32                                                                                 | 44.60                                                                                 | 0.05                                                                                  | 0.03                                                                                  | 0.02                                                                                  |
| b                                                                                     | Urdbean                                                                               | 29.60                                                                                 | 21.26                                                                                 | 0.10                                                                                  | 0.06                                                                                  | 0.04                                                                                  |
| c                                                                                     | Moongbean                                                                             | 35.48                                                                                 | 37.45                                                                                 | 0.15                                                                                  | 0.17                                                                                  |
0.01                                                                                 |
| d                                                                                     | Kulthi                                                                                | 1.48                                                                                  |                                                                                       | 0.04                                                                                  | 0.06                                                                                  |
0.02                                                                                 |
| e                                                                                     | Mothbean                                                                              | 9.69                                                                                  |                                                                                       | 0.00                                                                                  | 0.00                                                                                  | 0.00                                                                                  |
| f                                                                                     | Other pulses*                                                                         | 3.07                                                                                  | 15.66                                                                                 | 0.18                                                                                  | 0.04                                                                                  | 0.14                                                                                  |
| 3                                                                                     | Shri Anna cum Coarse cereals                                                          | 182.63                                                                                | 192.12                                                                                | 1.01                                                                                  | 1.22                                                                                  |
0.21                                                                                 |
| a                                                                                     | Jowar                                                                                 | 14.44                                                                                 | 12.10                                                                                 | 0.03                                                                                  | 0.26                                                                                  |
0.23                                                                                 |
| b                                                                                     | Bajra**                                                                               | 70.94                                                                                 | 63.80                                                                                 | 0.02                                                                                  | 0.01                                                                                  | 0.01                                                                                  |
| c                                                                                     | Ragi                                                                                  | 12.01                                                                                 | 13.46                                                                                 | 0.30                                                                                  | 0.29                                                                                  | 0.01                                                                                  |
| d                                                                                     | Small millets                                                                         | 4.47                                                                                  | 4.15                                                                                  | 0.28                                                                                  | 0.39                                                                                  |
0.11                                                                                 |
| e                                                                                     | Maize                                                                                 | 80.77                                                                                 | 98.61                                                                                 | 0.38                                                                                  | 0.27                                                                                  | 0.11                                                                                  |
| 4                                                                                     | Oilseeds                                                                              | 200.08                                                                                | 196.38                                                                                | 0.42                                                                                  | 0.52                                                                                  |
0.10                                                                                 |
| a                                                                                     | Groundnut                                                                             | 46.79                                                                                 | 50.29                                                                                 | 0.05                                                                                  | 0.09                                                                                  |
0.04                                                                                 |
| b                                                                                     | Soybean                                                                               | 128.71                                                                                | 123.86                                                                                | 0.19                                                                                  | 0.17                                                                                  | 0.02                                                                                  |
| c                                                                                     | Sunflower                                                                             | 1.20                                                                                  | 0.88                                                                                  | 0.11                                                                                  | 0.13                                                                                  |
0.02                                                                                 |
| d                                                                                     | Sesamum**                                                                             | 12.88                                                                                 | 9.63                                                                                  | 0.04                                                                                  | 0.10                                                                                  |
0.06                                                                                 |
| e                                                                                     | Niger                                                                                 | 1.01                                                                                  | 0.83                                                                                  | 0.00                                                                                  | 0.00                                                                                  | 0.00                                                                                  |
| f                                                                                     | Castor                                                                                | 9.49                                                                                  | 10.89                                                                                 | 0.00                                                                                  | 0.00                                                                                  | 0.00                                                                                  |
| g                                                                                     | Other Oilseeds                                                                        | 0.00                                                                                  |                                                                                       | 0.03                                                                                  | 0.03                                                                                  | 0.00                                                                                  |
| 5                                                                                     | Sugarcane                                                                             | 54.20                                                                                 | 58.84                                                                                 | 54.08                                                                                 | 54.08                                                                                 | 0.00                                                                                  |
| 6                                                                                     | Jute & Mesta                                                                          | 6.40                                                                                  | 6.06                                                                                  | 6.18                                                                                  | 6.08                                                                                  | 0.10                                                                                  |
| 7                                                                                     | Cotton                                                                                | 125.51                                                                                | 115.20                                                                                | 7.51                                                                                  | 9.72                                                                                  |
2.20                                                                                 |
| Total                                                                                 | Total                                                                                 | 1104.46                                                                               | 1134.27                                                                               | 72.57                                                                                 | 74.61                                                                                 |
2.04                                                                                 |",Minutes of the meeting of CWWG as on 08.06.2026_p1_c3
2026-06-29,Area Coverage,Minutes of the meeting of CWWG as on 29.06.2026_p1_c3
2026-07-06,"Sowing Stage | Sowing: | Sowing progress of cotton area coverage as on 05.07.2026 Area (in lakh ha)   | Sowing progress of cotton area coverage as on 05.07.2026 Area (in lakh ha)   | Sowing progress of cotton area coverage as on 05.07.2026 Area (in lakh ha)   | Sowing progress of cotton area coverage as on 05.07.2026 Area (in lakh ha)   | Sowing progress of cotton area coverage as on 05.07.2026 Area (in lakh ha)   | Sowing progress of cotton area coverage as on 05.07.2026 Area (in lakh ha)   | Sowing progress of cotton area coverage as on 05.07.2026 Area (in lakh ha)   |
|------------------------------------------------------------------------------|------------------------------------------------------------------------------|------------------------------------------------------------------------------|------------------------------------------------------------------------------|------------------------------------------------------------------------------|------------------------------------------------------------------------------|------------------------------------------------------------------------------|
| 1                                                                            | Andhra Pradesh                                                               | 5.38                                                                         | 4.99                                                                         | 1.86                                                                         | 0.72                                                                         | 0.03                                                                         |
| 2                                                                            | Telangana                                                                    | 19.70                                                                        | 21.04                                                                        | 12.27                                                                        | 12.28                                                                        | 0.00                                                                         |
| 3                                                                            | Gujarat                                                                      | 24.19                                                                        | 21.00                                                                        | 9.32                                                                         | 17.11                                                                        |
0.55                                                                        |
| 4                                                                            | Haryana                                                                      | 5.85                                                                         | 4.00                                                                         | 3.11                                                                         | 3.92                                                                         |
0.05                                                                        |
| 5                                                                            | Karnataka                                                                    | 7.73                                                                         | 8.00                                                                         | 5.46                                                                         | 6.12                                                                         |
0.03                                                                        |
| 6                                                                            | Madhya Pradesh                                                               | 5.82                                                                         | 5.68                                                                         | 4.19                                                                         | 4.26                                                                         | 0.00                                                                         |
| 7                                                                            | Maharashtra                                                                  | 42.99                                                                        | 38.75                                                                        | 20.61                                                                        | 32.93                                                                        |
0.12                                                                        |
| 8                                                                            | Odisha                                                                       | 2.07                                                                         | 2.43                                                                         | 0.38                                                                         | 1.22                                                                         |
0.84                                                                        |
| 9                                                                            | Punjab                                                                       | 2.25                                                                         | 1.25                                                                         | 0.79                                                                         | 1.19                                                                         | 0.00                                                                         |
| 10                                                                           | Rajasthan                                                                    | 8.02                                                                         | 7.20                                                                         | 4.94                                                                         | 6.02                                                                         |
0.09                                                                        |
| 11                                                                           | Tamil Nadu                                                                   | 1.33                                                                         | 1.47                                                                         | 0.04                                                                         | 0.04                                                                         | 0.00                                                                         |
| 12                                                                           | Others                                                                       | 0.18                                                                         | 0.31                                                                         | 0.21                                                                         | 0.26                                                                         |
0.05                                                                        |
| All India                                                                    | All India                                                                    | 125.51                                                                       | 116.12                                                                       | 63.18                                                                        | 82.00                                                                        |
22.88                                                                       |",Minutes of the meeting of CWWG as on 06.07.2026_p1_c4
2026-07-13,Area Coverage,Minutes of the meeting of CWWG as on 13.07.2026_p1_c2
