Date,Week,Crop,State,Observation Type,Growth Stage,Crop Operation,Sowing Status,Harvest Status,Pest,Disease,Weather,Irrigation,Nutrient Management,Statistics,Evidence,PDF Name,Page,Chunk ID,Confidence,Verification Status,Source Method
2026-04-13,,Sorghum (Jowar),Maharashtra,Pest Incidence,Harvesting,,,Sorghum (Jowar) in Maharashtra has 85% harvested.,Sorghum (Jowar) In Maharashtra Has 85% Harvested,,,,,,Sorghum (Jowar) in Maharashtra has 85% harvested.,Minutes of the meeting of CWWG as on 13.04.2026.pdf,1,Minutes of the meeting of CWWG as on 13.04.2026_p1_c41,0.9,VERIFIED,rule_based
2026-04-13,,Sorghum (Jowar),Karnataka,Pest Incidence,Harvesting,,,Sorghum (Jowar) in Karnataka has 95% harvested.,Sorghum (Jowar) In Karnataka Has 95% Harvested,,,,,,Sorghum (Jowar) in Karnataka has 95% harvested.,Minutes of the meeting of CWWG as on 13.04.2026.pdf,1,Minutes of the meeting of CWWG as on 13.04.2026_p1_c42,0.9,VERIFIED,rule_based
2026-04-13,,Sorghum (Jowar),Tamil Nadu,Pest Incidence,Harvesting,,,Sorghum (Jowar) in Tamil Nadu has 90% harvested.,Sorghum (Jowar) In Tamil Nadu Has 90% Harvested,,,,,,Sorghum (Jowar) in Tamil Nadu has 90% harvested.,Minutes of the meeting of CWWG as on 13.04.2026.pdf,1,Minutes of the meeting of CWWG as on 13.04.2026_p1_c43,0.9,VERIFIED,rule_based
2026-04-13,,Sorghum (Jowar),Telangana,Pest Incidence,Harvesting,,,Sorghum (Jowar) in Telangana has 35% harvested.,Sorghum (Jowar) In Telangana Has 35% Harvested,,,,,,Sorghum (Jowar) in Telangana has 35% harvested.,Minutes of the meeting of CWWG as on 13.04.2026.pdf,1,Minutes of the meeting of CWWG as on 13.04.2026_p1_c44,0.9,VERIFIED,rule_based
2026-04-13,,Sorghum (Jowar),Andhra Pradesh,Pest Incidence,Harvesting,,,Sorghum (Jowar) in Andhra Pradesh has 29% harvested.,Sorghum (Jowar) In Andhra Pradesh Has 29% Harvested,,,,,,Sorghum (Jowar) in Andhra Pradesh has 29% harvested.,Minutes of the meeting of CWWG as on 13.04.2026.pdf,1,Minutes of the meeting of CWWG as on 13.04.2026_p1_c45,0.9,VERIFIED,rule_based
2026-04-20,,Sorghum (Jowar),Gujarat,Pest Incidence,Harvesting,,,Sorghum (Jowar) is 100% harvested in Gujarat.,Sorghum (Jowar) Is 100% Harvested In Gujarat,,,,,,Sorghum (Jowar) is 100% harvested in Gujarat.,Minutes of the meeting of CWWG as on 20.04.2026.pdf,1,Minutes of the meeting of CWWG as on 20.04.2026_p1_c40,0.9,VERIFIED,rule_based
2026-04-20,,Sorghum (Jowar),Maharashtra,Pest Incidence,Harvesting,,,Sorghum (Jowar) in Maharashtra has 95% harvested.,Sorghum (Jowar) In Maharashtra Has 95% Harvested,,,,,,Sorghum (Jowar) in Maharashtra has 95% harvested.,Minutes of the meeting of CWWG as on 20.04.2026.pdf,1,Minutes of the meeting of CWWG as on 20.04.2026_p1_c41,0.9,VERIFIED,rule_based
2026-04-20,,Sorghum (Jowar),Karnataka,Pest Incidence,Harvesting,,,Sorghum (Jowar) in Karnataka has 97% harvested.,Sorghum (Jowar) In Karnataka Has 97% Harvested,,,,,,Sorghum (Jowar) in Karnataka has 97% harvested.,Minutes of the meeting of CWWG as on 20.04.2026.pdf,1,Minutes of the meeting of CWWG as on 20.04.2026_p1_c42,0.9,VERIFIED,rule_based
2026-04-20,,Sorghum (Jowar),Tamil Nadu,Pest Incidence,Harvesting,,,Sorghum (Jowar) in Tamil Nadu has 90% harvested.,Sorghum (Jowar) In Tamil Nadu Has 90% Harvested,,,,,,Sorghum (Jowar) in Tamil Nadu has 90% harvested.,Minutes of the meeting of CWWG as on 20.04.2026.pdf,1,Minutes of the meeting of CWWG as on 20.04.2026_p1_c43,0.9,VERIFIED,rule_based
2026-04-20,,Sorghum (Jowar),Telangana,Pest Incidence,Harvesting,,,Sorghum (Jowar) in Telangana has 40% harvested.,Sorghum (Jowar) In Telangana Has 40% Harvested,,,,,,Sorghum (Jowar) in Telangana has 40% harvested.,Minutes of the meeting of CWWG as on 20.04.2026.pdf,1,Minutes of the meeting of CWWG as on 20.04.2026_p1_c44,0.9,VERIFIED,rule_based
2026-04-20,,Sorghum (Jowar),Andhra Pradesh,Pest Incidence,Harvesting,,,Sorghum (Jowar) in Andhra Pradesh has 35% harvested.,Sorghum (Jowar) In Andhra Pradesh Has 35% Harvested,,,,,,Sorghum (Jowar) in Andhra Pradesh has 35% harvested.,Minutes of the meeting of CWWG as on 20.04.2026.pdf,1,Minutes of the meeting of CWWG as on 20.04.2026_p1_c45,0.9,VERIFIED,rule_based
2026-04-27,,Sorghum (Jowar),Karnataka,Pest Incidence,Harvesting,,,Sorghum (Jowar) is 100% harvested in Karnataka.,Sorghum (Jowar) Is 100% Harvested In Karnataka,,,,,,Sorghum (Jowar) is 100% harvested in Karnataka.,Minutes of the meeting of CWWG as on 27.04.2026.pdf,1,Minutes of the meeting of CWWG as on 27.04.2026_p1_c41,0.9,VERIFIED,rule_based
2026-04-27,,Sorghum (Jowar),Maharashtra,Pest Incidence,Harvesting,,,Sorghum (Jowar) is 100% harvested in Maharashtra.,Sorghum (Jowar) Is 100% Harvested In Maharashtra,,,,,,Sorghum (Jowar) is 100% harvested in Maharashtra.,Minutes of the meeting of CWWG as on 27.04.2026.pdf,1,Minutes of the meeting of CWWG as on 27.04.2026_p1_c42,0.9,VERIFIED,rule_based
2026-04-27,,Sorghum (Jowar),Tamil Nadu,Pest Incidence,Harvesting,,,Sorghum (Jowar) is 100% harvested in Tamil Nadu.,Sorghum (Jowar) Is 100% Harvested In Tamil Nadu,,,,,,Sorghum (Jowar) is 100% harvested in Tamil Nadu.,Minutes of the meeting of CWWG as on 27.04.2026.pdf,1,Minutes of the meeting of CWWG as on 27.04.2026_p1_c43,0.9,VERIFIED,rule_based
2026-04-27,,Sorghum (Jowar),Gujarat,Pest Incidence,Harvesting,,,Sorghum (Jowar) is 100% harvested in Gujarat.,Sorghum (Jowar) Is 100% Harvested In Gujarat,,,,,,Sorghum (Jowar) is 100% harvested in Gujarat.,Minutes of the meeting of CWWG as on 27.04.2026.pdf,1,Minutes of the meeting of CWWG as on 27.04.2026_p1_c44,0.9,VERIFIED,rule_based
2026-04-27,,Sorghum (Jowar),Telangana,Pest Incidence,Harvesting,,,Sorghum (Jowar) in Telangana has 65% harvested.,Sorghum (Jowar) In Telangana Has 65% Harvested,,,,,,Sorghum (Jowar) in Telangana has 65% harvested.,Minutes of the meeting of CWWG as on 27.04.2026.pdf,1,Minutes of the meeting of CWWG as on 27.04.2026_p1_c45,0.9,VERIFIED,rule_based
2026-04-27,,Sorghum (Jowar),Andhra Pradesh,Pest Incidence,Harvesting,,,Sorghum (Jowar) in Andhra Pradesh has 45% harvested.,Sorghum (Jowar) In Andhra Pradesh Has 45% Harvested,,,,,,Sorghum (Jowar) in Andhra Pradesh has 45% harvested.,Minutes of the meeting of CWWG as on 27.04.2026.pdf,1,Minutes of the meeting of CWWG as on 27.04.2026_p1_c46,0.9,VERIFIED,rule_based
2026-05-04,,Sorghum (Jowar),Karnataka,Pest Incidence,Harvesting,,,Sorghum (Jowar) is 100% harvested in Karnataka.,Sorghum (Jowar) Is 100% Harvested In Karnataka,,,,,,Sorghum (Jowar) is 100% harvested in Karnataka.,Minutes of the meeting of CWWG as on 04.05.2026.pdf,1,Minutes of the meeting of CWWG as on 04.05.2026_p1_c18,0.9,VERIFIED,rule_based
2026-05-04,,Sorghum (Jowar),Maharashtra,Pest Incidence,Harvesting,,,Sorghum (Jowar) is 100% harvested in Maharashtra.,Sorghum (Jowar) Is 100% Harvested In Maharashtra,,,,,,Sorghum (Jowar) is 100% harvested in Maharashtra.,Minutes of the meeting of CWWG as on 04.05.2026.pdf,1,Minutes of the meeting of CWWG as on 04.05.2026_p1_c19,0.9,VERIFIED,rule_based
2026-05-04,,Sorghum (Jowar),Tamil Nadu,Pest Incidence,Harvesting,,,Sorghum (Jowar) is 100% harvested in Tamil Nadu.,Sorghum (Jowar) Is 100% Harvested In Tamil Nadu,,,,,,Sorghum (Jowar) is 100% harvested in Tamil Nadu.,Minutes of the meeting of CWWG as on 04.05.2026.pdf,1,Minutes of the meeting of CWWG as on 04.05.2026_p1_c20,0.9,VERIFIED,rule_based
2026-05-04,,Sorghum (Jowar),Gujarat,Pest Incidence,Harvesting,,,Sorghum (Jowar) is 100% harvested in Gujarat.,Sorghum (Jowar) Is 100% Harvested In Gujarat,,,,,,Sorghum (Jowar) is 100% harvested in Gujarat.,Minutes of the meeting of CWWG as on 04.05.2026.pdf,1,Minutes of the meeting of CWWG as on 04.05.2026_p1_c21,0.9,VERIFIED,rule_based
2026-05-04,,Sorghum (Jowar),Telangana,Pest Incidence,Harvesting,,,Sorghum (Jowar) in Telangana has 89% harvested.,Sorghum (Jowar) In Telangana Has 89% Harvested,,,,,,Sorghum (Jowar) in Telangana has 89% harvested.,Minutes of the meeting of CWWG as on 04.05.2026.pdf,1,Minutes of the meeting of CWWG as on 04.05.2026_p1_c22,0.9,VERIFIED,rule_based
2026-05-04,,Sorghum (Jowar),Andhra Pradesh,Pest Incidence,Harvesting,,,Sorghum (Jowar) in Andhra Pradesh has 77% harvested.,Sorghum (Jowar) In Andhra Pradesh Has 77% Harvested,,,,,,Sorghum (Jowar) in Andhra Pradesh has 77% harvested.,Minutes of the meeting of CWWG as on 04.05.2026.pdf,1,Minutes of the meeting of CWWG as on 04.05.2026_p1_c23,0.9,VERIFIED,rule_based
2026-05-11,,Sorghum (Jowar),Telangana,Harvest Progress,Harvesting,,,"| 3        | Pulses                     |              140.42 |                          139.55 |             100.00 |                                                                                                                                                         |
| a        | Gram                       |              100.99 |                           96.20 |             100.00 | 100% Harvesting has been completed in all states.                                                                                                       |
| b        | Lentil                     |               15.13 |                           18.12 |             100.00 | 100% Harvesting has been completed in all states.                                                                                                       |
| e        | Urdbean *                  |                6.16 |                            6.06 |             100.00 | 100% Harvesting has been completed in all states.                                                                                                       |
| f        | Moongbean *                |                1.41 |                            0.99 |             100.00 | 100% Harvesting has been completed in all states.                                                                                                       |
| h        | Other Pulses $             |               16.73 |                           20.57 |             100.00 | 100% Harvesting has been completed in all states.                                                                                                       |
| 4        | Shri Anna & Coarse cereals |               55.33 |                           60.93 |              98.02 |                                                                                                                                                         |",,,,,,,3 Pulses 140.42 139.55 100.00 a Gram 100.99 96.20 100.00 100% Harvesting has been completed in all states. b Lentil 15.13 18.12 100.00 100% Harvesting has been completed in all states. e Urdbean * 6.16 6.06 100.00 100% Harvesting has been completed in all states. f Moongbean * 1.41 0.99 100.00 100% Harvesting has been completed in all states. h Other Pulses $ 16.73 20.57 100.00 100% Harvesting has been completed in all states. 4 Shri Anna & Coarse cereals 55.33 60.93 98.02,Minutes of the meeting of CWWG as on 11.05.2026.pdf,1,Minutes of the meeting of CWWG as on 11.05.2026_p1_c13,0.9,VERIFIED,rule_based
2026-05-11,,Sorghum (Jowar),Karnataka,Pest Incidence,Harvesting,,,Sorghum (Jowar) is 100% harvested in Karnataka.,Sorghum (Jowar) Is 100% Harvested In Karnataka,,,,,,Sorghum (Jowar) is 100% harvested in Karnataka.,Minutes of the meeting of CWWG as on 11.05.2026.pdf,1,Minutes of the meeting of CWWG as on 11.05.2026_p1_c14,0.9,VERIFIED,rule_based
2026-05-11,,Sorghum (Jowar),Maharashtra,Pest Incidence,Harvesting,,,Sorghum (Jowar) is 100% harvested in Maharashtra.,Sorghum (Jowar) Is 100% Harvested In Maharashtra,,,,,,Sorghum (Jowar) is 100% harvested in Maharashtra.,Minutes of the meeting of CWWG as on 11.05.2026.pdf,1,Minutes of the meeting of CWWG as on 11.05.2026_p1_c15,0.9,VERIFIED,rule_based
2026-05-11,,Sorghum (Jowar),Tamil Nadu,Pest Incidence,Harvesting,,,Sorghum (Jowar) is 100% harvested in Tamil Nadu.,Sorghum (Jowar) Is 100% Harvested In Tamil Nadu,,,,,,Sorghum (Jowar) is 100% harvested in Tamil Nadu.,Minutes of the meeting of CWWG as on 11.05.2026.pdf,1,Minutes of the meeting of CWWG as on 11.05.2026_p1_c16,0.9,VERIFIED,rule_based
2026-05-11,,Sorghum (Jowar),Gujarat,Pest Incidence,Harvesting,,,Sorghum (Jowar) is 100% harvested in Gujarat.,Sorghum (Jowar) Is 100% Harvested In Gujarat,,,,,,Sorghum (Jowar) is 100% harvested in Gujarat.,Minutes of the meeting of CWWG as on 11.05.2026.pdf,1,Minutes of the meeting of CWWG as on 11.05.2026_p1_c17,0.9,VERIFIED,rule_based
2026-05-11,,Sorghum (Jowar),Telangana,Pest Incidence,Harvesting,,,Sorghum (Jowar) in Telangana has 98% harvested.,Sorghum (Jowar) In Telangana Has 98% Harvested,,,,,,Sorghum (Jowar) in Telangana has 98% harvested.,Minutes of the meeting of CWWG as on 11.05.2026.pdf,1,Minutes of the meeting of CWWG as on 11.05.2026_p1_c18,0.9,VERIFIED,rule_based
2026-05-11,,Sorghum (Jowar),Andhra Pradesh,Pest Incidence,Harvesting,,,Sorghum (Jowar) in Andhra Pradesh has 96% harvested.,Sorghum (Jowar) In Andhra Pradesh Has 96% Harvested,,,,,,Sorghum (Jowar) in Andhra Pradesh has 96% harvested.,Minutes of the meeting of CWWG as on 11.05.2026.pdf,1,Minutes of the meeting of CWWG as on 11.05.2026_p1_c19,0.9,VERIFIED,rule_based
2026-05-18,,Sorghum (Jowar),Telangana,Harvest Progress,Harvesting,,,"| 3                                                             | Pulses                                                        | 140.42                                                        | 139.55                                                        | 100.00                                                        |                                                                                                                                                     |
| a                                                             | Gram                                                          | 100.99                                                        | 96.20                                                         | 100.00                                                        | 100% Harvesting has been completed in all states.                                                                                                   |
| b                                                             | Lentil                                                        | 15.13                                                         | 18.12                                                         | 100.00                                                        | 100% Harvesting has been completed in all states.                                                                                                   |
| e                                                             | Urdbean *                                                     | 6.16                                                          | 6.06                                                          | 100.00                                                        | 100% Harvesting has been completed in all states.                                                                                                   |
| f                                                             | Moongbean *                                                   | 1.41                                                          | 0.99                                                          | 100.00                                                        | 100% Harvesting has been completed in all states.                                                                                                   |
| h                                                             | Other Pulses $                                                | 16.73                                                         | 20.57                                                         | 100.00                                                        | 100% Harvesting has been completed in all states.                                                                                                   |
| 4                                                             | Shri Anna & Coarse cereals                                    | 55.33                                                         | 60.93                                                         | 98.62                                                         |                                                                                                                                                     |",,,,,,,3 Pulses 140.42 139.55 100.00 a Gram 100.99 96.20 100.00 100% Harvesting has been completed in all states. b Lentil 15.13 18.12 100.00 100% Harvesting has been completed in all states. e Urdbean * 6.16 6.06 100.00 100% Harvesting has been completed in all states. f Moongbean * 1.41 0.99 100.00 100% Harvesting has been completed in all states. h Other Pulses $ 16.73 20.57 100.00 100% Harvesting has been completed in all states. 4 Shri Anna & Coarse cereals 55.33 60.93 98.62,Minutes of the meeting of CWWG as on 18.05.2026.pdf,1,Minutes of the meeting of CWWG as on 18.05.2026_p1_c12,0.9,VERIFIED,rule_based
2026-05-18,,Sorghum (Jowar),Karnataka,Pest Incidence,Harvesting,,,Sorghum (Jowar) is 100% harvested in Karnataka.,Sorghum (Jowar) Is 100% Harvested In Karnataka,,,,,,Sorghum (Jowar) is 100% harvested in Karnataka.,Minutes of the meeting of CWWG as on 18.05.2026.pdf,1,Minutes of the meeting of CWWG as on 18.05.2026_p1_c13,0.9,VERIFIED,rule_based
2026-05-18,,Sorghum (Jowar),Maharashtra,Pest Incidence,Harvesting,,,Sorghum (Jowar) is 100% harvested in Maharashtra.,Sorghum (Jowar) Is 100% Harvested In Maharashtra,,,,,,Sorghum (Jowar) is 100% harvested in Maharashtra.,Minutes of the meeting of CWWG as on 18.05.2026.pdf,1,Minutes of the meeting of CWWG as on 18.05.2026_p1_c14,0.9,VERIFIED,rule_based
2026-05-18,,Sorghum (Jowar),Tamil Nadu,Pest Incidence,Harvesting,,,Sorghum (Jowar) is 100% harvested in Tamil Nadu.,Sorghum (Jowar) Is 100% Harvested In Tamil Nadu,,,,,,Sorghum (Jowar) is 100% harvested in Tamil Nadu.,Minutes of the meeting of CWWG as on 18.05.2026.pdf,1,Minutes of the meeting of CWWG as on 18.05.2026_p1_c15,0.9,VERIFIED,rule_based
2026-05-18,,Sorghum (Jowar),Gujarat,Pest Incidence,Harvesting,,,Sorghum (Jowar) is 100% harvested in Gujarat.,Sorghum (Jowar) Is 100% Harvested In Gujarat,,,,,,Sorghum (Jowar) is 100% harvested in Gujarat.,Minutes of the meeting of CWWG as on 18.05.2026.pdf,1,Minutes of the meeting of CWWG as on 18.05.2026_p1_c16,0.9,VERIFIED,rule_based
2026-05-18,,Sorghum (Jowar),Telangana,Pest Incidence,Harvesting,,,Sorghum (Jowar) in Telangana has 98% harvested.,Sorghum (Jowar) In Telangana Has 98% Harvested,,,,,,Sorghum (Jowar) in Telangana has 98% harvested.,Minutes of the meeting of CWWG as on 18.05.2026.pdf,1,Minutes of the meeting of CWWG as on 18.05.2026_p1_c17,0.9,VERIFIED,rule_based
2026-05-18,,Sorghum (Jowar),Andhra Pradesh,Pest Incidence,Harvesting,,,Sorghum (Jowar) in Andhra Pradesh has 96% harvested.,Sorghum (Jowar) In Andhra Pradesh Has 96% Harvested,,,,,,Sorghum (Jowar) in Andhra Pradesh has 96% harvested.,Minutes of the meeting of CWWG as on 18.05.2026.pdf,1,Minutes of the meeting of CWWG as on 18.05.2026_p1_c18,0.9,VERIFIED,rule_based
