Date,Observation,Evidence
2026-04-13,Harvesting Stage | Sesame (Sesamum) Is 100% Harvested In Maharashtra observed | Harvest: Sesame (Sesamum) is 100% harvested in Maharashtra.,Minutes of the meeting of CWWG as on 13.04.2026_p1_c75
2026-04-13,Harvesting Stage | Sesame (Sesamum) Is 100% Harvested In Bihar observed | Harvest: Sesame (Sesamum) is 100% harvested in Bihar.,Minutes of the meeting of CWWG as on 13.04.2026_p1_c76
2026-04-20,Harvesting Stage | Sesame (Sesamum) Is 100% Harvested In Odisha observed | Harvest: Sesame (Sesamum) is 100% harvested in Odisha.,Minutes of the meeting of CWWG as on 20.04.2026_p1_c74
2026-04-20,Harvesting Stage | Sesame (Sesamum) Is 100% Harvested In Chhattisgarh observed | Harvest: Sesame (Sesamum) is 100% harvested in Chhattisgarh.,Minutes of the meeting of CWWG as on 20.04.2026_p1_c75
2026-04-20,Harvesting Stage | Sesame (Sesamum) In Maharashtra Has 90% Harvested observed | Harvest: Sesame (Sesamum) in Maharashtra has 90% harvested.,Minutes of the meeting of CWWG as on 20.04.2026_p1_c76
2026-04-20,Harvesting Stage | Sesame (Sesamum) In Tamil Nadu Has 40% Harvested observed | Harvest: Sesame (Sesamum) in Tamil Nadu has 40% harvested.,Minutes of the meeting of CWWG as on 20.04.2026_p1_c77
2026-04-20,Harvesting Stage | Sesame (Sesamum) Is 100% Harvested In Bihar observed | Harvest: Sesame (Sesamum) is 100% harvested in Bihar.,Minutes of the meeting of CWWG as on 20.04.2026_p1_c78
2026-04-27,Harvesting Stage | Sesame (Sesamum) Is 100% Harvested In Odisha observed | Harvest: Sesame (Sesamum) is 100% harvested in Odisha.,Minutes of the meeting of CWWG as on 27.04.2026_p1_c73
2026-04-27,Harvesting Stage | Sesame (Sesamum) Is 100% Harvested In Karnataka observed | Harvest: Sesame (Sesamum) is 100% harvested in Karnataka.,Minutes of the meeting of CWWG as on 27.04.2026_p1_c74
2026-04-27,Harvesting Stage | Sesame (Sesamum) Is 100% Harvested In West Bengal observed | Harvest: Sesame (Sesamum) is 100% harvested in West Bengal.,Minutes of the meeting of CWWG as on 27.04.2026_p1_c75
2026-04-27,Harvesting Stage | Sesame (Sesamum) Is 100% Harvested In Madhya Pradesh observed | Harvest: Sesame (Sesamum) is 100% harvested in Madhya Pradesh.,Minutes of the meeting of CWWG as on 27.04.2026_p1_c76
2026-04-27,Harvesting Stage | Sesame (Sesamum) Is 100% Harvested In Chhattisgarh observed | Harvest: Sesame (Sesamum) is 100% harvested in Chhattisgarh.,Minutes of the meeting of CWWG as on 27.04.2026_p1_c77
2026-04-27,Harvesting Stage | Sesame (Sesamum) Is 100% Harvested In Meghalaya observed | Harvest: Sesame (Sesamum) is 100% harvested in Meghalaya.,Minutes of the meeting of CWWG as on 27.04.2026_p1_c78
2026-04-27,Harvesting Stage | Sesame (Sesamum) In Andhra Pradesh Has 20% Harvested observed | Harvest: Sesame (Sesamum) in Andhra Pradesh has 20% harvested.,Minutes of the meeting of CWWG as on 27.04.2026_p1_c79
2026-04-27,Harvesting Stage | Sesame (Sesamum) In Tamil Nadu Has 60% Harvested observed | Harvest: Sesame (Sesamum) in Tamil Nadu has 60% harvested.,Minutes of the meeting of CWWG as on 27.04.2026_p1_c80
2026-04-27,Harvesting Stage | Sesame (Sesamum) In Telangana Has 80% Harvested observed | Harvest: Sesame (Sesamum) in Telangana has 80% harvested.,Minutes of the meeting of CWWG as on 27.04.2026_p1_c81
2026-04-27,Harvesting Stage | Sesame (Sesamum) Is 100% Harvested In Bihar observed | Harvest: Sesame (Sesamum) is 100% harvested in Bihar.,Minutes of the meeting of CWWG as on 27.04.2026_p1_c82
2026-05-04,Harvesting Stage | Harvest: | d   | Sunflower *        |    0.79 |    0.70 |   97.63 | 100% harvested in all states.                                                                                                                                                       |,Minutes of the meeting of CWWG as on 04.05.2026_p1_c49
2026-05-04,Harvesting Stage | Sesame (Sesamum) Is 100% Harvested In Tamil Nadu observed | Harvest: Sesame (Sesamum) is 100% harvested in Tamil Nadu.,Minutes of the meeting of CWWG as on 04.05.2026_p1_c50
2026-05-11,Harvesting Stage | Harvest: | d  | Sunflower *    |   0.79 |   0.70 | 100.00 | 100% harvested in all states.                         |,Minutes of the meeting of CWWG as on 11.05.2026_p1_c47
2026-05-11,Harvesting Stage | Sesame (Sesamum) Is 100% Harvested In Tamil Nadu observed | Harvest: Sesame (Sesamum) is 100% harvested in Tamil Nadu.,Minutes of the meeting of CWWG as on 11.05.2026_p1_c48
2026-05-18,Harvesting Stage | Harvest: | d                                                             | Sunflower *                                                   | 0.79                                                          | 0.70                                                          | 100.00                                                        | 100% harvested in all states.                                                                                                                       |,Minutes of the meeting of CWWG as on 18.05.2026_p1_c43
2026-05-18,Harvesting Stage | Sesame (Sesamum) Is 100% Harvested In Tamil Nadu observed | Harvest: Sesame (Sesamum) is 100% harvested in Tamil Nadu.,Minutes of the meeting of CWWG as on 18.05.2026_p1_c44
