Date,Observation,Evidence
2026-04-06,Other,Minutes of the meeting of CWWG as on 06.04.2026_p1_c84
2026-04-06,Harvesting Stage | Groundnut In Karnataka Has 92% Harvested observed | Harvest: Groundnut in Karnataka has 92% harvested.,Minutes of the meeting of CWWG as on 06.04.2026_p1_c85
2026-04-06,Harvesting Stage | Groundnut In Andhra Pradesh Has 36% Harvested observed | Harvest: Groundnut in Andhra Pradesh has 36% harvested.,Minutes of the meeting of CWWG as on 06.04.2026_p1_c86
2026-04-06,Harvesting Stage | Groundnut In Telangana Has 14% Harvested observed | Harvest: Groundnut in Telangana has 14% harvested.,Minutes of the meeting of CWWG as on 06.04.2026_p1_c87
2026-04-13,"Harvesting Stage | Harvest: | 5        | Oilseeds                   |               86.78 |                          97.19 |              97.63 | Overall around 98% area has been harvested mainly in Rapeseed & Mustard (99.99%), Groundnut (45%), Safflower (83%), Sunflower (89%), Linseed (99%), etc has already been harvested.                                 |",Minutes of the meeting of CWWG as on 13.04.2026_p1_c58
2026-04-13,Harvesting Stage | Groundnut In Telangana Has 90% Harvested observed | Harvest: Groundnut in Telangana has 90% harvested.,Minutes of the meeting of CWWG as on 13.04.2026_p1_c60
2026-04-13,Harvesting Stage | Groundnut In Tamil Nadu Has 55% Harvested observed | Harvest: Groundnut in Tamil Nadu has 55% harvested.,Minutes of the meeting of CWWG as on 13.04.2026_p1_c61
2026-04-13,Harvesting Stage | Groundnut In Andhra Pradesh Has 35% Harvested observed | Harvest: Groundnut in Andhra Pradesh has 35% harvested.,Minutes of the meeting of CWWG as on 13.04.2026_p1_c62
2026-04-13,Harvesting Stage | Groundnut In Karnataka Has 20% Harvested observed | Harvest: Groundnut in Karnataka has 20% harvested.,Minutes of the meeting of CWWG as on 13.04.2026_p1_c63
2026-04-13,Harvesting Stage | Groundnut In Karnataka Has 92% Harvested observed | Harvest: Groundnut in Karnataka has 92% harvested.,Minutes of the meeting of CWWG as on 13.04.2026_p1_c64
2026-04-13,Harvesting Stage | Groundnut In Andhra Pradesh Has 47% Harvested observed | Harvest: Groundnut in Andhra Pradesh has 47% harvested.,Minutes of the meeting of CWWG as on 13.04.2026_p1_c65
2026-04-13,Harvesting Stage | Groundnut In Telangana Has 30% Harvested observed | Harvest: Groundnut in Telangana has 30% harvested.,Minutes of the meeting of CWWG as on 13.04.2026_p1_c66
2026-04-20,Area Coverage,Minutes of the meeting of CWWG as on 20.04.2026_p1_c58
2026-04-20,"Harvesting Stage | Harvest: | 5   | Oilseeds           |   86.78 |   97.19 |   98.41 | Overall around 98% area has been harvested mainly in Rapeseed & Mustard (100%), Groundnut (45%), Safflower (83%), Sunflower (89%), Linseed (99%), etc has already been harvested.   |",Minutes of the meeting of CWWG as on 20.04.2026_p1_c59
2026-04-20,"Harvesting Stage | Harvest: |-----|--------------------|---------|---------|---------|-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|
| a   | Rapeseed & Mustard |   79.17 |   89.36 |  100.00 | 100% harvested in all states.                                                                                                                                                       |",Minutes of the meeting of CWWG as on 20.04.2026_p1_c60
2026-04-20,Harvesting Stage | Groundnut Is 100% Harvested In Bihar observed | Harvest: Groundnut is 100% harvested in Bihar.,Minutes of the meeting of CWWG as on 20.04.2026_p1_c61
2026-04-20,Harvesting Stage | Groundnut Is 100% Harvested In Telangana observed | Harvest: Groundnut is 100% harvested in Telangana.,Minutes of the meeting of CWWG as on 20.04.2026_p1_c62
2026-04-20,Harvesting Stage | Groundnut In Tamil Nadu Has 64% Harvested observed | Harvest: Groundnut in Tamil Nadu has 64% harvested.,Minutes of the meeting of CWWG as on 20.04.2026_p1_c63
2026-04-20,Harvesting Stage | Groundnut In Andhra Pradesh Has 50% Harvested observed | Harvest: Groundnut in Andhra Pradesh has 50% harvested.,Minutes of the meeting of CWWG as on 20.04.2026_p1_c64
2026-04-20,Harvesting Stage | Groundnut In Karnataka Has 50% Harvested observed | Harvest: Groundnut in Karnataka has 50% harvested.,Minutes of the meeting of CWWG as on 20.04.2026_p1_c65
2026-04-20,Harvesting Stage | Groundnut Is 100% Harvested In Karnataka observed | Harvest: Groundnut is 100% harvested in Karnataka.,Minutes of the meeting of CWWG as on 20.04.2026_p1_c66
2026-04-20,Harvesting Stage | Groundnut Is 100% Harvested In Maharashtra observed | Harvest: Groundnut is 100% harvested in Maharashtra.,Minutes of the meeting of CWWG as on 20.04.2026_p1_c67
2026-04-20,Harvesting Stage | Groundnut In Andhra Pradesh Has 70% Harvested observed | Harvest: Groundnut in Andhra Pradesh has 70% harvested.,Minutes of the meeting of CWWG as on 20.04.2026_p1_c68
2026-04-20,Harvesting Stage | Groundnut In Telangana Has 50% Harvested observed | Harvest: Groundnut in Telangana has 50% harvested.,Minutes of the meeting of CWWG as on 20.04.2026_p1_c69
2026-04-27,"Harvesting Stage | Harvest: | 5        | Oilseeds                   |               86.78 |                          97.19 |              99.50 | Overall around 98% area has been harvested mainly in Rapeseed & Mustard (100%), Groundnut (45%), Safflower (83%), Sunflower (89%), Linseed (99%), etc has already been harvested.         |",Minutes of the meeting of CWWG as on 27.04.2026_p1_c60
2026-04-27,Harvesting Stage | Harvest: | a        | Rapeseed & Mustard         |               79.17 |                          89.36 |             100.00 | 100% harvested in all states.                                                                                                                                                             |,Minutes of the meeting of CWWG as on 27.04.2026_p1_c61
2026-04-27,Harvesting Stage | Groundnut Is 100% Harvested In Bihar observed | Harvest: Groundnut is 100% harvested in Bihar.,Minutes of the meeting of CWWG as on 27.04.2026_p1_c62
2026-04-27,Harvesting Stage | Groundnut In Tamil Nadu Has 75% Harvested observed | Harvest: Groundnut in Tamil Nadu has 75% harvested.,Minutes of the meeting of CWWG as on 27.04.2026_p1_c63
2026-04-27,Harvesting Stage | Groundnut In Andhra Pradesh Has 90% Harvested observed | Harvest: Groundnut in Andhra Pradesh has 90% harvested.,Minutes of the meeting of CWWG as on 27.04.2026_p1_c64
2026-04-27,Harvesting Stage | Groundnut In Karnataka Has 90% Harvested observed | Harvest: Groundnut in Karnataka has 90% harvested.,Minutes of the meeting of CWWG as on 27.04.2026_p1_c65
2026-04-27,"Harvesting Stage | Harvest: |    |                |        |        |        | already been harvested.                                                                                                                                                                 |
|----|----------------|--------|--------|--------|-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|",Minutes of the meeting of CWWG as on 27.04.2026_p1_c66
2026-04-27,Harvesting Stage | Groundnut Is 100% Harvested In Telangana observed | Harvest: Groundnut is 100% harvested in Telangana.,Minutes of the meeting of CWWG as on 27.04.2026_p1_c67
2026-05-04,"Harvesting Stage | Harvest: | 5   | Oilseeds           |   86.78 |   97.19 |   99.87 | Overall around 98% area has been harvested mainly in Rapeseed & Mustard (100%), Groundnut (45%), Safflower (83%), Sunflower (89%), Linseed (99%), etc has already been harvested.   |",Minutes of the meeting of CWWG as on 04.05.2026_p1_c38
2026-05-04,"Harvesting Stage | Harvest: |-----|--------------------|---------|---------|---------|-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|
| a   | Rapeseed & Mustard |   79.17 |   89.36 |  100.00 | 100% harvested in all states.                                                                                                                                                       |",Minutes of the meeting of CWWG as on 04.05.2026_p1_c39
2026-05-04,Harvesting Stage | Groundnut Is 100% Harvested In Odisha observed | Harvest: Groundnut is 100% harvested in Odisha.,Minutes of the meeting of CWWG as on 04.05.2026_p1_c40
2026-05-04,Harvesting Stage | Groundnut Is 100% Harvested In Karnataka observed | Harvest: Groundnut is 100% harvested in Karnataka.,Minutes of the meeting of CWWG as on 04.05.2026_p1_c41
2026-05-04,Harvesting Stage | Groundnut Is 100% Harvested In Andhra Pradesh observed | Harvest: Groundnut is 100% harvested in Andhra Pradesh.,Minutes of the meeting of CWWG as on 04.05.2026_p1_c42
2026-05-04,Harvesting Stage | Groundnut Is 100% Harvested In Kerala observed | Harvest: Groundnut is 100% harvested in Kerala.,Minutes of the meeting of CWWG as on 04.05.2026_p1_c43
2026-05-04,Harvesting Stage | Groundnut Is 100% Harvested In West Bengal observed | Harvest: Groundnut is 100% harvested in West Bengal.,Minutes of the meeting of CWWG as on 04.05.2026_p1_c44
2026-05-04,Harvesting Stage | Groundnut Is 100% Harvested In Bihar observed | Harvest: Groundnut is 100% harvested in Bihar.,Minutes of the meeting of CWWG as on 04.05.2026_p1_c45
2026-05-04,Harvesting Stage | Groundnut Is 100% Harvested In Telangana observed | Harvest: Groundnut is 100% harvested in Telangana.,Minutes of the meeting of CWWG as on 04.05.2026_p1_c46
2026-05-04,Harvesting Stage | Groundnut In Tamil Nadu Has 90% Harvested observed | Harvest: Groundnut in Tamil Nadu has 90% harvested.,Minutes of the meeting of CWWG as on 04.05.2026_p1_c47
2026-05-11,"Harvesting Stage | Harvest: | 5        | Oilseeds                   |               86.78 |                           97.19 |              99.87 |                                                                                                                                                         |
| a        | Rapeseed & Mustard         |               79.17 |                           89.36 |             100.00 | 100% harvested in all states.                                                                                                                           |",Minutes of the meeting of CWWG as on 11.05.2026_p1_c36
2026-05-11,Harvesting Stage | Groundnut Is 100% Harvested In Odisha observed | Harvest: Groundnut is 100% harvested in Odisha.,Minutes of the meeting of CWWG as on 11.05.2026_p1_c37
2026-05-11,Harvesting Stage | Groundnut Is 100% Harvested In Karnataka observed | Harvest: Groundnut is 100% harvested in Karnataka.,Minutes of the meeting of CWWG as on 11.05.2026_p1_c38
2026-05-11,Harvesting Stage | Groundnut Is 100% Harvested In Andhra Pradesh observed | Harvest: Groundnut is 100% harvested in Andhra Pradesh.,Minutes of the meeting of CWWG as on 11.05.2026_p1_c39
2026-05-11,Harvesting Stage | Groundnut Is 100% Harvested In Kerala observed | Harvest: Groundnut is 100% harvested in Kerala.,Minutes of the meeting of CWWG as on 11.05.2026_p1_c40
2026-05-11,Harvesting Stage | Groundnut Is 100% Harvested In West Bengal observed | Harvest: Groundnut is 100% harvested in West Bengal.,Minutes of the meeting of CWWG as on 11.05.2026_p1_c41
2026-05-11,Harvesting Stage | Groundnut Is 100% Harvested In Bihar observed | Harvest: Groundnut is 100% harvested in Bihar.,Minutes of the meeting of CWWG as on 11.05.2026_p1_c42
2026-05-11,Harvesting Stage | Groundnut Is 100% Harvested In Telangana observed | Harvest: Groundnut is 100% harvested in Telangana.,Minutes of the meeting of CWWG as on 11.05.2026_p1_c43
2026-05-11,Harvesting Stage | Groundnut In Tamil Nadu Has 90% Harvested observed | Harvest: Groundnut in Tamil Nadu has 90% harvested.,Minutes of the meeting of CWWG as on 11.05.2026_p1_c44
2026-05-11,"Harvesting Stage | Harvest: |    |                |        |        |        | harvested.                                            |
|----|----------------|--------|--------|--------|-------------------------------------------------------|",Minutes of the meeting of CWWG as on 11.05.2026_p1_c45
2026-05-18,"Harvesting Stage | Harvest: | 5                                                             | Oilseeds                                                      | 86.78                                                         | 97.19                                                         | 99.87                                                         |                                                                                                                                                     |
| a                                                             | Rapeseed & Mustard                                            | 79.17                                                         | 89.36                                                         | 100.00                                                        | 100% harvested in all states.                                                                                                                       |",Minutes of the meeting of CWWG as on 18.05.2026_p1_c33
2026-05-18,Harvesting Stage | Groundnut Is 100% Harvested In Odisha observed | Harvest: Groundnut is 100% harvested in Odisha.,Minutes of the meeting of CWWG as on 18.05.2026_p1_c34
2026-05-18,Harvesting Stage | Groundnut Is 100% Harvested In Karnataka observed | Harvest: Groundnut is 100% harvested in Karnataka.,Minutes of the meeting of CWWG as on 18.05.2026_p1_c35
2026-05-18,Harvesting Stage | Groundnut Is 100% Harvested In Andhra Pradesh observed | Harvest: Groundnut is 100% harvested in Andhra Pradesh.,Minutes of the meeting of CWWG as on 18.05.2026_p1_c36
2026-05-18,Harvesting Stage | Groundnut Is 100% Harvested In Kerala observed | Harvest: Groundnut is 100% harvested in Kerala.,Minutes of the meeting of CWWG as on 18.05.2026_p1_c37
2026-05-18,Harvesting Stage | Groundnut Is 100% Harvested In West Bengal observed | Harvest: Groundnut is 100% harvested in West Bengal.,Minutes of the meeting of CWWG as on 18.05.2026_p1_c38
2026-05-18,Harvesting Stage | Groundnut Is 100% Harvested In Bihar observed | Harvest: Groundnut is 100% harvested in Bihar.,Minutes of the meeting of CWWG as on 18.05.2026_p1_c39
2026-05-18,Harvesting Stage | Groundnut Is 100% Harvested In Telangana observed | Harvest: Groundnut is 100% harvested in Telangana.,Minutes of the meeting of CWWG as on 18.05.2026_p1_c40
2026-05-18,Harvesting Stage | Groundnut In Tamil Nadu Has 90% Harvested observed | Harvest: Groundnut in Tamil Nadu has 90% harvested.,Minutes of the meeting of CWWG as on 18.05.2026_p1_c41
