Date,Week,Crop,State,Observation Type,Growth Stage,Crop Operation,Sowing Status,Harvest Status,Pest,Disease,Weather,Irrigation,Nutrient Management,Statistics,Evidence,PDF Name,Page,Chunk ID,Confidence,Verification Status,Source Method
2025-11-03,,Rice,Jharkhand,Other,,,,,,,,,,,"Over all intensity of pests and disease remained below Economic Threshold Level (ETL) except: फसल Crop राज्य State जिला/उपजिला/गाांव District/ Sub District/ Village स्रोत / Source कीट / रोग Pest Disease राज्य में फसल क े अांतगगत क ु ल क्षेत्रफल ( हेक्टेयर ) Total area under the crop in the state (ha) तीव्रता Intensity संक्रमित / प्रभावितक्षेत्र * ETL ( हेक्टेयर ) सेऊपर / Area infested/Infected above *ETL (ha) की गई कारगवाई / जटप्पणी Action Taken/ Remark ------------ --------------- ----------------------------------------------------- ----------------------------------------------------------------------------------- ----------------------------------- ------------------------------------------------------------------------------------------------------ ------------------------------------------------------------------------------------------------------------------ -------------------------------------------------------------- Paddy Jharkhand Ranchi, Khunti, Lohardaga CIPMC, Ranchi 1) Joint Survey was conducted with DAO, Lohardaga in field crops on Bacterial leaf blight Brown plant - 01 Advisories issued and follow up is going on with concerned",Minutes of the meeting of CWWG as on 03.11.2025.pdf,1,Minutes of the meeting of CWWG as on 03.11.2025_p1_c1,0.7,VERIFIED,rule_based
2026-03-30,,Rice,All India,Sowing Progress,Sowing,,"As on March 27, 2026, the area sown under summer crops is 49.87 lakh ha as compared to 52.35 lakh ha during the corresponding period of last year.  Of this, area of 28.50 lakh ha has been sown under Rice this year.
-",,,,,,,,"As on March 27, 2026, the area sown under summer crops is 49.87 lakh ha as compared to 52.35 lakh ha during the corresponding period of last year. Of this, area of 28.50 lakh ha has been sown under Rice this year.
-",Minutes of the meeting of CWWG as on 30.03.2026.pdf,1,Minutes of the meeting of CWWG as on 30.03.2026_p1_c1,0.9,VERIFIED,rule_based
2026-03-30,,Rice,All India,Pest Incidence,Harvesting,,,"As on 27.03.2026, 32.26% of area has been harvested for Rabi crops all over India. Approximately 67% area of Pulses mainly in Gram (66%), Urdbean (86%) &amp; Moong (63%); 71.56% area of Oilseeds majorly in  Rapeseed  &amp; Mustard (75.53%); 38.31% area of Shri Anna cum Coarse Cereals majorly in Jowar (54.47%), 25.57% area of Rice and 6.00% area of Wheat  has been harvested for Rabi crops 2025-26.","As On 27.03.2026, 32.26% Of Area Has Been Harvested For Rabi Crops All Over India. Approximately 67% Area Of Pulses Mainly In Gram (66%), Urdbean (86%) &Amp; Moong (63%); 71.56% Area Of Oilseeds Majorly In  Rapeseed  &Amp; Mustard (75.53%); 38.31% Area Of Shri Anna Cum Coarse Cereals Majorly In Jowar (54.47%), 25.57% Area Of Rice And 6.00% Area Of Wheat  Has Been Harvested For Rabi Crops 2025-26",,,,,,"As on 27.03.2026, 32.26% of area has been harvested for Rabi crops all over India. Approximately 67% area of Pulses mainly in Gram (66%), Urdbean (86%) &amp; Moong (63%); 71.56% area of Oilseeds majorly in Rapeseed &amp; Mustard (75.53%); 38.31% area of Shri Anna cum Coarse Cereals majorly in Jowar (54.47%), 25.57% area of Rice and 6.00% area of Wheat has been harvested for Rabi crops 2025-26.",Minutes of the meeting of CWWG as on 30.03.2026.pdf,1,Minutes of the meeting of CWWG as on 30.03.2026_p1_c2,0.9,VERIFIED,rule_based
2026-03-30,,Rice,Tamil Nadu,Pest Incidence,Harvesting,,,Rice in Tamil Nadu has 83% harvested.,Rice In Tamil Nadu Has 83% Harvested,,,,,,Rice in Tamil Nadu has 83% harvested.,Minutes of the meeting of CWWG as on 30.03.2026.pdf,1,Minutes of the meeting of CWWG as on 30.03.2026_p1_c12,0.9,VERIFIED,rule_based
2026-03-30,,Rice,Kerala,Pest Incidence,Harvesting,,,Rice in Kerala has 60% harvested.,Rice In Kerala Has 60% Harvested,,,,,,Rice in Kerala has 60% harvested.,Minutes of the meeting of CWWG as on 30.03.2026.pdf,1,Minutes of the meeting of CWWG as on 30.03.2026_p1_c13,0.9,VERIFIED,rule_based
2026-03-30,,Rice,Tripura,Pest Incidence,Harvesting,,,Rice in Tripura has 40% harvested.,Rice In Tripura Has 40% Harvested,,,,,,Rice in Tripura has 40% harvested.,Minutes of the meeting of CWWG as on 30.03.2026.pdf,1,Minutes of the meeting of CWWG as on 30.03.2026_p1_c14,0.9,VERIFIED,rule_based
2026-03-30,,Rice,Andhra Pradesh,Pest Incidence,Harvesting,,,Rice in Andhra Pradesh has 6% harvested.,Rice In Andhra Pradesh Has 6% Harvested,,,,,,Rice in Andhra Pradesh has 6% harvested.,Minutes of the meeting of CWWG as on 30.03.2026.pdf,1,Minutes of the meeting of CWWG as on 30.03.2026_p1_c15,0.9,VERIFIED,rule_based
2026-04-06,,Rice,All India,Sowing Progress,Sowing,," As on April 03, 2026, the area sown under summer crops is 58.29 lakh ha as compared to 57.80 lakh ha during the corresponding period of last year.  Of this, area of 30.12 lakh ha has been sown under Rice this year.
-",,,,,,,," As on April 03, 2026, the area sown under summer crops is 58.29 lakh ha as compared to 57.80 lakh ha during the corresponding period of last year. Of this, area of 30.12 lakh ha has been sown under Rice this year.
-",Minutes of the meeting of CWWG as on 06.04.2026.pdf,1,Minutes of the meeting of CWWG as on 06.04.2026_p1_c1,0.9,VERIFIED,rule_based
2026-04-06,,Rice,All India,Pest Incidence,Harvesting,,,"As on 27.03.2026, 32.26% of area has been harvested for Rabi crops all over India. Approximately 67% area  of  Pulses  mainly  in  Gram  (66%),  Urdbean  (86%)  &amp;  Moong  (63%);  71.56%  area  of  Oilseeds majorly in Rapeseed &amp; Mustard (75.53%); 38.31% area of Shri Anna cum Coarse Cereals majorly in Jowar (54.47%), 25.57% area of Rice and 6.00% area of Wheat  has been harvested for Rabi crops 2025-26.","As On 27.03.2026, 32.26% Of Area Has Been Harvested For Rabi Crops All Over India. Approximately 67% Area  Of  Pulses  Mainly  In  Gram  (66%),  Urdbean  (86%)  &Amp;  Moong  (63%);  71.56%  Area  Of  Oilseeds Majorly In Rapeseed &Amp; Mustard (75.53%); 38.31% Area Of Shri Anna Cum Coarse Cereals Majorly In Jowar (54.47%), 25.57% Area Of Rice And 6.00% Area Of Wheat  Has Been Harvested For Rabi Crops 2025-26",,,,,,"As on 27.03.2026, 32.26% of area has been harvested for Rabi crops all over India. Approximately 67% area of Pulses mainly in Gram (66%), Urdbean (86%) &amp; Moong (63%); 71.56% area of Oilseeds majorly in Rapeseed &amp; Mustard (75.53%); 38.31% area of Shri Anna cum Coarse Cereals majorly in Jowar (54.47%), 25.57% area of Rice and 6.00% area of Wheat has been harvested for Rabi crops 2025-26.",Minutes of the meeting of CWWG as on 06.04.2026.pdf,1,Minutes of the meeting of CWWG as on 06.04.2026_p1_c2,0.9,VERIFIED,rule_based
2026-04-06,,Rice,Tamil Nadu,Pest Incidence,Harvesting,,,Rice in Tamil Nadu has 85% harvested.,Rice In Tamil Nadu Has 85% Harvested,,,,,,Rice in Tamil Nadu has 85% harvested.,Minutes of the meeting of CWWG as on 06.04.2026.pdf,1,Minutes of the meeting of CWWG as on 06.04.2026_p1_c12,0.9,VERIFIED,rule_based
2026-04-06,,Rice,Kerala,Pest Incidence,Harvesting,,,Rice in Kerala has 80% harvested.,Rice In Kerala Has 80% Harvested,,,,,,Rice in Kerala has 80% harvested.,Minutes of the meeting of CWWG as on 06.04.2026.pdf,1,Minutes of the meeting of CWWG as on 06.04.2026_p1_c13,0.9,VERIFIED,rule_based
2026-04-06,,Rice,Tripura,Pest Incidence,Harvesting,,,Rice in Tripura has 50% harvested.,Rice In Tripura Has 50% Harvested,,,,,,Rice in Tripura has 50% harvested.,Minutes of the meeting of CWWG as on 06.04.2026.pdf,1,Minutes of the meeting of CWWG as on 06.04.2026_p1_c14,0.9,VERIFIED,rule_based
2026-04-06,,Rice,Andhra Pradesh,Pest Incidence,Harvesting,,,Rice in Andhra Pradesh has 20% harvested.,Rice In Andhra Pradesh Has 20% Harvested,,,,,,Rice in Andhra Pradesh has 20% harvested.,Minutes of the meeting of CWWG as on 06.04.2026.pdf,1,Minutes of the meeting of CWWG as on 06.04.2026_p1_c15,0.9,VERIFIED,rule_based
2026-04-13,,Rice,All India,Sowing Progress,Sowing,," As on April 10, 2026, the area sown under summer crops is 64.10 lakh ha as compared to 63.33 lakh ha during the corresponding period of last year.  Of this, area of 30.59 lakh ha has been sown under Rice this year.
-",,,,,,,," As on April 10, 2026, the area sown under summer crops is 64.10 lakh ha as compared to 63.33 lakh ha during the corresponding period of last year. Of this, area of 30.59 lakh ha has been sown under Rice this year.
-",Minutes of the meeting of CWWG as on 13.04.2026.pdf,1,Minutes of the meeting of CWWG as on 13.04.2026_p1_c1,0.9,VERIFIED,rule_based
2026-04-13,,Rice,All India,Pest Incidence,Harvesting,,,"As on 27.03.2026, 32.26% of area has been harvested for Rabi crops all over India. Approximately 67% area  of  Pulses  mainly  in  Gram  (66%),  Urdbean  (86%)  &amp;  Moong  (63%);  71.56%  area  of  Oilseeds majorly in Rapeseed &amp; Mustard (75.53%); 38.31% area of Shri Anna cum Coarse Cereals majorly in Jowar (54.47%), 25.57% area of Rice and 6.00% area of Wheat  has been harvested for Rabi crops 2025-26.","As On 27.03.2026, 32.26% Of Area Has Been Harvested For Rabi Crops All Over India. Approximately 67% Area  Of  Pulses  Mainly  In  Gram  (66%),  Urdbean  (86%)  &Amp;  Moong  (63%);  71.56%  Area  Of  Oilseeds Majorly In Rapeseed &Amp; Mustard (75.53%); 38.31% Area Of Shri Anna Cum Coarse Cereals Majorly In Jowar (54.47%), 25.57% Area Of Rice And 6.00% Area Of Wheat  Has Been Harvested For Rabi Crops 2025-26",,,,,,"As on 27.03.2026, 32.26% of area has been harvested for Rabi crops all over India. Approximately 67% area of Pulses mainly in Gram (66%), Urdbean (86%) &amp; Moong (63%); 71.56% area of Oilseeds majorly in Rapeseed &amp; Mustard (75.53%); 38.31% area of Shri Anna cum Coarse Cereals majorly in Jowar (54.47%), 25.57% area of Rice and 6.00% area of Wheat has been harvested for Rabi crops 2025-26.",Minutes of the meeting of CWWG as on 13.04.2026.pdf,1,Minutes of the meeting of CWWG as on 13.04.2026_p1_c2,0.9,VERIFIED,rule_based
2026-04-13,,Rice,Tamil Nadu,Pest Incidence,Harvesting,,,Rice in Tamil Nadu has 86% harvested.,Rice In Tamil Nadu Has 86% Harvested,,,,,,Rice in Tamil Nadu has 86% harvested.,Minutes of the meeting of CWWG as on 13.04.2026.pdf,1,Minutes of the meeting of CWWG as on 13.04.2026_p1_c11,0.9,VERIFIED,rule_based
2026-04-13,,Rice,Kerala,Pest Incidence,Harvesting,,,Rice in Kerala has 90% harvested.,Rice In Kerala Has 90% Harvested,,,,,,Rice in Kerala has 90% harvested.,Minutes of the meeting of CWWG as on 13.04.2026.pdf,1,Minutes of the meeting of CWWG as on 13.04.2026_p1_c12,0.9,VERIFIED,rule_based
2026-04-13,,Rice,Tripura,Pest Incidence,Harvesting,,,Rice in Tripura has 55% harvested.,Rice In Tripura Has 55% Harvested,,,,,,Rice in Tripura has 55% harvested.,Minutes of the meeting of CWWG as on 13.04.2026.pdf,1,Minutes of the meeting of CWWG as on 13.04.2026_p1_c13,0.9,VERIFIED,rule_based
2026-04-13,,Rice,Andhra Pradesh,Pest Incidence,Harvesting,,,Rice in Andhra Pradesh has 40% harvested.,Rice In Andhra Pradesh Has 40% Harvested,,,,,,Rice in Andhra Pradesh has 40% harvested.,Minutes of the meeting of CWWG as on 13.04.2026.pdf,1,Minutes of the meeting of CWWG as on 13.04.2026_p1_c14,0.9,VERIFIED,rule_based
2026-04-13,,Rice,Telangana,Pest Incidence,Harvesting,,,Rice in Telangana has 15% harvested.,Rice In Telangana Has 15% Harvested,,,,,,Rice in Telangana has 15% harvested.,Minutes of the meeting of CWWG as on 13.04.2026.pdf,1,Minutes of the meeting of CWWG as on 13.04.2026_p1_c15,0.9,VERIFIED,rule_based
2026-04-20,,Rice,All India,Sowing Progress,Sowing,," As on April 17, 2026, the area sown under summer crops is 69.06 lakh ha as compared to 66.14 lakh ha during the corresponding period of last year.  Of this, area of 30.64 lakh ha has been sown under Rice this year.
-",,,,,,,," As on April 17, 2026, the area sown under summer crops is 69.06 lakh ha as compared to 66.14 lakh ha during the corresponding period of last year. Of this, area of 30.64 lakh ha has been sown under Rice this year.
-",Minutes of the meeting of CWWG as on 20.04.2026.pdf,1,Minutes of the meeting of CWWG as on 20.04.2026_p1_c1,0.9,VERIFIED,rule_based
2026-04-20,,Rice,All India,Pest Incidence,Harvesting,,,"As on 17.04.2026, 81.69% of area has been harvested for Rabi crops all over India. Approximately 97% area  of  Pulses  mainly  in  Gram  (98%),  Urdbean  (98%)  &amp;  Moong  (82%);  98.41%  area  of  Oilseeds majorly  in  Rapeseed  &amp; Mustard  (100%); 81.58%  area of  Shri  Anna cum  Coarse Cereals  majorly in Jowar  (91.44%),  47.89%  area  of  Rice  and  75.00%  area  of  Wheat  has  been  harvested  for  rabi  crops 2025-26.","As On 17.04.2026, 81.69% Of Area Has Been Harvested For Rabi Crops All Over India. Approximately 97% Area  Of  Pulses  Mainly  In  Gram  (98%),  Urdbean  (98%)  &Amp;  Moong  (82%);  98.41%  Area  Of  Oilseeds Majorly  In  Rapeseed  &Amp; Mustard  (100%); 81.58%  Area Of  Shri  Anna Cum  Coarse Cereals  Majorly In Jowar  (91.44%),  47.89%  Area  Of  Rice  And  75.00%  Area  Of  Wheat  Has  Been  Harvested  For  Rabi  Crops 2025-26",,,,,,"As on 17.04.2026, 81.69% of area has been harvested for Rabi crops all over India. Approximately 97% area of Pulses mainly in Gram (98%), Urdbean (98%) &amp; Moong (82%); 98.41% area of Oilseeds majorly in Rapeseed &amp; Mustard (100%); 81.58% area of Shri Anna cum Coarse Cereals majorly in Jowar (91.44%), 47.89% area of Rice and 75.00% area of Wheat has been harvested for rabi crops 2025-26.",Minutes of the meeting of CWWG as on 20.04.2026.pdf,1,Minutes of the meeting of CWWG as on 20.04.2026_p1_c2,0.9,VERIFIED,rule_based
2026-04-20,,Rice,Tamil Nadu,Pest Incidence,Harvesting,,,Rice in Tamil Nadu has 89% harvested.,Rice In Tamil Nadu Has 89% Harvested,,,,,,Rice in Tamil Nadu has 89% harvested.,Minutes of the meeting of CWWG as on 20.04.2026.pdf,1,Minutes of the meeting of CWWG as on 20.04.2026_p1_c10,0.9,VERIFIED,rule_based
2026-04-20,,Rice,Kerala,Pest Incidence,Harvesting,,,Rice in Kerala has 95% harvested.,Rice In Kerala Has 95% Harvested,,,,,,Rice in Kerala has 95% harvested.,Minutes of the meeting of CWWG as on 20.04.2026.pdf,1,Minutes of the meeting of CWWG as on 20.04.2026_p1_c11,0.9,VERIFIED,rule_based
2026-04-20,,Rice,Tripura,Pest Incidence,Harvesting,,,Rice in Tripura has 60% harvested.,Rice In Tripura Has 60% Harvested,,,,,,Rice in Tripura has 60% harvested.,Minutes of the meeting of CWWG as on 20.04.2026.pdf,1,Minutes of the meeting of CWWG as on 20.04.2026_p1_c12,0.9,VERIFIED,rule_based
2026-04-20,,Rice,Andhra Pradesh,Pest Incidence,Harvesting,,,Rice in Andhra Pradesh has 45% harvested.,Rice In Andhra Pradesh Has 45% Harvested,,,,,,Rice in Andhra Pradesh has 45% harvested.,Minutes of the meeting of CWWG as on 20.04.2026.pdf,1,Minutes of the meeting of CWWG as on 20.04.2026_p1_c13,0.9,VERIFIED,rule_based
2026-04-20,,Rice,Telangana,Pest Incidence,Harvesting,,,Rice in Telangana has 25% harvested.,Rice In Telangana Has 25% Harvested,,,,,,Rice in Telangana has 25% harvested.,Minutes of the meeting of CWWG as on 20.04.2026.pdf,1,Minutes of the meeting of CWWG as on 20.04.2026_p1_c14,0.9,VERIFIED,rule_based
2026-04-27,,Rice,All India,Sowing Progress,Sowing,," As on April 24, 2026, the area sown under summer crops is 72.30 lakh ha as compared to 70.19 lakh ha during the corresponding period of last year.  Of this, area of 30.68 lakh ha has been sown under Rice this year.
-",,,,,,,," As on April 24, 2026, the area sown under summer crops is 72.30 lakh ha as compared to 70.19 lakh ha during the corresponding period of last year. Of this, area of 30.68 lakh ha has been sown under Rice this year.
-",Minutes of the meeting of CWWG as on 27.04.2026.pdf,1,Minutes of the meeting of CWWG as on 27.04.2026_p1_c1,0.9,VERIFIED,rule_based
2026-04-27,,Rice,All India,Pest Incidence,Harvesting,,,"As on 24.04.2026, 92.62% of area has been harvested for Rabi crops all over  India. Approximately 99.58%  area  of  Pulses  mainly  in  Gram  (100%),  Urdbean  (99%)  &amp;  Moong  (86%);  99.50%  area  of Oilseeds  majorly  in  Rapeseed  &amp;  Mustard  (100%);  92.43%  area  of  Shri  Anna  cum  Coarse  Cereals majorly in Jowar (96.97%), 47.89% area of Rice and 94.00% area of Wheat has been harvested for Rabi crops 2025-26.","As On 24.04.2026, 92.62% Of Area Has Been Harvested For Rabi Crops All Over  India. Approximately 99.58%  Area  Of  Pulses  Mainly  In  Gram  (100%),  Urdbean  (99%)  &Amp;  Moong  (86%);  99.50%  Area  Of Oilseeds  Majorly  In  Rapeseed  &Amp;  Mustard  (100%);  92.43%  Area  Of  Shri  Anna  Cum  Coarse  Cereals Majorly In Jowar (96.97%), 47.89% Area Of Rice And 94.00% Area Of Wheat Has Been Harvested For Rabi Crops 2025-26",,,,,,"As on 24.04.2026, 92.62% of area has been harvested for Rabi crops all over India. Approximately 99.58% area of Pulses mainly in Gram (100%), Urdbean (99%) &amp; Moong (86%); 99.50% area of Oilseeds majorly in Rapeseed &amp; Mustard (100%); 92.43% area of Shri Anna cum Coarse Cereals majorly in Jowar (96.97%), 47.89% area of Rice and 94.00% area of Wheat has been harvested for Rabi crops 2025-26.",Minutes of the meeting of CWWG as on 27.04.2026.pdf,1,Minutes of the meeting of CWWG as on 27.04.2026_p1_c2,0.9,VERIFIED,rule_based
2026-04-27,,Rice,Tamil Nadu,Pest Incidence,Harvesting,,,Rice in Tamil Nadu has 88% harvested.,Rice In Tamil Nadu Has 88% Harvested,,,,,,Rice in Tamil Nadu has 88% harvested.,Minutes of the meeting of CWWG as on 27.04.2026.pdf,1,Minutes of the meeting of CWWG as on 27.04.2026_p1_c11,0.9,VERIFIED,rule_based
2026-04-27,,Rice,Kerala,Pest Incidence,Harvesting,,,Rice in Kerala has 95% harvested.,Rice In Kerala Has 95% Harvested,,,,,,Rice in Kerala has 95% harvested.,Minutes of the meeting of CWWG as on 27.04.2026.pdf,1,Minutes of the meeting of CWWG as on 27.04.2026_p1_c12,0.9,VERIFIED,rule_based
2026-04-27,,Rice,Tripura,Pest Incidence,Harvesting,,,Rice in Tripura has 60% harvested.,Rice In Tripura Has 60% Harvested,,,,,,Rice in Tripura has 60% harvested.,Minutes of the meeting of CWWG as on 27.04.2026.pdf,1,Minutes of the meeting of CWWG as on 27.04.2026_p1_c13,0.9,VERIFIED,rule_based
2026-04-27,,Rice,Andhra Pradesh,Pest Incidence,Harvesting,,,Rice in Andhra Pradesh has 45% harvested.,Rice In Andhra Pradesh Has 45% Harvested,,,,,,Rice in Andhra Pradesh has 45% harvested.,Minutes of the meeting of CWWG as on 27.04.2026.pdf,1,Minutes of the meeting of CWWG as on 27.04.2026_p1_c14,0.9,VERIFIED,rule_based
2026-04-27,,Rice,Telangana,Pest Incidence,Harvesting,,,Rice in Telangana has 25% harvested.,Rice In Telangana Has 25% Harvested,,,,,,Rice in Telangana has 25% harvested.,Minutes of the meeting of CWWG as on 27.04.2026.pdf,1,Minutes of the meeting of CWWG as on 27.04.2026_p1_c15,0.9,VERIFIED,rule_based
2026-05-04,,Rice,All India,Sowing Progress,Sowing,," As on May 01, 2026, the area sown under summer crops is 81.60 lakh ha as compared to 79.00 lakh ha during the corresponding period of last year.  Of this, area of 31.05 lakh ha has been sown under Rice this year.
-",,,,,,,," As on May 01, 2026, the area sown under summer crops is 81.60 lakh ha as compared to 79.00 lakh ha during the corresponding period of last year. Of this, area of 31.05 lakh ha has been sown under Rice this year.
-",Minutes of the meeting of CWWG as on 04.05.2026.pdf,1,Minutes of the meeting of CWWG as on 04.05.2026_p1_c1,0.9,VERIFIED,rule_based
2026-05-04,,Rice,All India,Pest Incidence,Harvesting,,,"As on 01.05.2026, 95.25% of area has been harvested for Rabi crops all over India. 100% area of Pulses has been completed; 99.87% area of Oilseeds majorly in Rapeseed &amp; Mustard (100%); 96.22% area of Shri Anna cum Coarse Cereals majorly in Jowar (98.86%), 59.32% area of Rice and 97.00% area of Wheat has been harvested for rabi crops 2025-26.","As On 01.05.2026, 95.25% Of Area Has Been Harvested For Rabi Crops All Over India. 100% Area Of Pulses Has Been Completed; 99.87% Area Of Oilseeds Majorly In Rapeseed &Amp; Mustard (100%); 96.22% Area Of Shri Anna Cum Coarse Cereals Majorly In Jowar (98.86%), 59.32% Area Of Rice And 97.00% Area Of Wheat Has Been Harvested For Rabi Crops 2025-26",,,,,,"As on 01.05.2026, 95.25% of area has been harvested for Rabi crops all over India. 100% area of Pulses has been completed; 99.87% area of Oilseeds majorly in Rapeseed &amp; Mustard (100%); 96.22% area of Shri Anna cum Coarse Cereals majorly in Jowar (98.86%), 59.32% area of Rice and 97.00% area of Wheat has been harvested for rabi crops 2025-26.",Minutes of the meeting of CWWG as on 04.05.2026.pdf,1,Minutes of the meeting of CWWG as on 04.05.2026_p1_c2,0.9,VERIFIED,rule_based
2026-05-04,,Rice,All India,Pest Incidence,,,,,,,,,,,"b) Fertilizers: The fertilizer supply remains stable across all products.
4. Pests &amp; Diseases : The overall intensity of pests and diseases remained below the Economic Threshold Level.",Minutes of the meeting of CWWG as on 04.05.2026.pdf,1,Minutes of the meeting of CWWG as on 04.05.2026_p1_c3,0.9,VERIFIED,rule_based
2026-05-04,,Rice,Tamil Nadu,Pest Incidence,Harvesting,,,Rice in Tamil Nadu has 88% harvested.,Rice In Tamil Nadu Has 88% Harvested,,,,,,Rice in Tamil Nadu has 88% harvested.,Minutes of the meeting of CWWG as on 04.05.2026.pdf,1,Minutes of the meeting of CWWG as on 04.05.2026_p1_c11,0.9,VERIFIED,rule_based
