Date,Week,Crop,State,Observation Type,Growth Stage,Crop Operation,Sowing Status,Harvest Status,Pest,Disease,Weather,Irrigation,Nutrient Management,Statistics,Evidence,PDF Name,Page,Chunk ID,Confidence,Verification Status,Source Method
2026-04-06,,Green Gram (Moong),West Bengal,Pest Incidence,Harvesting,,,Green Gram (Moong) in West Bengal has 90% harvested.,Green Gram (Moong) In West Bengal Has 90% Harvested,,,,,,Green Gram (Moong) in West Bengal has 90% harvested.,Minutes of the meeting of CWWG as on 06.04.2026.pdf,1,Minutes of the meeting of CWWG as on 06.04.2026_p1_c44,0.9,VERIFIED,rule_based
2026-04-06,,Green Gram (Moong),Bihar,Pest Incidence,Harvesting,,,Green Gram (Moong) in Bihar has 40% harvested.,Green Gram (Moong) In Bihar Has 40% Harvested,,,,,,Green Gram (Moong) in Bihar has 40% harvested.,Minutes of the meeting of CWWG as on 06.04.2026.pdf,1,Minutes of the meeting of CWWG as on 06.04.2026_p1_c45,0.9,VERIFIED,rule_based
2026-04-13,,Green Gram (Moong),Telangana,Harvest Progress,Harvesting,,,"| 3        | Pulses                     |              140.42 |                         139.55 |              91.00 | Overall around 91% area has been harvested mainly in Gram (92%), Lentil (82%), Urdbean (94%), Moongbean (71%), etc has already been harvested.                                                                      |",,,,,,,"3 Pulses 140.42 139.55 91.00 Overall around 91% area has been harvested mainly in Gram (92%), Lentil (82%), Urdbean (94%), Moongbean (71%), etc has already been harvested.",Minutes of the meeting of CWWG as on 13.04.2026.pdf,1,Minutes of the meeting of CWWG as on 13.04.2026_p1_c16,0.9,VERIFIED,rule_based
2026-04-13,,Green Gram (Moong),Tamil Nadu,Pest Incidence,Harvesting,,,Green Gram (Moong) in Tamil Nadu has 90% harvested.,Green Gram (Moong) In Tamil Nadu Has 90% Harvested,,,,,,Green Gram (Moong) in Tamil Nadu has 90% harvested.,Minutes of the meeting of CWWG as on 13.04.2026.pdf,1,Minutes of the meeting of CWWG as on 13.04.2026_p1_c36,0.9,VERIFIED,rule_based
2026-04-13,,Green Gram (Moong),Andhra Pradesh,Pest Incidence,Harvesting,,,Green Gram (Moong) in Andhra Pradesh has 85% harvested.,Green Gram (Moong) In Andhra Pradesh Has 85% Harvested,,,,,,Green Gram (Moong) in Andhra Pradesh has 85% harvested.,Minutes of the meeting of CWWG as on 13.04.2026.pdf,1,Minutes of the meeting of CWWG as on 13.04.2026_p1_c37,0.9,VERIFIED,rule_based
2026-04-13,,Green Gram (Moong),Chhattisgarh,Pest Incidence,Harvesting,,,Green Gram (Moong) in Chhattisgarh has 10% harvested.,Green Gram (Moong) In Chhattisgarh Has 10% Harvested,,,,,,Green Gram (Moong) in Chhattisgarh has 10% harvested.,Minutes of the meeting of CWWG as on 13.04.2026.pdf,1,Minutes of the meeting of CWWG as on 13.04.2026_p1_c38,0.9,VERIFIED,rule_based
2026-04-20,,Green Gram (Moong),Telangana,Harvest Progress,Harvesting,,,"| 3        | Pulses                     | 140.42              |                          139.55 |              97.00 | Overall around 97% area has been harvested mainly in Gram (98%), Lentil (94%), Urdbean (98%), Moongbean (82%), etc has already been harvested.                                             |",,,,,,,"3 Pulses 140.42 139.55 97.00 Overall around 97% area has been harvested mainly in Gram (98%), Lentil (94%), Urdbean (98%), Moongbean (82%), etc has already been harvested.",Minutes of the meeting of CWWG as on 20.04.2026.pdf,1,Minutes of the meeting of CWWG as on 20.04.2026_p1_c15,0.9,VERIFIED,rule_based
2026-04-20,,Green Gram (Moong),Andhra Pradesh,Pest Incidence,Harvesting,,,Green Gram (Moong) is 100% harvested in Andhra Pradesh.,Green Gram (Moong) Is 100% Harvested In Andhra Pradesh,,,,,,Green Gram (Moong) is 100% harvested in Andhra Pradesh.,Minutes of the meeting of CWWG as on 20.04.2026.pdf,1,Minutes of the meeting of CWWG as on 20.04.2026_p1_c35,0.9,VERIFIED,rule_based
2026-04-20,,Green Gram (Moong),Tamil Nadu,Pest Incidence,Harvesting,,,Green Gram (Moong) is 100% harvested in Tamil Nadu.,Green Gram (Moong) Is 100% Harvested In Tamil Nadu,,,,,,Green Gram (Moong) is 100% harvested in Tamil Nadu.,Minutes of the meeting of CWWG as on 20.04.2026.pdf,1,Minutes of the meeting of CWWG as on 20.04.2026_p1_c36,0.9,VERIFIED,rule_based
2026-04-20,,Green Gram (Moong),Chhattisgarh,Pest Incidence,Harvesting,,,Green Gram (Moong) in Chhattisgarh has 10% harvested.,Green Gram (Moong) In Chhattisgarh Has 10% Harvested,,,,,,Green Gram (Moong) in Chhattisgarh has 10% harvested.,Minutes of the meeting of CWWG as on 20.04.2026.pdf,1,Minutes of the meeting of CWWG as on 20.04.2026_p1_c37,0.9,VERIFIED,rule_based
2026-04-27,,Green Gram (Moong),Telangana,Harvest Progress,Harvesting,,,"| 3        | Pulses                     |              140.42 |                         139.55 |              99.58 | Overall around 97% area has been harvested mainly in Gram (98%), Lentil (94%), Urdbean (98%), Moongbean (82%), etc has already been harvested.                                            |",,,,,,,"3 Pulses 140.42 139.55 99.58 Overall around 97% area has been harvested mainly in Gram (98%), Lentil (94%), Urdbean (98%), Moongbean (82%), etc has already been harvested.",Minutes of the meeting of CWWG as on 27.04.2026.pdf,1,Minutes of the meeting of CWWG as on 27.04.2026_p1_c16,0.9,VERIFIED,rule_based
2026-04-27,,Green Gram (Moong),Andhra Pradesh,Pest Incidence,Harvesting,,,Green Gram (Moong) is 100% harvested in Andhra Pradesh.,Green Gram (Moong) Is 100% Harvested In Andhra Pradesh,,,,,,Green Gram (Moong) is 100% harvested in Andhra Pradesh.,Minutes of the meeting of CWWG as on 27.04.2026.pdf,1,Minutes of the meeting of CWWG as on 27.04.2026_p1_c36,0.9,VERIFIED,rule_based
2026-04-27,,Green Gram (Moong),Tamil Nadu,Pest Incidence,Harvesting,,,Green Gram (Moong) is 100% harvested in Tamil Nadu.,Green Gram (Moong) Is 100% Harvested In Tamil Nadu,,,,,,Green Gram (Moong) is 100% harvested in Tamil Nadu.,Minutes of the meeting of CWWG as on 27.04.2026.pdf,1,Minutes of the meeting of CWWG as on 27.04.2026_p1_c37,0.9,VERIFIED,rule_based
2026-04-27,,Green Gram (Moong),Chhattisgarh,Pest Incidence,Harvesting,,,Green Gram (Moong) in Chhattisgarh has 10% harvested.,Green Gram (Moong) In Chhattisgarh Has 10% Harvested,,,,,,Green Gram (Moong) in Chhattisgarh has 10% harvested.,Minutes of the meeting of CWWG as on 27.04.2026.pdf,1,Minutes of the meeting of CWWG as on 27.04.2026_p1_c38,0.9,VERIFIED,rule_based
