Date,Observation,Evidence
2026-04-20,Harvesting Stage | Bengal Gram (Gram/Chickpea) Is 100% Harvested In Gujarat observed | Harvest: Bengal Gram (Gram/Chickpea) is 100% harvested in Gujarat.,Minutes of the meeting of CWWG as on 20.04.2026_p1_c18
2026-04-20,Harvesting Stage | Bengal Gram (Gram/Chickpea) Is 100% Harvested In Rajasthan observed | Harvest: Bengal Gram (Gram/Chickpea) is 100% harvested in Rajasthan.,Minutes of the meeting of CWWG as on 20.04.2026_p1_c19
2026-04-20,Harvesting Stage | Bengal Gram (Gram/Chickpea) Is 100% Harvested In West Bengal observed | Harvest: Bengal Gram (Gram/Chickpea) is 100% harvested in West Bengal.,Minutes of the meeting of CWWG as on 20.04.2026_p1_c20
2026-04-20,Harvesting Stage | Bengal Gram (Gram/Chickpea) Is 100% Harvested In Chhattisgarh observed | Harvest: Bengal Gram (Gram/Chickpea) is 100% harvested in Chhattisgarh.,Minutes of the meeting of CWWG as on 20.04.2026_p1_c21
2026-04-20,Harvesting Stage | Bengal Gram (Gram/Chickpea) Is 100% Harvested In Telangana observed | Harvest: Bengal Gram (Gram/Chickpea) is 100% harvested in Telangana.,Minutes of the meeting of CWWG as on 20.04.2026_p1_c22
2026-04-20,Harvesting Stage | Bengal Gram (Gram/Chickpea) In Karnataka Has 95% Harvested observed | Harvest: Bengal Gram (Gram/Chickpea) in Karnataka has 95% harvested.,Minutes of the meeting of CWWG as on 20.04.2026_p1_c23
2026-04-20,Harvesting Stage | Bengal Gram (Gram/Chickpea) In Madhya Pradesh Has 90% Harvested observed | Harvest: Bengal Gram (Gram/Chickpea) in Madhya Pradesh has 90% harvested.,Minutes of the meeting of CWWG as on 20.04.2026_p1_c24
2026-04-20,Harvesting Stage | Bengal Gram (Gram/Chickpea) In Uttar Pradesh Has 98% Harvested observed | Harvest: Bengal Gram (Gram/Chickpea) in Uttar Pradesh has 98% harvested.,Minutes of the meeting of CWWG as on 20.04.2026_p1_c25
2026-04-27,Harvesting Stage | Bengal Gram (Gram/Chickpea) Is 100% Harvested In Maharashtra observed | Harvest: Bengal Gram (Gram/Chickpea) is 100% harvested in Maharashtra.,Minutes of the meeting of CWWG as on 27.04.2026_p1_c17
2026-04-27,Harvesting Stage | Bengal Gram (Gram/Chickpea) Is 100% Harvested In Andhra Pradesh observed | Harvest: Bengal Gram (Gram/Chickpea) is 100% harvested in Andhra Pradesh.,Minutes of the meeting of CWWG as on 27.04.2026_p1_c18
2026-04-27,Harvesting Stage | Bengal Gram (Gram/Chickpea) Is 100% Harvested In Gujarat observed | Harvest: Bengal Gram (Gram/Chickpea) is 100% harvested in Gujarat.,Minutes of the meeting of CWWG as on 27.04.2026_p1_c19
2026-04-27,Harvesting Stage | Bengal Gram (Gram/Chickpea) Is 100% Harvested In Rajasthan observed | Harvest: Bengal Gram (Gram/Chickpea) is 100% harvested in Rajasthan.,Minutes of the meeting of CWWG as on 27.04.2026_p1_c20
2026-04-27,Harvesting Stage | Bengal Gram (Gram/Chickpea) Is 100% Harvested In West Bengal observed | Harvest: Bengal Gram (Gram/Chickpea) is 100% harvested in West Bengal.,Minutes of the meeting of CWWG as on 27.04.2026_p1_c21
2026-04-27,Harvesting Stage | Bengal Gram (Gram/Chickpea) Is 100% Harvested In Chhattisgarh observed | Harvest: Bengal Gram (Gram/Chickpea) is 100% harvested in Chhattisgarh.,Minutes of the meeting of CWWG as on 27.04.2026_p1_c22
2026-04-27,Harvesting Stage | Bengal Gram (Gram/Chickpea) Is 100% Harvested In Telangana observed | Harvest: Bengal Gram (Gram/Chickpea) is 100% harvested in Telangana.,Minutes of the meeting of CWWG as on 27.04.2026_p1_c23
2026-04-27,Harvesting Stage | Bengal Gram (Gram/Chickpea) In Karnataka Has 95% Harvested observed | Harvest: Bengal Gram (Gram/Chickpea) in Karnataka has 95% harvested.,Minutes of the meeting of CWWG as on 27.04.2026_p1_c24
2026-04-27,Harvesting Stage | Bengal Gram (Gram/Chickpea) In Madhya Pradesh Has 90% Harvested observed | Harvest: Bengal Gram (Gram/Chickpea) in Madhya Pradesh has 90% harvested.,Minutes of the meeting of CWWG as on 27.04.2026_p1_c25
2026-04-27,Harvesting Stage | Bengal Gram (Gram/Chickpea) In Uttar Pradesh Has 98% Harvested observed | Harvest: Bengal Gram (Gram/Chickpea) in Uttar Pradesh has 98% harvested.,Minutes of the meeting of CWWG as on 27.04.2026_p1_c26
