Date,Week,Crop,State,Observation Type,Growth Stage,Crop Operation,Sowing Status,Harvest Status,Pest,Disease,Weather,Irrigation,Nutrient Management,Statistics,Evidence,PDF Name,Page,Chunk ID,Confidence,Verification Status,Source Method
2026-04-06,,Groundnut,Karnataka,Pest Incidence,Harvesting,,,Groundnut in Karnataka has 92% harvested.,Groundnut In Karnataka Has 92% Harvested,,,,,,Groundnut in Karnataka has 92% harvested.,Minutes of the meeting of CWWG as on 06.04.2026.pdf,1,Minutes of the meeting of CWWG as on 06.04.2026_p1_c85,0.9,VERIFIED,rule_based
2026-04-06,,Groundnut,Andhra Pradesh,Pest Incidence,Harvesting,,,Groundnut in Andhra Pradesh has 36% harvested.,Groundnut In Andhra Pradesh Has 36% Harvested,,,,,,Groundnut in Andhra Pradesh has 36% harvested.,Minutes of the meeting of CWWG as on 06.04.2026.pdf,1,Minutes of the meeting of CWWG as on 06.04.2026_p1_c86,0.9,VERIFIED,rule_based
2026-04-06,,Groundnut,Telangana,Pest Incidence,Harvesting,,,Groundnut in Telangana has 14% harvested.,Groundnut In Telangana Has 14% Harvested,,,,,,Groundnut in Telangana has 14% harvested.,Minutes of the meeting of CWWG as on 06.04.2026.pdf,1,Minutes of the meeting of CWWG as on 06.04.2026_p1_c87,0.9,VERIFIED,rule_based
2026-04-13,,Groundnut,Madhya Pradesh,Harvest Progress,Harvesting,,,"| 5        | Oilseeds                   |               86.78 |                          97.19 |              97.63 | Overall around 98% area has been harvested mainly in Rapeseed & Mustard (99.99%), Groundnut (45%), Safflower (83%), Sunflower (89%), Linseed (99%), etc has already been harvested.                                 |",,,,,,,"5 Oilseeds 86.78 97.19 97.63 Overall around 98% area has been harvested mainly in Rapeseed & Mustard (99.99%), Groundnut (45%), Safflower (83%), Sunflower (89%), Linseed (99%), etc has already been harvested.",Minutes of the meeting of CWWG as on 13.04.2026.pdf,1,Minutes of the meeting of CWWG as on 13.04.2026_p1_c58,0.9,VERIFIED,rule_based
2026-04-13,,Groundnut,Telangana,Pest Incidence,Harvesting,,,Groundnut in Telangana has 90% harvested.,Groundnut In Telangana Has 90% Harvested,,,,,,Groundnut in Telangana has 90% harvested.,Minutes of the meeting of CWWG as on 13.04.2026.pdf,1,Minutes of the meeting of CWWG as on 13.04.2026_p1_c60,0.9,VERIFIED,rule_based
2026-04-13,,Groundnut,Tamil Nadu,Pest Incidence,Harvesting,,,Groundnut in Tamil Nadu has 55% harvested.,Groundnut In Tamil Nadu Has 55% Harvested,,,,,,Groundnut in Tamil Nadu has 55% harvested.,Minutes of the meeting of CWWG as on 13.04.2026.pdf,1,Minutes of the meeting of CWWG as on 13.04.2026_p1_c61,0.9,VERIFIED,rule_based
2026-04-13,,Groundnut,Andhra Pradesh,Pest Incidence,Harvesting,,,Groundnut in Andhra Pradesh has 35% harvested.,Groundnut In Andhra Pradesh Has 35% Harvested,,,,,,Groundnut in Andhra Pradesh has 35% harvested.,Minutes of the meeting of CWWG as on 13.04.2026.pdf,1,Minutes of the meeting of CWWG as on 13.04.2026_p1_c62,0.9,VERIFIED,rule_based
2026-04-13,,Groundnut,Karnataka,Pest Incidence,Harvesting,,,Groundnut in Karnataka has 20% harvested.,Groundnut In Karnataka Has 20% Harvested,,,,,,Groundnut in Karnataka has 20% harvested.,Minutes of the meeting of CWWG as on 13.04.2026.pdf,1,Minutes of the meeting of CWWG as on 13.04.2026_p1_c63,0.9,VERIFIED,rule_based
2026-04-13,,Groundnut,Karnataka,Pest Incidence,Harvesting,,,Groundnut in Karnataka has 92% harvested.,Groundnut In Karnataka Has 92% Harvested,,,,,,Groundnut in Karnataka has 92% harvested.,Minutes of the meeting of CWWG as on 13.04.2026.pdf,1,Minutes of the meeting of CWWG as on 13.04.2026_p1_c64,0.9,VERIFIED,rule_based
2026-04-13,,Groundnut,Andhra Pradesh,Pest Incidence,Harvesting,,,Groundnut in Andhra Pradesh has 47% harvested.,Groundnut In Andhra Pradesh Has 47% Harvested,,,,,,Groundnut in Andhra Pradesh has 47% harvested.,Minutes of the meeting of CWWG as on 13.04.2026.pdf,1,Minutes of the meeting of CWWG as on 13.04.2026_p1_c65,0.9,VERIFIED,rule_based
2026-04-13,,Groundnut,Telangana,Pest Incidence,Harvesting,,,Groundnut in Telangana has 30% harvested.,Groundnut In Telangana Has 30% Harvested,,,,,,Groundnut in Telangana has 30% harvested.,Minutes of the meeting of CWWG as on 13.04.2026.pdf,1,Minutes of the meeting of CWWG as on 13.04.2026_p1_c66,0.9,VERIFIED,rule_based
2026-04-20,,Groundnut,Madhya Pradesh,Area Coverage,,,,,,,,,,(Area in lakh ha.),(Area in lakh ha.),Minutes of the meeting of CWWG as on 20.04.2026.pdf,1,Minutes of the meeting of CWWG as on 20.04.2026_p1_c58,0.7,VERIFIED,rule_based
2026-04-20,,Groundnut,Madhya Pradesh,Harvest Progress,Harvesting,,,"| 5   | Oilseeds           |   86.78 |   97.19 |   98.41 | Overall around 98% area has been harvested mainly in Rapeseed & Mustard (100%), Groundnut (45%), Safflower (83%), Sunflower (89%), Linseed (99%), etc has already been harvested.   |",,,,,,,"5 Oilseeds 86.78 97.19 98.41 Overall around 98% area has been harvested mainly in Rapeseed & Mustard (100%), Groundnut (45%), Safflower (83%), Sunflower (89%), Linseed (99%), etc has already been harvested.",Minutes of the meeting of CWWG as on 20.04.2026.pdf,1,Minutes of the meeting of CWWG as on 20.04.2026_p1_c59,0.9,VERIFIED,rule_based
2026-04-20,,Groundnut,Madhya Pradesh,Harvest Progress,Harvesting,,,"|-----|--------------------|---------|---------|---------|-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|
| a   | Rapeseed & Mustard |   79.17 |   89.36 |  100.00 | 100% harvested in all states.                                                                                                                                                       |",,,,,,,----- -------------------- --------- --------- --------- ------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------- a Rapeseed & Mustard 79.17 89.36 100.00 100% harvested in all states.,Minutes of the meeting of CWWG as on 20.04.2026.pdf,1,Minutes of the meeting of CWWG as on 20.04.2026_p1_c60,0.9,VERIFIED,rule_based
2026-04-20,,Groundnut,Bihar,Pest Incidence,Harvesting,,,Groundnut is 100% harvested in Bihar.,Groundnut Is 100% Harvested In Bihar,,,,,,Groundnut is 100% harvested in Bihar.,Minutes of the meeting of CWWG as on 20.04.2026.pdf,1,Minutes of the meeting of CWWG as on 20.04.2026_p1_c61,0.9,VERIFIED,rule_based
2026-04-20,,Groundnut,Telangana,Pest Incidence,Harvesting,,,Groundnut is 100% harvested in Telangana.,Groundnut Is 100% Harvested In Telangana,,,,,,Groundnut is 100% harvested in Telangana.,Minutes of the meeting of CWWG as on 20.04.2026.pdf,1,Minutes of the meeting of CWWG as on 20.04.2026_p1_c62,0.9,VERIFIED,rule_based
2026-04-20,,Groundnut,Tamil Nadu,Pest Incidence,Harvesting,,,Groundnut in Tamil Nadu has 64% harvested.,Groundnut In Tamil Nadu Has 64% Harvested,,,,,,Groundnut in Tamil Nadu has 64% harvested.,Minutes of the meeting of CWWG as on 20.04.2026.pdf,1,Minutes of the meeting of CWWG as on 20.04.2026_p1_c63,0.9,VERIFIED,rule_based
2026-04-20,,Groundnut,Andhra Pradesh,Pest Incidence,Harvesting,,,Groundnut in Andhra Pradesh has 50% harvested.,Groundnut In Andhra Pradesh Has 50% Harvested,,,,,,Groundnut in Andhra Pradesh has 50% harvested.,Minutes of the meeting of CWWG as on 20.04.2026.pdf,1,Minutes of the meeting of CWWG as on 20.04.2026_p1_c64,0.9,VERIFIED,rule_based
2026-04-20,,Groundnut,Karnataka,Pest Incidence,Harvesting,,,Groundnut in Karnataka has 50% harvested.,Groundnut In Karnataka Has 50% Harvested,,,,,,Groundnut in Karnataka has 50% harvested.,Minutes of the meeting of CWWG as on 20.04.2026.pdf,1,Minutes of the meeting of CWWG as on 20.04.2026_p1_c65,0.9,VERIFIED,rule_based
2026-04-20,,Groundnut,Karnataka,Pest Incidence,Harvesting,,,Groundnut is 100% harvested in Karnataka.,Groundnut Is 100% Harvested In Karnataka,,,,,,Groundnut is 100% harvested in Karnataka.,Minutes of the meeting of CWWG as on 20.04.2026.pdf,1,Minutes of the meeting of CWWG as on 20.04.2026_p1_c66,0.9,VERIFIED,rule_based
2026-04-20,,Groundnut,Maharashtra,Pest Incidence,Harvesting,,,Groundnut is 100% harvested in Maharashtra.,Groundnut Is 100% Harvested In Maharashtra,,,,,,Groundnut is 100% harvested in Maharashtra.,Minutes of the meeting of CWWG as on 20.04.2026.pdf,1,Minutes of the meeting of CWWG as on 20.04.2026_p1_c67,0.9,VERIFIED,rule_based
2026-04-20,,Groundnut,Andhra Pradesh,Pest Incidence,Harvesting,,,Groundnut in Andhra Pradesh has 70% harvested.,Groundnut In Andhra Pradesh Has 70% Harvested,,,,,,Groundnut in Andhra Pradesh has 70% harvested.,Minutes of the meeting of CWWG as on 20.04.2026.pdf,1,Minutes of the meeting of CWWG as on 20.04.2026_p1_c68,0.9,VERIFIED,rule_based
2026-04-20,,Groundnut,Telangana,Pest Incidence,Harvesting,,,Groundnut in Telangana has 50% harvested.,Groundnut In Telangana Has 50% Harvested,,,,,,Groundnut in Telangana has 50% harvested.,Minutes of the meeting of CWWG as on 20.04.2026.pdf,1,Minutes of the meeting of CWWG as on 20.04.2026_p1_c69,0.9,VERIFIED,rule_based
2026-04-27,,Groundnut,Uttar Pradesh,Harvest Progress,Harvesting,,,"| 5        | Oilseeds                   |               86.78 |                          97.19 |              99.50 | Overall around 98% area has been harvested mainly in Rapeseed & Mustard (100%), Groundnut (45%), Safflower (83%), Sunflower (89%), Linseed (99%), etc has already been harvested.         |",,,,,,,"5 Oilseeds 86.78 97.19 99.50 Overall around 98% area has been harvested mainly in Rapeseed & Mustard (100%), Groundnut (45%), Safflower (83%), Sunflower (89%), Linseed (99%), etc has already been harvested.",Minutes of the meeting of CWWG as on 27.04.2026.pdf,1,Minutes of the meeting of CWWG as on 27.04.2026_p1_c60,0.9,VERIFIED,rule_based
2026-04-27,,Groundnut,Uttar Pradesh,Harvest Progress,Harvesting,,,| a        | Rapeseed & Mustard         |               79.17 |                          89.36 |             100.00 | 100% harvested in all states.                                                                                                                                                             |,,,,,,,a Rapeseed & Mustard 79.17 89.36 100.00 100% harvested in all states.,Minutes of the meeting of CWWG as on 27.04.2026.pdf,1,Minutes of the meeting of CWWG as on 27.04.2026_p1_c61,0.9,VERIFIED,rule_based
2026-04-27,,Groundnut,Bihar,Pest Incidence,Harvesting,,,Groundnut is 100% harvested in Bihar.,Groundnut Is 100% Harvested In Bihar,,,,,,Groundnut is 100% harvested in Bihar.,Minutes of the meeting of CWWG as on 27.04.2026.pdf,1,Minutes of the meeting of CWWG as on 27.04.2026_p1_c62,0.9,VERIFIED,rule_based
2026-04-27,,Groundnut,Tamil Nadu,Pest Incidence,Harvesting,,,Groundnut in Tamil Nadu has 75% harvested.,Groundnut In Tamil Nadu Has 75% Harvested,,,,,,Groundnut in Tamil Nadu has 75% harvested.,Minutes of the meeting of CWWG as on 27.04.2026.pdf,1,Minutes of the meeting of CWWG as on 27.04.2026_p1_c63,0.9,VERIFIED,rule_based
2026-04-27,,Groundnut,Andhra Pradesh,Pest Incidence,Harvesting,,,Groundnut in Andhra Pradesh has 90% harvested.,Groundnut In Andhra Pradesh Has 90% Harvested,,,,,,Groundnut in Andhra Pradesh has 90% harvested.,Minutes of the meeting of CWWG as on 27.04.2026.pdf,1,Minutes of the meeting of CWWG as on 27.04.2026_p1_c64,0.9,VERIFIED,rule_based
2026-04-27,,Groundnut,Karnataka,Pest Incidence,Harvesting,,,Groundnut in Karnataka has 90% harvested.,Groundnut In Karnataka Has 90% Harvested,,,,,,Groundnut in Karnataka has 90% harvested.,Minutes of the meeting of CWWG as on 27.04.2026.pdf,1,Minutes of the meeting of CWWG as on 27.04.2026_p1_c65,0.9,VERIFIED,rule_based
2026-04-27,,Groundnut,Karnataka,Harvest Progress,Harvesting,,,"|    |                |        |        |        | already been harvested.                                                                                                                                                                 |
|----|----------------|--------|--------|--------|-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|",,,,,,,already been harvested. ---- ---------------- -------- -------- -------- -----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------,Minutes of the meeting of CWWG as on 27.04.2026.pdf,1,Minutes of the meeting of CWWG as on 27.04.2026_p1_c66,0.9,VERIFIED,rule_based
2026-04-27,,Groundnut,Telangana,Pest Incidence,Harvesting,,,Groundnut is 100% harvested in Telangana.,Groundnut Is 100% Harvested In Telangana,,,,,,Groundnut is 100% harvested in Telangana.,Minutes of the meeting of CWWG as on 27.04.2026.pdf,1,Minutes of the meeting of CWWG as on 27.04.2026_p1_c67,0.9,VERIFIED,rule_based
2026-05-04,,Groundnut,Uttar Pradesh,Harvest Progress,Harvesting,,,"| 5   | Oilseeds           |   86.78 |   97.19 |   99.87 | Overall around 98% area has been harvested mainly in Rapeseed & Mustard (100%), Groundnut (45%), Safflower (83%), Sunflower (89%), Linseed (99%), etc has already been harvested.   |",,,,,,,"5 Oilseeds 86.78 97.19 99.87 Overall around 98% area has been harvested mainly in Rapeseed & Mustard (100%), Groundnut (45%), Safflower (83%), Sunflower (89%), Linseed (99%), etc has already been harvested.",Minutes of the meeting of CWWG as on 04.05.2026.pdf,1,Minutes of the meeting of CWWG as on 04.05.2026_p1_c38,0.9,VERIFIED,rule_based
2026-05-04,,Groundnut,Uttar Pradesh,Harvest Progress,Harvesting,,,"|-----|--------------------|---------|---------|---------|-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|
| a   | Rapeseed & Mustard |   79.17 |   89.36 |  100.00 | 100% harvested in all states.                                                                                                                                                       |",,,,,,,----- -------------------- --------- --------- --------- ------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------- a Rapeseed & Mustard 79.17 89.36 100.00 100% harvested in all states.,Minutes of the meeting of CWWG as on 04.05.2026.pdf,1,Minutes of the meeting of CWWG as on 04.05.2026_p1_c39,0.9,VERIFIED,rule_based
2026-05-04,,Groundnut,Odisha,Pest Incidence,Harvesting,,,Groundnut is 100% harvested in Odisha.,Groundnut Is 100% Harvested In Odisha,,,,,,Groundnut is 100% harvested in Odisha.,Minutes of the meeting of CWWG as on 04.05.2026.pdf,1,Minutes of the meeting of CWWG as on 04.05.2026_p1_c40,0.9,VERIFIED,rule_based
2026-05-04,,Groundnut,Karnataka,Pest Incidence,Harvesting,,,Groundnut is 100% harvested in Karnataka.,Groundnut Is 100% Harvested In Karnataka,,,,,,Groundnut is 100% harvested in Karnataka.,Minutes of the meeting of CWWG as on 04.05.2026.pdf,1,Minutes of the meeting of CWWG as on 04.05.2026_p1_c41,0.9,VERIFIED,rule_based
2026-05-04,,Groundnut,Andhra Pradesh,Pest Incidence,Harvesting,,,Groundnut is 100% harvested in Andhra Pradesh.,Groundnut Is 100% Harvested In Andhra Pradesh,,,,,,Groundnut is 100% harvested in Andhra Pradesh.,Minutes of the meeting of CWWG as on 04.05.2026.pdf,1,Minutes of the meeting of CWWG as on 04.05.2026_p1_c42,0.9,VERIFIED,rule_based
2026-05-04,,Groundnut,Kerala,Pest Incidence,Harvesting,,,Groundnut is 100% harvested in Kerala.,Groundnut Is 100% Harvested In Kerala,,,,,,Groundnut is 100% harvested in Kerala.,Minutes of the meeting of CWWG as on 04.05.2026.pdf,1,Minutes of the meeting of CWWG as on 04.05.2026_p1_c43,0.9,VERIFIED,rule_based
2026-05-04,,Groundnut,West Bengal,Pest Incidence,Harvesting,,,Groundnut is 100% harvested in West Bengal.,Groundnut Is 100% Harvested In West Bengal,,,,,,Groundnut is 100% harvested in West Bengal.,Minutes of the meeting of CWWG as on 04.05.2026.pdf,1,Minutes of the meeting of CWWG as on 04.05.2026_p1_c44,0.9,VERIFIED,rule_based
2026-05-04,,Groundnut,Bihar,Pest Incidence,Harvesting,,,Groundnut is 100% harvested in Bihar.,Groundnut Is 100% Harvested In Bihar,,,,,,Groundnut is 100% harvested in Bihar.,Minutes of the meeting of CWWG as on 04.05.2026.pdf,1,Minutes of the meeting of CWWG as on 04.05.2026_p1_c45,0.9,VERIFIED,rule_based
2026-05-04,,Groundnut,Telangana,Pest Incidence,Harvesting,,,Groundnut is 100% harvested in Telangana.,Groundnut Is 100% Harvested In Telangana,,,,,,Groundnut is 100% harvested in Telangana.,Minutes of the meeting of CWWG as on 04.05.2026.pdf,1,Minutes of the meeting of CWWG as on 04.05.2026_p1_c46,0.9,VERIFIED,rule_based
2026-05-04,,Groundnut,Tamil Nadu,Pest Incidence,Harvesting,,,Groundnut in Tamil Nadu has 90% harvested.,Groundnut In Tamil Nadu Has 90% Harvested,,,,,,Groundnut in Tamil Nadu has 90% harvested.,Minutes of the meeting of CWWG as on 04.05.2026.pdf,1,Minutes of the meeting of CWWG as on 04.05.2026_p1_c47,0.9,VERIFIED,rule_based
2026-05-11,,Groundnut,Uttar Pradesh,Harvest Progress,Harvesting,,,"| 5        | Oilseeds                   |               86.78 |                           97.19 |              99.87 |                                                                                                                                                         |
| a        | Rapeseed & Mustard         |               79.17 |                           89.36 |             100.00 | 100% harvested in all states.                                                                                                                           |",,,,,,,5 Oilseeds 86.78 97.19 99.87 a Rapeseed & Mustard 79.17 89.36 100.00 100% harvested in all states.,Minutes of the meeting of CWWG as on 11.05.2026.pdf,1,Minutes of the meeting of CWWG as on 11.05.2026_p1_c36,0.9,VERIFIED,rule_based
2026-05-11,,Groundnut,Odisha,Pest Incidence,Harvesting,,,Groundnut is 100% harvested in Odisha.,Groundnut Is 100% Harvested In Odisha,,,,,,Groundnut is 100% harvested in Odisha.,Minutes of the meeting of CWWG as on 11.05.2026.pdf,1,Minutes of the meeting of CWWG as on 11.05.2026_p1_c37,0.9,VERIFIED,rule_based
2026-05-11,,Groundnut,Karnataka,Pest Incidence,Harvesting,,,Groundnut is 100% harvested in Karnataka.,Groundnut Is 100% Harvested In Karnataka,,,,,,Groundnut is 100% harvested in Karnataka.,Minutes of the meeting of CWWG as on 11.05.2026.pdf,1,Minutes of the meeting of CWWG as on 11.05.2026_p1_c38,0.9,VERIFIED,rule_based
2026-05-11,,Groundnut,Andhra Pradesh,Pest Incidence,Harvesting,,,Groundnut is 100% harvested in Andhra Pradesh.,Groundnut Is 100% Harvested In Andhra Pradesh,,,,,,Groundnut is 100% harvested in Andhra Pradesh.,Minutes of the meeting of CWWG as on 11.05.2026.pdf,1,Minutes of the meeting of CWWG as on 11.05.2026_p1_c39,0.9,VERIFIED,rule_based
2026-05-11,,Groundnut,Kerala,Pest Incidence,Harvesting,,,Groundnut is 100% harvested in Kerala.,Groundnut Is 100% Harvested In Kerala,,,,,,Groundnut is 100% harvested in Kerala.,Minutes of the meeting of CWWG as on 11.05.2026.pdf,1,Minutes of the meeting of CWWG as on 11.05.2026_p1_c40,0.9,VERIFIED,rule_based
2026-05-11,,Groundnut,West Bengal,Pest Incidence,Harvesting,,,Groundnut is 100% harvested in West Bengal.,Groundnut Is 100% Harvested In West Bengal,,,,,,Groundnut is 100% harvested in West Bengal.,Minutes of the meeting of CWWG as on 11.05.2026.pdf,1,Minutes of the meeting of CWWG as on 11.05.2026_p1_c41,0.9,VERIFIED,rule_based
2026-05-11,,Groundnut,Bihar,Pest Incidence,Harvesting,,,Groundnut is 100% harvested in Bihar.,Groundnut Is 100% Harvested In Bihar,,,,,,Groundnut is 100% harvested in Bihar.,Minutes of the meeting of CWWG as on 11.05.2026.pdf,1,Minutes of the meeting of CWWG as on 11.05.2026_p1_c42,0.9,VERIFIED,rule_based
2026-05-11,,Groundnut,Telangana,Pest Incidence,Harvesting,,,Groundnut is 100% harvested in Telangana.,Groundnut Is 100% Harvested In Telangana,,,,,,Groundnut is 100% harvested in Telangana.,Minutes of the meeting of CWWG as on 11.05.2026.pdf,1,Minutes of the meeting of CWWG as on 11.05.2026_p1_c43,0.9,VERIFIED,rule_based
2026-05-11,,Groundnut,Tamil Nadu,Pest Incidence,Harvesting,,,Groundnut in Tamil Nadu has 90% harvested.,Groundnut In Tamil Nadu Has 90% Harvested,,,,,,Groundnut in Tamil Nadu has 90% harvested.,Minutes of the meeting of CWWG as on 11.05.2026.pdf,1,Minutes of the meeting of CWWG as on 11.05.2026_p1_c44,0.9,VERIFIED,rule_based
2026-05-11,,Groundnut,Tamil Nadu,Harvest Progress,Harvesting,,,"|    |                |        |        |        | harvested.                                            |
|----|----------------|--------|--------|--------|-------------------------------------------------------|",,,,,,,harvested. ---- ---------------- -------- -------- -------- -------------------------------------------------------,Minutes of the meeting of CWWG as on 11.05.2026.pdf,1,Minutes of the meeting of CWWG as on 11.05.2026_p1_c45,0.9,VERIFIED,rule_based
2026-05-18,,Groundnut,Uttar Pradesh,Harvest Progress,Harvesting,,,"| 5                                                             | Oilseeds                                                      | 86.78                                                         | 97.19                                                         | 99.87                                                         |                                                                                                                                                     |
| a                                                             | Rapeseed & Mustard                                            | 79.17                                                         | 89.36                                                         | 100.00                                                        | 100% harvested in all states.                                                                                                                       |",,,,,,,5 Oilseeds 86.78 97.19 99.87 a Rapeseed & Mustard 79.17 89.36 100.00 100% harvested in all states.,Minutes of the meeting of CWWG as on 18.05.2026.pdf,1,Minutes of the meeting of CWWG as on 18.05.2026_p1_c33,0.9,VERIFIED,rule_based
2026-05-18,,Groundnut,Odisha,Pest Incidence,Harvesting,,,Groundnut is 100% harvested in Odisha.,Groundnut Is 100% Harvested In Odisha,,,,,,Groundnut is 100% harvested in Odisha.,Minutes of the meeting of CWWG as on 18.05.2026.pdf,1,Minutes of the meeting of CWWG as on 18.05.2026_p1_c34,0.9,VERIFIED,rule_based
