Date,Observation,Evidence
2026-05-04,Harvesting Stage | Sorghum (Jowar) Is 100% Harvested In Maharashtra observed | Harvest: Sorghum (Jowar) is 100% harvested in Maharashtra.,Minutes of the meeting of CWWG as on 04.05.2026_p1_c19
2026-05-04,Harvesting Stage | Sorghum (Jowar) Is 100% Harvested In Tamil Nadu observed | Harvest: Sorghum (Jowar) is 100% harvested in Tamil Nadu.,Minutes of the meeting of CWWG as on 04.05.2026_p1_c20
2026-05-04,Harvesting Stage | Sorghum (Jowar) Is 100% Harvested In Gujarat observed | Harvest: Sorghum (Jowar) is 100% harvested in Gujarat.,Minutes of the meeting of CWWG as on 04.05.2026_p1_c21
2026-05-04,Harvesting Stage | Sorghum (Jowar) In Telangana Has 89% Harvested observed | Harvest: Sorghum (Jowar) in Telangana has 89% harvested.,Minutes of the meeting of CWWG as on 04.05.2026_p1_c22
2026-05-04,Harvesting Stage | Sorghum (Jowar) In Andhra Pradesh Has 77% Harvested observed | Harvest: Sorghum (Jowar) in Andhra Pradesh has 77% harvested.,Minutes of the meeting of CWWG as on 04.05.2026_p1_c23
2026-05-11,"Harvesting Stage | Harvest: | 3        | Pulses                     |              140.42 |                          139.55 |             100.00 |                                                                                                                                                         |
| a        | Gram                       |              100.99 |                           96.20 |             100.00 | 100% Harvesting has been completed in all states.                                                                                                       |
| b        | Lentil                     |               15.13 |                           18.12 |             100.00 | 100% Harvesting has been completed in all states.                                                                                                       |
| e        | Urdbean *                  |                6.16 |                            6.06 |             100.00 | 100% Harvesting has been completed in all states.                                                                                                       |
| f        | Moongbean *                |                1.41 |                            0.99 |             100.00 | 100% Harvesting has been completed in all states.                                                                                                       |
| h        | Other Pulses $             |               16.73 |                           20.57 |             100.00 | 100% Harvesting has been completed in all states.                                                                                                       |
| 4        | Shri Anna & Coarse cereals |               55.33 |                           60.93 |              98.02 |                                                                                                                                                         |",Minutes of the meeting of CWWG as on 11.05.2026_p1_c13
2026-05-11,Harvesting Stage | Sorghum (Jowar) Is 100% Harvested In Karnataka observed | Harvest: Sorghum (Jowar) is 100% harvested in Karnataka.,Minutes of the meeting of CWWG as on 11.05.2026_p1_c14
2026-05-11,Harvesting Stage | Sorghum (Jowar) Is 100% Harvested In Maharashtra observed | Harvest: Sorghum (Jowar) is 100% harvested in Maharashtra.,Minutes of the meeting of CWWG as on 11.05.2026_p1_c15
2026-05-11,Harvesting Stage | Sorghum (Jowar) Is 100% Harvested In Tamil Nadu observed | Harvest: Sorghum (Jowar) is 100% harvested in Tamil Nadu.,Minutes of the meeting of CWWG as on 11.05.2026_p1_c16
2026-05-11,Harvesting Stage | Sorghum (Jowar) Is 100% Harvested In Gujarat observed | Harvest: Sorghum (Jowar) is 100% harvested in Gujarat.,Minutes of the meeting of CWWG as on 11.05.2026_p1_c17
2026-05-11,Harvesting Stage | Sorghum (Jowar) In Telangana Has 98% Harvested observed | Harvest: Sorghum (Jowar) in Telangana has 98% harvested.,Minutes of the meeting of CWWG as on 11.05.2026_p1_c18
2026-05-11,Harvesting Stage | Sorghum (Jowar) In Andhra Pradesh Has 96% Harvested observed | Harvest: Sorghum (Jowar) in Andhra Pradesh has 96% harvested.,Minutes of the meeting of CWWG as on 11.05.2026_p1_c19
2026-05-18,"Harvesting Stage | Harvest: | 3                                                             | Pulses                                                        | 140.42                                                        | 139.55                                                        | 100.00                                                        |                                                                                                                                                     |
| a                                                             | Gram                                                          | 100.99                                                        | 96.20                                                         | 100.00                                                        | 100% Harvesting has been completed in all states.                                                                                                   |
| b                                                             | Lentil                                                        | 15.13                                                         | 18.12                                                         | 100.00                                                        | 100% Harvesting has been completed in all states.                                                                                                   |
| e                                                             | Urdbean *                                                     | 6.16                                                          | 6.06                                                          | 100.00                                                        | 100% Harvesting has been completed in all states.                                                                                                   |
| f                                                             | Moongbean *                                                   | 1.41                                                          | 0.99                                                          | 100.00                                                        | 100% Harvesting has been completed in all states.                                                                                                   |
| h                                                             | Other Pulses $                                                | 16.73                                                         | 20.57                                                         | 100.00                                                        | 100% Harvesting has been completed in all states.                                                                                                   |
| 4                                                             | Shri Anna & Coarse cereals                                    | 55.33                                                         | 60.93                                                         | 98.62                                                         |                                                                                                                                                     |",Minutes of the meeting of CWWG as on 18.05.2026_p1_c12
2026-05-18,Harvesting Stage | Sorghum (Jowar) Is 100% Harvested In Karnataka observed | Harvest: Sorghum (Jowar) is 100% harvested in Karnataka.,Minutes of the meeting of CWWG as on 18.05.2026_p1_c13
2026-05-18,Harvesting Stage | Sorghum (Jowar) Is 100% Harvested In Maharashtra observed | Harvest: Sorghum (Jowar) is 100% harvested in Maharashtra.,Minutes of the meeting of CWWG as on 18.05.2026_p1_c14
2026-05-18,Harvesting Stage | Sorghum (Jowar) Is 100% Harvested In Tamil Nadu observed | Harvest: Sorghum (Jowar) is 100% harvested in Tamil Nadu.,Minutes of the meeting of CWWG as on 18.05.2026_p1_c15
2026-05-18,Harvesting Stage | Sorghum (Jowar) Is 100% Harvested In Gujarat observed | Harvest: Sorghum (Jowar) is 100% harvested in Gujarat.,Minutes of the meeting of CWWG as on 18.05.2026_p1_c16
2026-05-18,Harvesting Stage | Sorghum (Jowar) In Telangana Has 98% Harvested observed | Harvest: Sorghum (Jowar) in Telangana has 98% harvested.,Minutes of the meeting of CWWG as on 18.05.2026_p1_c17
2026-05-18,Harvesting Stage | Sorghum (Jowar) In Andhra Pradesh Has 96% Harvested observed | Harvest: Sorghum (Jowar) in Andhra Pradesh has 96% harvested.,Minutes of the meeting of CWWG as on 18.05.2026_p1_c18
