Date,Week,Crop,State,Observation Type,Growth Stage,Crop Operation,Sowing Status,Harvest Status,Pest,Disease,Weather,Irrigation,Nutrient Management,Statistics,Evidence,PDF Name,Page,Chunk ID,Confidence,Verification Status,Source Method
2026-04-06,,Wheat,Madhya Pradesh,Pest Incidence,Harvesting,,,Wheat in Madhya Pradesh has 40% harvested.,Wheat In Madhya Pradesh Has 40% Harvested,,,,,,Wheat in Madhya Pradesh has 40% harvested.,Minutes of the meeting of CWWG as on 06.04.2026.pdf,1,Minutes of the meeting of CWWG as on 06.04.2026_p1_c10,0.9,VERIFIED,rule_based
2026-04-06,,Wheat,Rajasthan,Pest Incidence,Harvesting,,,Wheat in Rajasthan has 50% harvested.,Wheat In Rajasthan Has 50% Harvested,,,,,,Wheat in Rajasthan has 50% harvested.,Minutes of the meeting of CWWG as on 06.04.2026.pdf,1,Minutes of the meeting of CWWG as on 06.04.2026_p1_c11,0.9,VERIFIED,rule_based
2026-04-13,,Wheat,Odisha,Area Coverage,,,,,,,,,,(Area in lakh ha.) ---------- ---------------------------- --------------------- -------------------------------- -------------------- ---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------,(Area in lakh ha.) ---------- ---------------------------- --------------------- -------------------------------- -------------------- ---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------,Minutes of the meeting of CWWG as on 13.04.2026.pdf,1,Minutes of the meeting of CWWG as on 13.04.2026_p1_c5,0.7,VERIFIED,rule_based
2026-04-13,,Wheat,Madhya Pradesh,Pest Incidence,Harvesting,,,Wheat in Madhya Pradesh has 80% harvested.,Wheat In Madhya Pradesh Has 80% Harvested,,,,,,Wheat in Madhya Pradesh has 80% harvested.,Minutes of the meeting of CWWG as on 13.04.2026.pdf,1,Minutes of the meeting of CWWG as on 13.04.2026_p1_c6,0.9,VERIFIED,rule_based
2026-04-13,,Wheat,Punjab,Pest Incidence,Harvesting,,,Wheat in Punjab has 10% harvested.,Wheat In Punjab Has 10% Harvested,,,,,,Wheat in Punjab has 10% harvested.,Minutes of the meeting of CWWG as on 13.04.2026.pdf,1,Minutes of the meeting of CWWG as on 13.04.2026_p1_c7,0.9,VERIFIED,rule_based
2026-04-13,,Wheat,Haryana,Pest Incidence,Harvesting,,,Wheat in Haryana has 45% harvested.,Wheat In Haryana Has 45% Harvested,,,,,,Wheat in Haryana has 45% harvested.,Minutes of the meeting of CWWG as on 13.04.2026.pdf,1,Minutes of the meeting of CWWG as on 13.04.2026_p1_c8,0.9,VERIFIED,rule_based
2026-04-13,,Wheat,Uttar Pradesh,Pest Incidence,Harvesting,,,Wheat in Uttar Pradesh has 65% harvested.,Wheat In Uttar Pradesh Has 65% Harvested,,,,,,Wheat in Uttar Pradesh has 65% harvested.,Minutes of the meeting of CWWG as on 13.04.2026.pdf,1,Minutes of the meeting of CWWG as on 13.04.2026_p1_c9,0.9,VERIFIED,rule_based
2026-04-13,,Wheat,Bihar,Pest Incidence,Harvesting,,,Wheat in Bihar has 40% harvested.,Wheat In Bihar Has 40% Harvested,,,,,,Wheat in Bihar has 40% harvested.,Minutes of the meeting of CWWG as on 13.04.2026.pdf,1,Minutes of the meeting of CWWG as on 13.04.2026_p1_c10,0.9,VERIFIED,rule_based
2026-04-20,,Wheat,Rajasthan,Other,,,,,,,,,,,---------- ---------------------------- --------------------- --------------------------------- -------------------- --------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------,Minutes of the meeting of CWWG as on 20.04.2026.pdf,1,Minutes of the meeting of CWWG as on 20.04.2026_p1_c5,0.7,VERIFIED,rule_based
2026-04-20,,Wheat,Punjab,Pest Incidence,Harvesting,,,Wheat in Punjab has 30% harvested.,Wheat In Punjab Has 30% Harvested,,,,,,Wheat in Punjab has 30% harvested.,Minutes of the meeting of CWWG as on 20.04.2026.pdf,1,Minutes of the meeting of CWWG as on 20.04.2026_p1_c6,0.9,VERIFIED,rule_based
2026-04-20,,Wheat,Haryana,Pest Incidence,Harvesting,,,Wheat in Haryana has 65% harvested.,Wheat In Haryana Has 65% Harvested,,,,,,Wheat in Haryana has 65% harvested.,Minutes of the meeting of CWWG as on 20.04.2026.pdf,1,Minutes of the meeting of CWWG as on 20.04.2026_p1_c7,0.9,VERIFIED,rule_based
2026-04-20,,Wheat,Uttar Pradesh,Pest Incidence,Harvesting,,,Wheat in Uttar Pradesh has 70% harvested.,Wheat In Uttar Pradesh Has 70% Harvested,,,,,,Wheat in Uttar Pradesh has 70% harvested.,Minutes of the meeting of CWWG as on 20.04.2026.pdf,1,Minutes of the meeting of CWWG as on 20.04.2026_p1_c8,0.9,VERIFIED,rule_based
2026-04-20,,Wheat,Bihar,Pest Incidence,Harvesting,,,Wheat in Bihar has 55% harvested.,Wheat In Bihar Has 55% Harvested,,,,,,Wheat in Bihar has 55% harvested.,Minutes of the meeting of CWWG as on 20.04.2026.pdf,1,Minutes of the meeting of CWWG as on 20.04.2026_p1_c9,0.9,VERIFIED,rule_based
2026-04-27,,Wheat,Odisha,Area Coverage,,,,,,,,,,(Area in lakh ha.) ---------- ---------------------------- --------------------- -------------------------------- -------------------- -------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------,(Area in lakh ha.) ---------- ---------------------------- --------------------- -------------------------------- -------------------- -------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------,Minutes of the meeting of CWWG as on 27.04.2026.pdf,1,Minutes of the meeting of CWWG as on 27.04.2026_p1_c6,0.7,VERIFIED,rule_based
2026-04-27,,Wheat,Punjab,Pest Incidence,Harvesting,,,Wheat in Punjab has 55% harvested.,Wheat In Punjab Has 55% Harvested,,,,,,Wheat in Punjab has 55% harvested.,Minutes of the meeting of CWWG as on 27.04.2026.pdf,1,Minutes of the meeting of CWWG as on 27.04.2026_p1_c7,0.9,VERIFIED,rule_based
2026-04-27,,Wheat,Haryana,Pest Incidence,Harvesting,,,Wheat in Haryana has 95% harvested.,Wheat In Haryana Has 95% Harvested,,,,,,Wheat in Haryana has 95% harvested.,Minutes of the meeting of CWWG as on 27.04.2026.pdf,1,Minutes of the meeting of CWWG as on 27.04.2026_p1_c8,0.9,VERIFIED,rule_based
2026-04-27,,Wheat,Uttar Pradesh,Pest Incidence,Harvesting,,,Wheat in Uttar Pradesh has 82% harvested.,Wheat In Uttar Pradesh Has 82% Harvested,,,,,,Wheat in Uttar Pradesh has 82% harvested.,Minutes of the meeting of CWWG as on 27.04.2026.pdf,1,Minutes of the meeting of CWWG as on 27.04.2026_p1_c9,0.9,VERIFIED,rule_based
2026-04-27,,Wheat,Bihar,Pest Incidence,Harvesting,,,Wheat in Bihar has 90% harvested.,Wheat In Bihar Has 90% Harvested,,,,,,Wheat in Bihar has 90% harvested.,Minutes of the meeting of CWWG as on 27.04.2026.pdf,1,Minutes of the meeting of CWWG as on 27.04.2026_p1_c10,0.9,VERIFIED,rule_based
2026-05-04,,Wheat,West Bengal,Area Coverage,,,,,,,,,,(Area in lakh ha.) ---------- ---------------------------- --------------------- -------------------------------- -------------------- -------------------------------------------------------------------------------------------------------------------------------------------------------,(Area in lakh ha.) ---------- ---------------------------- --------------------- -------------------------------- -------------------- -------------------------------------------------------------------------------------------------------------------------------------------------------,Minutes of the meeting of CWWG as on 04.05.2026.pdf,1,Minutes of the meeting of CWWG as on 04.05.2026_p1_c7,0.7,VERIFIED,rule_based
2026-05-04,,Wheat,Bihar,Pest Incidence,Harvesting,,,Wheat in Bihar has 98% harvested.,Wheat In Bihar Has 98% Harvested,,,,,,Wheat in Bihar has 98% harvested.,Minutes of the meeting of CWWG as on 04.05.2026.pdf,1,Minutes of the meeting of CWWG as on 04.05.2026_p1_c8,0.9,VERIFIED,rule_based
2026-05-04,,Wheat,Jharkhand,Pest Incidence,Harvesting,,,Wheat in Jharkhand has 98% harvested.,Wheat In Jharkhand Has 98% Harvested,,,,,,Wheat in Jharkhand has 98% harvested.,Minutes of the meeting of CWWG as on 04.05.2026.pdf,1,Minutes of the meeting of CWWG as on 04.05.2026_p1_c9,0.9,VERIFIED,rule_based
2026-05-04,,Wheat,Uttarakhand,Pest Incidence,Harvesting,,,Wheat in Uttarakhand has 90% harvested.,Wheat In Uttarakhand Has 90% Harvested,,,,,,Wheat in Uttarakhand has 90% harvested.,Minutes of the meeting of CWWG as on 04.05.2026.pdf,1,Minutes of the meeting of CWWG as on 04.05.2026_p1_c10,0.9,VERIFIED,rule_based
2026-05-11,,Wheat,Gujarat,Area Coverage,,,,,,,,,,(Area in lakh ha.) ---------- ---------------------------- --------------------- --------------------------------- -------------------- ---------------------------------------------------------------------------------------------------------------------------------------------------------,(Area in lakh ha.) ---------- ---------------------------- --------------------- --------------------------------- -------------------- ---------------------------------------------------------------------------------------------------------------------------------------------------------,Minutes of the meeting of CWWG as on 11.05.2026.pdf,1,Minutes of the meeting of CWWG as on 11.05.2026_p1_c6,0.7,VERIFIED,rule_based
2026-05-11,,Wheat,Punjab,Pest Incidence,Harvesting,,,Wheat is 100% harvested in Punjab.,Wheat Is 100% Harvested In Punjab,,,,,,Wheat is 100% harvested in Punjab.,Minutes of the meeting of CWWG as on 11.05.2026.pdf,1,Minutes of the meeting of CWWG as on 11.05.2026_p1_c7,0.9,VERIFIED,rule_based
2026-05-11,,Wheat,Uttar Pradesh,Pest Incidence,Harvesting,,,Wheat is 100% harvested in Uttar Pradesh.,Wheat Is 100% Harvested In Uttar Pradesh,,,,,,Wheat is 100% harvested in Uttar Pradesh.,Minutes of the meeting of CWWG as on 11.05.2026.pdf,1,Minutes of the meeting of CWWG as on 11.05.2026_p1_c8,0.9,VERIFIED,rule_based
